,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,37.74,255.53,195.84,180.04,10426.33,2.84,128.52,8.05,45.34,1.8,0.46,11.02,17.09,425.04,23.42,28.35,42.49,123.13,13.57
2016-01-01,34.08,240.19,223.32,215.02,13866.71,2.56,142.57,8.35,43.71,1.44,0.44,12.42,18.51,423.48,27.89,28.58,46.23,121.23,11.18
2015-01-01,32.41,197.08,230.76,209.41,20135.33,3.34,109.28,6.89,52.97,1.58,0.53,16.4,23.79,450.38,30.55,32.61,74.07,111.34,18.17
2014-01-01,29.84,211.2,248.22,216.18,14438.28,2.87,127.17,6.16,59.25,1.22,0.4,14.87,21.12,305.62,32.36,23.52,83.85,113.26,18.32
2013-01-01,30.08,210.61,206.96,191.8,6114.93,2.65,137.73,7.88,46.31,1.24,0.41,13.59,20.48,233.49,31.95,18.38,63.71,107.75,17.31
2012-01-01,16.8,1053.29,98.24,94.62,13776.1,2.1,173.8,24.99,14.6,1.99,0.16,15.67,18.64,32.87,92.74,14.51,30.35,32.13,-0.55
2011-01-01,16.12,1229.23,231.24,224.26,12945.41,3.83,95.3,43.0,8.48,3.35,0.25,19.96,24.13,51.96,64.42,14.93,22.68,13.73,-2.41
2010-01-01,20.6,1472.26,149.18,138.66,5337.19,2.76,132.24,13.41,27.21,1.05,0.07,10.88,13.71,6.74,160.33,6.66,-14.82,8.18,-4.23
2009-01-01,23.21,1516.4,443.12,430.01,8810.36,1.0,365.0,6.1,59.83,0.33,0.02,8.66,10.81,-2.29,376.04,5.01,7.51,19.51,-1.21
2008-01-01,17.7,1042.94,115.06,106.69,13139.89,2.93,124.57,20.56,17.75,1.18,0.1,13.78,15.72,9.36,115.86,7.25,26.6,29.35,-4.44
2007-01-01,6.6,1466.83,130.16,121.19,131611.62,3.29,110.94,18.83,19.38,1.42,0.09,30.07,31.9,8.44,288.1,13.29,-3.29,48.71,-4.9
2006-01-01,4.79,1590.57,399.38,386.86,47427.24,3.16,115.5,12.18,29.96,1.07,0.06,37.78,42.83,8.19,500.8,15.68,41.85,99.38,-1.04
2005-01-01,22.23,1143.84,923.34,906.7,14014.34,3.13,116.61,8.57,42.59,0.89,0.07,35.1,47.6,6.16,362.9,13.93,81.17,108.4,1.3
2004-01-01,34.67,418.85,124.28,116.26,5794.92,3.08,118.5,7.0,52.14,1.13,0.19,23.94,38.46,19.27,116.38,9.25,38.08,104.3,5.4
2003-01-01,42.8,460.47,930.08,867.25,5061.58,4.45,82.02,7.18,50.83,1.45,0.29,17.85,27.8,32.98,48.77,6.34,25.22,82.9,0.4
2002-01-01,27.12,247.97,642.0,564.73,2631.89,5.43,67.21,6.16,59.25,1.19,0.43,9.11,11.14,34.72,17.85,2.44,102.31,83.4,8.5
2001-01-01,12.75,188.27,417.44,353.83,5138.26,3.11,117.36,4.07,89.68,0.68,0.32,10.11,11.55,25.91,30.22,3.0,103.8,81.3,9.99
2000-01-01,15.1,258.55,595.4,545.01,3446.66,3.52,103.69,6.05,60.33,1.18,0.4,11.95,14.69,42.63,21.25,3.05,-69.56,48.28,-13.67
1999-01-01,33.06,145.74,209.87,169.31,9500.0,4.18,87.32,7.45,48.99,1.39,0.75,29.62,42.85,80.71,30.0,6.57,74.99,80.99,18.63
1998-01-01,28.57,154.51,235.59,207.93,6626.5,4.11,88.8,8.58,42.54,1.57,0.81,23.2,32.65,54.45,24.74,3.17,99.01,99.88,21.94
1997-01-01,31.49,201.64,270.83,227.65,7113.19,5.78,63.14,9.25,39.45,2.75,1.06,34.71,60.7,92.5,26.84,3.97,143.04,117.58,34.98
