,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,47.97,851.88,104.40,90.96,2.26,16.40,22.25,1.07,341.12,0.28,0.02,1.73,2.59,7.31,61.14,0.63,-11.57,51.19,-24.91
2016,46.00,959.58,120.09,105.01,2.05,29.03,12.57,1.61,226.70,0.14,0.01,1.14,1.40,5.29,84.62,0.34,-20.52,114.39,-35.07
2015,42.90,1523.35,102.54,90.16,7.86,,,,,0.51,0.02,7.21,12.29,30.29,344.48,2.92,-18.06,151.46,-63.64
2014,42.98,2124.16,123.57,108.34,348.98,,,,,2.14,0.07,21.81,40.20,80.40,296.51,8.13,15.17,291.52,28.56
2013,56.83,1268.61,114.14,99.68,47.15,,,,,1.04,0.13,4.52,11.60,12.95,33.24,1.37,48.21,253.21,215.88
2012,62.31,616.01,123.96,91.42,6.69,,,,,0.90,0.05,1.16,2.53,2.33,18.35,0.28,5.99,107.24,9.57
2011,58.25,699.86,132.06,93.34,14.47,,,,,1.11,0.09,3.80,9.19,9.66,38.38,1.09,0.51,237.53,0.69
2010,64.22,319.21,118.88,80.61,14.31,,,,,0.26,0.03,2.97,8.87,5.77,108.28,1.02,7.85,796.18,12.77
2009,72.46,325.81,110.61,83.49,13.72,,,,,0.16,0.01,1.26,4.72,2.33,94.37,0.58,4.91,1167.56,10.98
2008,77.16,295.80,110.29,86.64,4.96,,,,,0.64,0.03,2.57,11.27,0.82,62.82,1.16,7.29,4064.66,21.06
2007,83.81,284.45,108.97,92.49,,,,,,0.86,0.04,4.24,35.00,-1.34,114.83,2.76,23.63,6048.68,105.84
2006,90.89,2043.88,249.58,219.00,-5.06,,,,,0.45,0.02,-2.66,-31.00,-15.27,-192.72,-2.39,81.36,6052.85,43.67
2005,89.48,5140.70,439.99,391.92,93.68,,,,,0.87,0.02,1.73,35.21,-4.93,91.47,7.28,26.87,14426.04,6.50
2004,98.72,,,,,,,,,0.61,0.01,-2.80,-108.77,-44.01,-192.44,-4.12,,,
2003,98.81,,,,,,,,,1.47,0.03,-0.44,-32.78,,-13.94,-0.72,,,
2002,97.65,,,,,,,,,2.22,0.04,-0.52,-21.32,-19.08,-12.35,-1.00,,,
2001,97.50,,,,,,,,,3.59,0.06,-0.31,-11.65,-2.72,-4.76,-0.64,,,
2000,97.25,,,,,,,,,3.66,0.07,-3.85,-87.25,-84.02,-56.82,-8.97,,,
1999,93.68,,,,,,,,,3.01,0.05,-2.08,-27.36,-43.68,-33.51,-5.07,,,
1998,91.05,-90000.00,40.15,-90000.00,,-90000.00,-90000.00,-90000.00,-90000.00,3.15,0.07,0.23,2.51,6.72,3.04,0.52,-90000.00,-90000.00,-90000.00
1997,91.51,-90000.00,50.78,-90000.00,,-90000.00,-90000.00,-90000.00,-90000.00,3.95,0.08,0.82,9.25,15.42,9.78,1.60,-90000.00,-90000.0,-90000.00
