,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,34.33,372.49,252.9,231.65,93.16,4.38,83.33,10.18,35.85,4.5,0.92,8.39,11.95,117.5,8.98,8.68,48.72,120.55,6.92
2016-01-01,26.57,347.16,305.75,272.26,241.54,4.49,81.29,9.04,40.37,4.31,1.0,14.22,19.17,182.97,14.22,14.06,62.39,113.58,5.91
2015-01-01,25.68,323.78,322.89,284.52,903.58,4.46,81.83,8.66,42.14,4.22,1.06,15.3,20.55,187.81,14.43,14.19,96.38,111.87,12.85
2014-01-01,25.63,299.71,317.16,269.95,2564.76,4.76,76.68,8.65,42.19,4.84,1.15,15.44,21.39,177.83,13.4,13.7,67.28,78.28,5.19
2013-01-01,30.14,343.93,280.98,241.68,595.39,4.66,78.32,8.12,44.95,5.45,1.22,15.76,22.74,152.35,12.95,13.05,74.74,119.35,14.76
2012-01-01,27.04,1818.24,219.91,213.48,327.28,4.11,88.8,61.47,5.93,32.32,1.47,18.1,25.51,124.29,12.31,11.63,59.45,90.93,2.77
2011-01-01,31.87,1319.93,194.98,186.77,634.12,4.77,76.51,54.33,6.71,29.1,1.59,21.65,30.72,129.48,13.56,12.64,40.77,88.87,-1.21
2010-01-01,27.19,1250.62,218.69,209.15,1002.76,5.07,71.99,66.3,5.5,29.3,1.67,23.3,32.13,138.77,13.91,12.47,83.71,86.1,7.93
2009-01-01,27.96,1290.0,230.95,225.22,565.86,4.15,87.95,66.48,5.49,23.79,1.53,24.14,35.2,79.41,15.72,11.28,67.18,77.03,14.29
2008-01-01,36.42,834.9,145.06,138.57,107.38,4.26,85.68,40.52,9.0,17.69,1.39,8.35,13.36,34.9,5.94,3.39,22.05,65.56,0.0
2007-01-01,39.53,743.55,137.05,125.79,133.43,6.14,59.44,35.75,10.2,15.61,1.44,10.72,17.31,35.77,7.39,4.64,29.16,83.61,1.19
2006-01-01,37.16,605.43,133.63,122.59,395.63,9.7,37.62,35.79,10.19,17.05,1.7,14.26,26.17,57.04,8.36,6.2,6.17,117.57,-4.58
2005-01-01,53.24,506.81,90.93,80.63,116.13,7.73,47.21,26.55,13.74,14.03,1.34,6.91,14.16,36.1,5.09,3.04,26.57,118.58,4.99
