,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,26.63,590.64,309.32,273.75,1622.79,3.52,103.69,7.58,48.15,5.9,0.74,5.72,8.04,24.16,7.68,1.9,44.03,119.81,5.04
2016-01-01,31.1,537.74,274.97,253.04,3354.86,3.61,101.1,8.51,42.89,6.75,0.84,9.96,14.29,40.15,11.81,3.34,33.27,135.83,4.0
2015-01-01,29.61,578.85,294.54,259.14,126731.5,3.35,108.95,9.15,39.89,7.45,0.87,7.88,11.52,35.28,9.03,3.1,52.4,137.0,8.97
2014-01-01,33.48,588.5,255.27,222.79,487.53,3.76,97.07,9.79,37.28,10.7,1.07,11.01,16.35,45.78,10.23,3.67,31.17,96.93,7.37
2013-01-01,32.09,796.84,275.28,241.66,2412.8,3.57,102.24,9.3,39.24,11.87,1.07,6.47,9.63,24.84,6.03,2.08,32.86,126.58,7.59
2012-01-01,34.59,1173.99,152.61,143.47,11869.8,3.59,101.67,22.32,16.35,16.34,0.87,6.09,9.37,20.16,7.04,1.57,43.53,137.01,17.15
2011-01-01,34.17,1289.48,148.92,136.37,5776.0,3.57,102.24,23.68,15.41,13.79,0.85,2.52,3.87,10.0,2.94,0.63,8.4,88.46,0.25
2010-01-01,34.93,889.58,120.93,111.1,0.0,4.18,87.32,28.91,12.62,11.19,0.83,4.24,6.45,20.42,5.14,1.09,20.88,95.01,0.55
2009-01-01,33.65,895.81,108.5,99.57,43.42,3.78,96.56,23.99,15.21,9.29,0.73,8.02,12.97,12.27,10.72,2.08,40.54,103.25,11.33
2008-01-01,44.96,653.93,98.85,90.83,23.23,3.42,106.72,21.35,17.09,10.03,0.78,7.55,12.99,19.93,9.24,2.08,34.89,98.37,9.91
2007-01-01,43.72,921.29,161.78,150.28,114.28,3.59,101.67,25.27,14.44,12.11,1.02,20.66,34.27,36.03,20.17,5.85,46.29,86.27,9.22
2006-01-01,35.57,656.12,180.43,167.98,0.0,3.1,117.74,18.76,19.45,9.0,1.0,12.46,19.38,22.33,12.5,3.05,21.46,106.46,4.84
2005-01-01,35.85,512.92,177.63,162.4,237.59,3.09,118.12,11.71,31.16,6.74,0.91,13.59,22.7,26.15,14.96,3.65,38.92,149.27,11.48
2004-01-01,45.86,481.13,208.98,183.17,79.63,3.65,100.0,10.13,36.03,6.38,1.0,13.91,25.55,23.91,13.78,3.53,31.36,106.61,7.49
2003-01-01,46.6,424.51,236.01,201.62,495.95,3.71,98.38,8.38,43.55,4.83,1.02,13.39,22.98,21.71,13.09,3.17,20.59,93.32,4.89
2002-01-01,34.85,238.47,157.91,127.68,221.17,4.11,88.8,7.99,45.68,3.63,1.15,10.63,16.25,23.35,9.25,2.05,24.81,88.41,8.79
2001-01-01,34.88,176.89,152.47,118.04,24.47,3.62,100.82,7.18,50.83,3.12,1.14,10.11,16.02,26.31,8.62,2.0,54.66,81.66,25.02
2000-01-01,42.52,177.75,149.33,115.73,14.34,3.88,94.07,9.04,40.37,3.63,1.38,11.39,19.87,33.16,7.7,2.06,48.18,62.65,23.25
