,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,54.30,248.97,136.25,69.27,16.83,5.89,61.96,2.36,154.66,3.31,0.72,3.46,6.81,13.94,4.51,1.19,7.83,29.04,1.10
2016,49.77,279.07,152.20,86.72,19.51,6.60,55.30,2.09,174.64,3.86,0.84,3.50,6.61,13.85,3.95,1.22,3.49,44.67,-1.52
2015,49.70,280.95,162.27,82.52,24.34,5.90,61.86,1.80,202.77,3.03,0.71,3.92,7.17,17.19,5.30,1.34,1.93,46.90,-2.83
2014,45.76,270.38,165.16,90.39,44.96,6.82,53.51,2.21,165.15,3.27,0.80,4.87,8.59,20.41,5.97,1.50,13.73,67.24,2.06
2013,43.67,270.92,163.62,88.63,45.23,6.95,52.51,2.14,170.56,2.99,0.72,4.26,7.47,15.48,5.76,1.25,4.42,65.15,-2.01
2012,41.06,290.80,117.15,38.96,112.55,8.70,41.95,2.31,158.00,2.92,0.61,4.42,7.35,16.49,7.06,1.16,22.77,175.14,4.74
2011,39.66,288.57,117.36,42.92,18.52,9.93,36.75,2.19,166.66,2.76,0.61,4.93,7.81,14.74,7.63,1.22,39.97,186.60,10.26
2010,40.84,280.65,129.29,42.86,42.61,13.42,27.19,2.23,163.67,2.50,0.60,4.34,7.39,13.26,7.41,1.16,13.40,96.61,-0.12
2009,43.93,270.45,116.98,41.81,46.54,8.78,41.57,2.10,173.80,2.47,0.57,4.13,7.53,10.62,7.23,1.17,23.94,103.03,5.96
2008,48.36,243.25,113.41,44.18,8.36,9.47,38.54,2.24,162.94,3.16,0.72,3.79,6.65,11.62,4.83,1.02,21.41,95.98,5.06
2007,47.38,255.89,135.13,41.86,26.37,11.12,32.82,1.95,187.17,3.16,0.73,6.47,12.14,18.80,8.54,1.86,34.22,114.03,9.83
2006,49.69,248.77,136.93,38.08,69.82,11.07,32.97,2.06,177.18,3.07,0.72,6.25,12.76,22.18,8.43,1.95,1.28,183.82,-6.02
2005,53.77,221.82,131.11,63.53,68.26,9.83,37.13,2.58,141.47,3.27,0.75,7.70,15.34,26.01,9.42,2.40,28.73,278.43,11.42
2004,46.82,260.29,160.07,76.45,115.25,7.48,48.79,2.61,139.84,3.18,0.74,8.01,14.78,20.98,10.42,2.09,34.66,404.81,9.43
2003,45.53,239.65,141.92,79.19,40.11,9.21,39.63,3.36,108.63,3.61,0.87,6.63,11.46,13.47,7.36,1.61,47.65,323.68,18.52
2002,41.32,251.12,154.94,79.58,9.35,3.90,93.58,2.48,147.17,2.99,0.77,4.67,9.31,19.07,7.40,1.12,139.60,199.64,50.47
2001,62.42,312.65,149.20,116.23,3.33,3.31,110.27,2.12,172.16,3.34,0.52,3.60,6.98,11.38,5.13,0.82,14.70,29.75,6.66
2000,54.82,366.38,180.56,116.25,3.02,4.30,84.88,1.52,240.13,3.31,0.51,6.40,11.03,20.87,8.63,1.51,5.18,8.69,3.12
1999,62.22,318.60,163.87,87.21,2.34,5.60,65.17,1.61,226.70,3.17,0.56,6.84,13.19,20.71,8.61,1.73,-22.41,-148.71,-14.53
1998,64.65,277.83,150.35,81.42,2.26,6.71,54.40,2.76,132.25,3.38,0.60,6.70,14.27,7.98,2.78,1.80,-1.51,-105.09,-1.05
1997,72.38,261.66,132.98,70.46,1.75,7.98,45.74,3.34,109.28,3.89,0.72,4.13,9.05,9.13,2.79,0.96,-41.29,-114.42,-39.51
1996,84.00,168.31,75.37,32.39,1.80,10.27,35.53,3.53,103.40,4.89,0.75,2.96,10.59,10.86,1.99,0.59,1.17,31.8,2.02
1995,87.62,147.14,66.43,13.76,-14.94,7.71,47.34,3.89,93.83,4.13,0.57,-25.11,-96.55,-140.64,-42.39,-9.57,-22.82,-42.58,-60.26
1994,53.43,291.82,135.42,50.45,2.25,7.98,45.74,3.14,116.24,4.42,0.78,3.44,4.20,2.11,2.24,0.67,13.22,54.39,7.12
1993,55.81,201.25,106.57,47.31,2.81,6.56,55.64,2.65,137.74,3.21,0.71,5.40,7.92,16.83,4.74,1.17,17.40,30.09,16.12
1992,49.24,184.65,112.76,38.66,3.17,6.99,52.22,2.60,140.38,3.04,0.85,9.58,16.18,14.93,9.23,2.41,-20.55,4.26,-19.61
