,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,31.80,297.54,210.02,149.48,62273.33,5.83,62.60,4.56,80.04,4.42,1.12,15.55,23.14,108.04,13.86,8.96,27.26,91.61,-3.49
2016,34.13,268.62,185.23,132.00,61517.14,6.09,59.93,4.76,76.68,4.27,1.16,15.72,23.30,112.11,13.54,8.96,70.08,103.81,17.16
2015,30.98,258.30,195.68,138.06,62738.53,6.16,59.25,4.70,77.65,4.12,1.16,15.67,22.30,93.83,13.49,8.08,63.88,93.25,9.36
2014,28.55,266.88,229.06,161.64,42091.03,6.34,57.57,4.39,83.14,4.25,1.21,20.54,23.51,95.93,13.80,7.80,62.53,89.33,8.31
2013,29.47,252.33,210.11,150.66,45430.17,6.31,57.84,4.56,80.04,3.86,1.11,16.02,22.38,90.77,13.46,7.26,68.98,95.42,13.91
2012,21.23,449.68,189.45,150.95,,5.66,64.48,9.62,37.94,4.95,0.87,16.02,20.80,39.70,17.68,6.22,79.73,84.06,1.08
2011,24.84,416.14,172.53,127.19,28277.22,6.25,58.40,9.24,39.50,4.74,0.90,18.72,24.39,46.41,19.08,6.44,83.77,89.40,7.84
2010,21.96,569.49,160.60,117.53,1633.73,6.82,53.51,11.35,32.15,6.89,0.94,18.22,22.93,40.24,18.56,6.06,72.60,91.05,1.90
2009,19.10,545.27,195.17,157.33,,5.25,69.52,8.68,42.05,4.52,0.67,11.61,14.28,22.88,16.28,3.50,95.43,97.53,6.21
2008,18.25,478.01,216.77,165.20,,5.31,68.73,8.28,44.08,5.08,0.87,16.51,19.99,36.79,20.83,5.13,165.15,95.33,11.29
2007,16.68,725.95,271.98,219.98,,4.52,80.75,7.00,52.14,5.57,0.67,18.14,21.16,39.52,26.39,6.11,146.46,92.89,8.97
2006,11.79,859.04,465.98,377.14,,4.80,76.04,6.18,59.06,6.51,0.67,19.08,22.02,43.07,27.44,6.30,158.21,86.97,2.11
2005,14.99,780.21,387.65,317.03,26970.98,4.63,78.83,6.27,58.21,5.32,0.58,19.72,24.07,34.36,28.55,6.05,77.01,93.15,-0.41
2004,22.61,489.03,286.81,249.49,98.62,5.53,66.00,8.68,42.05,5.16,0.85,23.59,31.92,40.61,27.66,5.91,90.88,78.17,9.06
2003,31.55,402.00,180.73,153.53,28.90,4.78,76.35,6.82,53.51,4.77,0.85,13.73,19.63,50.54,15.68,3.17,38.49,69.52,6.94
2002,32.58,433.89,369.38,303.02,36.35,5.20,70.19,6.75,54.07,4.25,0.92,18.34,26.41,54.78,19.37,4.32,148.74,79.09,18.12
2001,32.12,332.05,449.62,381.94,67.60,5.06,72.13,5.73,63.69,3.83,1.00,21.69,31.25,58.15,21.40,5.00,25.10,62.55,0.14
2000,30.83,254.92,196.70,139.60,1934.01,6.44,56.67,5.98,61.03,5.07,1.39,24.15,33.50,70.47,17.35,5.39,49.74,77.10,12.98
1999,23.66,272.96,277.84,206.69,877.46,7.13,51.19,5.66,64.48,4.88,1.28,24.74,33.03,65.09,19.37,5.28,69.73,85.03,16.73
1998,27.16,306.46,252.11,198.04,171.01,6.72,54.31,5.47,66.72,5.15,1.22,32.01,47.49,101.23,21.21,8.24,130.76,103.11,38.62
1997,42.23,195.31,157.43,100.96,0.00,6.94,52.59,5.07,71.99,4.98,1.47,34.56,60.72,92.16,16.63,9.54,41.89,48.96,23.20
1996,45.10,178.75,152.89,76.28,326.77,9.57,38.14,5.41,67.46,6.67,2.06,19.50,36.57,62.12,8.25,5.68,31.88,46.21,22.33
