,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,9.30,375.62,692.86,663.70,,4.61,79.17,2.74,133.21,0.77,0.19,0.14,-0.14,-0.72,0.74,-0.04,2.30,58.15,0.11
2016,15.49,328.09,400.80,375.83,,5.21,70.05,4.36,83.71,1.08,0.30,-2.97,-3.72,-6.37,-10.07,-1.01,-10.63,52.56,-0.76
2015,17.38,255.42,332.37,310.16,-1049119.72,3.78,96.56,5.65,64.60,78.03,32.70,-38.84,-47.69,-147.68,-118.81,-17.36,-3.42,37.29,-0.25
2014,19.63,180.00,230.51,208.82,-282009.45,6.08,60.03,8.18,44.62,115.56,55.59,-19.39,-23.66,-114.46,-34.90,-11.92,2.57,54.47,0.34
2013,17.39,163.31,244.63,214.46,188402.34,4.80,76.04,6.56,55.64,159.77,80.82,-13.49,-17.66,-95.95,-19.78,-10.76,71.09,69.02,9.35
2012,27.11,595.94,181.84,163.45,,4.51,80.93,13.68,26.68,7.83,0.96,-2.61,-3.46,-6.53,-2.71,-2.35,31.58,78.02,9.81
2011,21.97,764.62,272.54,241.65,,5.51,66.24,10.72,34.04,11.98,1.22,2.94,3.96,46.71,2.54,2.80,19.92,87.14,-1.87
2010,29.12,1179.64,282.65,247.81,,6.08,60.03,8.80,41.47,19.25,1.16,21.41,30.45,199.12,15.34,19.76,69.43,134.07,14.14
2009,30.55,1012.18,268.66,228.33,,7.13,51.19,7.78,46.91,18.80,1.29,39.45,56.69,223.89,23.26,22.75,85.25,170.84,25.91
2008,30.14,842.72,256.19,206.32,142.07,5.82,62.71,5.56,65.64,16.01,1.33,26.27,43.66,1.16,16.95,11.32,111.44,276.28,42.52
2007,54.08,634.68,136.69,81.66,4154.00,0.96,380.20,1.00,365.00,2.50,0.18,5.26,11.19,12.15,15.70,9.02,8.77,13.65,9.18
