,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,44.56,291.58,178.55,98.04,4660.74,8.80,41.47,6.04,60.43,11.14,2.37,9.76,16.20,46.88,4.03,4.02,1.95,45.26,-10.35
2016,36.76,273.34,208.15,114.36,66642.87,7.77,46.97,5.74,63.58,7.61,1.76,9.03,13.16,42.14,5.11,2.74,9.96,57.36,-2.00
2015,26.30,323.58,291.87,223.11,109.66,8.43,43.29,6.44,56.67,9.18,1.84,5.76,8.31,18.50,3.09,1.53,68.49,90.57,11.65
2014,36.24,364.17,220.37,130.02,143.68,11.49,31.76,6.96,52.44,14.25,2.49,12.64,19.66,44.62,4.81,3.63,13.66,92.98,-2.51
2013,36.15,332.84,215.66,121.58,206.06,13.18,27.69,8.29,44.02,25.98,2.64,12.70,19.88,43.20,4.55,3.33,44.76,76.95,15.13
2012,33.04,6385.18,282.53,204.13,266.51,12.47,29.27,7.96,45.85,259.70,2.33,13.13,19.76,39.22,5.38,3.07,22.74,245.00,2.44
2011,34.63,8049.58,269.32,187.24,1757.22,15.17,24.06,9.68,37.70,325.84,3.05,9.19,14.10,25.35,2.97,2.02,56.61,232.59,20.06
2010,35.03,5956.85,267.51,176.64,111.93,16.92,21.57,13.74,26.56,349.09,4.44,13.09,21.28,28.01,2.60,2.92,35.89,95.97,14.84
2009,44.15,3017.72,205.74,118.45,95.35,14.86,24.56,17.64,20.69,224.04,5.02,16.25,28.14,32.39,2.75,2.79,-33.52,-43.73,-24.04
2008,40.92,1619.59,201.17,149.60,3.55,13.06,27.94,15.60,23.39,219.14,6.70,1.57,2.44,-1.82,0.21,0.21,213.79,72.69,136.51
2007,71.69,2332.15,125.58,82.99,-6.03,15.66,23.30,15.51,23.53,552.04,6.01,-8.10,-28.15,-32.61,-1.66,-2.94,-9.27,-43.48,-35.92
2006,62.80,4435.10,149.06,83.44,11.22,14.24,25.63,14.67,24.88,498.58,4.19,7.92,16.55,18.24,1.36,2.00,-37.73,-23.09,-58.62
