,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,48.57,482.17,189.56,148.63,42.98,8.63,42.29,4.85,75.25,4.80,0.62,5.73,9.84,31.28,9.04,2.37,22.23,172.36,2.62
2016,37.17,508.49,265.29,211.39,150.60,11.49,31.76,6.23,58.58,7.24,1.09,15.32,23.56,70.88,13.99,5.64,73.49,156.73,18.65
2015,33.39,460.20,305.44,215.52,357.81,9.23,39.54,5.46,66.84,5.36,0.89,8.93,13.63,37.78,9.96,2.98,41.54,131.93,5.88
2014,36.00,421.95,264.42,217.29,77.15,6.20,58.87,5.31,68.73,4.40,0.77,7.08,10.88,29.18,9.03,2.26,40.97,120.45,6.02
2013,35.69,392.46,254.12,208.11,183.09,6.75,54.07,6.91,52.82,5.06,1.00,11.59,18.02,41.54,11.57,3.43,32.45,74.66,8.28
2012,28.07,450.26,182.79,175.33,23.96,6.62,55.13,70.51,5.17,4.29,0.70,3.40,4.47,2.29,4.65,0.78,-48.20,62.47,-14.64
2011,26.86,506.49,426.04,412.55,12.51,12.28,29.72,64.67,5.64,4.05,0.63,0.40,0.31,-1.90,0.35,0.06,140.67,112.00,8.16
2010,32.51,522.98,221.75,212.18,23.90,12.60,28.96,65.47,5.57,4.59,0.68,4.51,6.06,6.32,6.37,1.03,-2.74,97.65,-3.87
2009,24.99,551.07,316.96,311.38,46.47,9.59,38.06,138.26,2.63,4.12,0.61,4.82,6.46,0.89,7.91,1.07,-10.62,79.26,-5.79
2008,28.66,537.38,255.82,251.00,20.89,10.84,33.67,104.31,3.49,5.95,0.86,7.04,9.68,5.52,8.24,1.61,23.34,65.48,-4.09
2007,30.96,590.88,285.73,279.17,49.83,9.49,38.46,59.59,6.12,5.61,0.77,10.48,14.64,8.89,12.85,2.43,49.07,60.43,1.39
2006,28.15,544.26,348.53,333.68,38.70,10.18,35.85,31.16,11.71,4.90,0.76,8.09,11.54,6.15,10.51,1.81,53.63,55.06,2.45
2005,34.29,540.77,371.19,341.15,6.58,11.57,31.54,16.79,21.73,4.05,0.64,3.10,4.46,3.64,4.82,0.71,15.76,60.31,-6.11
2004,35.89,601.93,367.39,329.60,18.64,14.00,26.07,15.90,22.95,4.66,0.66,9.80,13.64,8.57,13.48,2.30,101.41,126.95,2.30
2003,25.26,504.05,308.03,259.33,23.48,12.05,30.29,14.35,25.43,4.28,0.71,12.84,17.59,7.17,18.00,3.04,51.00,145.69,-5.06
2002,33.13,169.48,317.12,262.89,13.20,11.86,30.77,10.27,35.54,1.36,0.64,13.03,18.53,12.31,18.64,3.06,50.28,191.18,-0.36
2001,33.46,130.51,84.39,50.55,21.06,16.39,22.26,7.99,45.68,1.54,0.79,13.11,19.71,31.97,15.29,3.43,49.80,158.67,7.31
2000,39.49,184.71,130.15,56.50,16.19,22.90,15.93,8.04,45.39,2.26,0.90,11.60,19.10,37.43,11.79,3.40,36.49,249.15,3.88
1999,46.68,165.53,108.43,36.54,4.85,18.43,19.80,8.82,41.38,2.12,0.89,8.39,13.63,25.07,7.56,2.51,81.99,102.27,15.84
1998,55.12,147.50,62.31,34.61,2.70,11.87,30.74,6.09,59.93,1.58,0.62,7.50,11.75,27.67,8.11,2.19,9.25,42.94,2.34
