,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,40.06,144.82,173.66,100.31,2.43,4.69,77.82,4.40,82.95,1.06,0.62,0.34,0.28,0.85,0.27,0.05,4.62,96.83,-0.28
2016,41.89,143.74,164.40,102.78,13.94,5.41,67.46,4.98,73.29,1.16,0.65,2.46,3.97,8.17,3.52,0.69,22.88,92.04,0.98
2015,43.22,146.03,126.00,77.40,31.08,6.71,54.39,5.21,70.05,1.27,0.70,3.19,5.38,11.13,4.39,0.95,37.74,73.19,3.34
2014,41.92,123.08,133.16,84.11,2942.24,7.27,50.20,5.69,64.14,1.30,0.75,5.45,9.06,16.79,7.06,1.55,23.63,47.83,3.11
2013,46.35,105.60,124.57,84.00,1992.99,6.96,52.44,6.19,58.96,1.58,0.93,4.94,8.75,14.44,5.07,1.26,65.71,558.41,11.31
2012,49.51,108.11,113.46,63.54,23.03,6.22,58.68,5.12,71.28,1.29,0.81,4.21,9.56,12.26,5.88,1.28,45.22,59.95,7.29
2011,49.84,107.40,106.62,69.10,54.18,6.41,56.94,5.27,69.25,1.54,0.87,7.15,13.11,23.06,7.26,1.83,29.73,44.76,5.78
2010,42.22,113.32,111.97,62.86,91.64,6.19,58.96,4.96,73.58,1.78,0.91,6.96,11.25,19.41,7.01,1.58,26.16,62.22,3.85
2009,34.68,129.56,141.16,88.55,105.72,5.54,65.88,5.04,72.42,1.79,0.90,9.03,13.70,17.12,9.92,2.03,57.12,96.78,7.02
2008,37.92,136.34,132.40,86.94,38.62,5.28,69.12,6.44,56.67,2.30,1.05,7.01,10.99,24.41,6.51,1.55,37.06,109.73,5.48
2007,40.08,132.09,115.51,73.09,37.52,6.44,56.67,6.37,57.29,2.34,1.06,7.89,12.96,28.49,7.00,1.72,54.98,186.04,11.09
2006,41.33,127.93,109.74,62.84,19.45,5.86,62.28,5.74,63.58,2.24,1.03,2.89,4.52,21.89,2.63,0.59,47.44,122.76,8.44
2005,40.60,141.01,113.32,72.76,87.63,6.23,58.58,6.04,60.43,2.42,1.02,9.54,15.98,34.28,8.89,2.16,50.93,108.21,10.90
2004,41.41,145.50,120.80,87.78,31.44,5.65,64.60,6.27,58.21,2.12,0.90,7.49,13.11,23.66,8.38,1.74,87.40,116.65,19.12
2003,47.74,134.32,133.27,109.45,26.82,6.12,59.64,7.48,48.79,1.95,0.82,10.15,18.16,30.69,10.20,2.39,-5.17,146.78,-3.68
2002,44.17,109.23,106.74,78.25,7.88,6.41,56.94,8.00,45.62,1.57,0.88,6.55,10.73,18.46,6.56,1.33,43.11,157.93,10.35
2001,48.27,100.41,89.28,66.41,3.03,5.78,63.14,7.07,51.62,1.33,0.81,4.11,5.26,14.97,3.41,0.66,18.64,125.54,1.95
2000,48.41,114.93,118.80,82.36,3.79,6.50,56.15,6.70,54.47,1.45,0.88,5.99,8.59,26.44,4.95,1.07,58.90,133.99,11.42
1999,49.92,115.94,119.65,82.66,2.36,6.65,54.88,7.21,50.62,1.41,0.88,6.05,8.47,18.25,4.64,1.00,51.40,150.60,11.20
1998,57.68,108.80,93.50,62.40,-1.11,5.61,65.06,5.26,69.39,1.08,0.67,-2.04,-11.82,-5.11,-7.91,-1.42,1.64,115.07,0.48
1997,53.81,111.66,107.09,65.00,2.20,6.95,52.52,5.82,62.71,1.26,0.80,4.64,5.81,15.83,3.33,0.83,18.67,67.53,2.99
1996,53.37,113.99,129.39,83.76,4.34,7.63,47.84,7.52,48.54,1.27,0.86,9.02,15.52,38.10,7.94,2.07,67.18,61.84,13.06
