,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,76.24,122.95,103.45,32.35,3.08,6.7,54.47,0.91,401.09,1.54,0.53,3.97,11.99,21.34,5.03,1.31,5.16,7.22,4.27
2016-01-01,79.06,92.36,85.76,26.98,-0.98,6.81,53.59,0.9,405.55,1.39,0.48,-1.72,-13.94,-22.56,-6.35,-1.53,-4.98,5.24,-6.37
2015-01-01,76.78,121.67,100.72,89.96,-5.49,7.34,49.72,7.06,51.69,1.47,0.52,-5.16,-22.43,-37.5,-10.93,-3.78,-2.36,15.3,-1.93
2014-01-01,71.81,116.65,97.56,83.54,0.31,8.15,44.78,2.2,165.9,1.89,0.68,-0.44,-3.35,-3.37,-1.42,-0.48,2.08,21.7,0.6
2013-01-01,69.67,153.29,126.71,39.19,5.59,8.05,45.34,1.4,260.71,2.25,0.79,2.46,6.37,21.86,2.41,1.72,5.17,22.36,2.0
2012-01-01,55.27,166.27,141.07,99.89,21.87,8.75,41.71,9.47,38.54,2.26,0.88,4.69,9.57,21.96,5.0,1.49,56.76,140.58,5.01
2011-01-01,51.43,176.74,149.7,101.33,23.5,9.52,38.34,9.09,40.15,2.43,0.92,4.79,9.56,15.27,4.95,1.35,43.54,155.52,3.42
2010-01-01,52.41,165.65,119.19,78.15,33.97,9.71,37.59,9.53,38.3,2.54,1.06,13.41,27.01,16.15,12.32,3.23,46.57,194.3,4.76
2009-01-01,50.61,133.19,134.86,94.64,34.3,9.33,39.12,9.13,39.97,2.47,1.15,6.54,13.17,15.73,5.5,1.35,74.14,242.98,12.09
2008-01-01,53.11,130.57,153.9,104.57,10.77,8.99,40.6,8.16,44.73,2.32,1.12,5.63,11.23,14.55,4.55,1.04,57.72,245.37,8.1
2007-01-01,56.22,116.9,105.16,64.63,7.65,8.02,45.51,8.65,42.19,2.21,1.08,5.14,10.56,11.83,4.13,0.89,40.21,166.01,8.5
2006-01-01,59.24,116.06,102.91,74.05,6.91,7.7,47.4,10.14,35.99,2.18,1.05,5.25,11.62,13.87,4.25,0.89,26.23,148.34,5.72
2005-01-01,63.97,125.25,103.57,73.18,4.23,7.82,46.67,9.31,39.2,2.03,0.96,3.85,8.54,11.0,3.07,0.59,32.06,119.81,6.56
2004-01-01,67.36,122.05,101.91,72.42,-7.37,7.79,46.85,8.92,40.91,2.01,0.88,-7.74,-27.3,10.16,-9.96,-1.9,50.5,112.69,11.77
2003-01-01,68.19,135.88,126.07,98.37,1.35,8.14,44.84,10.34,35.29,2.11,0.87,2.04,2.07,4.56,0.75,0.15,6.54,53.34,1.55
2002-01-01,68.56,101.9,73.69,58.26,1.19,7.79,46.85,8.99,40.6,1.93,0.79,3.17,1.64,6.92,0.64,0.13,7.1,74.42,3.15
2001-01-01,69.9,99.25,75.41,58.59,0.0,7.15,51.04,8.34,43.76,1.87,0.72,-0.77,-10.25,4.66,-4.27,-0.77,2.73,77.96,1.31
2000-01-01,70.34,90.99,58.69,46.24,1.01,7.17,50.9,8.51,42.89,1.93,0.69,2.53,0.08,8.9,0.03,0.01,11.49,99.68,7.71
1999-01-01,72.94,104.03,79.74,65.44,-5.26,8.08,45.17,8.4,43.45,1.92,0.67,-15.58,-52.73,5.76,-26.6,-5.44,0.0,74.21,0.0
1998-01-01,60.44,150.04,111.59,93.98,-0.97,8.02,45.51,7.54,48.41,1.52,0.65,-2.95,-10.32,1.68,-7.22,-1.41,11.99,29.64,4.01
1997-01-01,47.47,121.08,121.7,76.03,0.79,7.96,45.85,6.83,53.44,1.32,0.68,0.89,-0.13,-0.68,-0.1,-0.02,9.07,85.09,2.0
1996-01-01,46.84,147.25,149.29,93.48,-1.64,8.22,44.4,6.45,56.58,1.28,0.69,-1.84,-4.9,-5.04,-3.89,-0.79,17.7,90.23,3.23
1995-01-01,44.01,144.56,135.37,73.31,1.83,7.45,48.99,6.12,59.63,1.15,0.64,1.85,1.42,6.45,1.04,0.22,25.61,102.21,4.74
1994-01-01,37.36,188.75,141.42,86.48,2.59,7.75,47.11,6.34,57.57,2.52,1.06,4.03,4.22,11.05,2.45,0.55,42.98,88.92,7.98
1993-01-01,39.67,177.24,128.79,70.82,1.78,8.59,42.48,6.07,60.13,2.42,1.08,3.26,2.58,10.67,1.42,0.36,37.18,70.52,7.31
1992-01-01,42.42,158.42,123.33,62.07,1.86,8.72,41.85,6.09,59.93,2.1,1.03,3.21,2.7,9.2,1.49,0.41,25.57,60.39,5.37
