,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,51.21,876.79,179.09,144.92,16477.87,14.29,25.54,9.57,38.14,28.33,1.64,11.54,22.15,73.77,7.03,6.38,46.49,151.49,29.32
2016,43.63,982.83,212.53,173.63,*****,13.08,27.90,9.43,38.70,25.02,1.56,9.25,15.31,47.31,5.93,4.11,51.62,160.23,22.07
2015,34.70,1003.48,264.33,208.71,13542.26,13.29,27.46,7.71,47.34,22.32,1.50,9.57,14.20,43.45,6.37,3.69,51.44,145.16,12.23
2014,30.37,1041.33,303.23,240.43,7134.29,10.53,34.66,7.25,50.34,20.74,1.47,9.27,12.86,38.32,6.31,3.27,94.30,147.04,21.93
2013,25.27,1056.57,375.94,285.68,1240.79,6.67,54.72,7.35,49.65,17.62,1.31,6.13,8.40,25.99,4.68,2.16,29.29,119.24,-2.45
2012,28.11,969.67,310.40,246.57,2998.21,7.41,49.25,10.14,35.99,24.70,1.84,12.51,17.90,54.22,6.79,4.57,96.50,149.54,21.90
2011,32.15,926.22,267.56,195.50,305035.00,6.53,55.89,6.95,52.51,25.28,1.87,11.01,16.22,42.48,5.77,3.94,87.48,137.55,24.46
2010,32.11,786.52,265.94,156.82,0.00,8.23,44.34,6.79,53.75,24.92,2.19,13.80,20.28,43.48,5.89,4.56,33.83,87.45,6.02
2009,31.81,633.61,256.30,145.17,453779.00,8.60,42.44,5.59,65.29,18.77,2.03,10.20,15.24,30.10,4.99,3.15,44.71,82.78,4.45
2008,34.37,549.10,231.79,129.78,,11.06,33.00,7.42,49.19,19.05,2.31,19.53,30.24,59.12,8.05,6.05,43.74,69.95,5.17
2007,36.58,516.61,216.18,139.60,9381.25,8.79,41.52,7.51,48.60,15.59,1.93,22.82,36.53,63.92,10.48,6.41,62.93,69.85,26.72
2006,38.75,460.54,207.96,142.03,,6.14,59.44,6.46,56.50,8.86,1.20,11.18,17.40,20.21,7.06,2.44,7.86,23.88,6.16
2005,30.07,328.41,227.55,168.29,,6.22,58.68,8.62,42.34,4.99,1.09,8.08,11.22,7.30,6.71,1.23,18.01,30.98,6.19
