,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,51.32,372.31,174.71,133.2,18.9,3.07,118.89,5.49,66.48,8.45,1.22,6.11,12.48,24.69,4.73,2.04,9.44,137.41,7.64
2016-01-01,56.0,322.12,157.28,121.16,4.3,3.26,111.96,4.14,88.16,8.14,1.1,1.27,2.14,5.9,0.8,0.33,-3.59,163.2,-3.7
2015-01-01,61.31,352.53,136.39,89.42,-592.55,2.91,125.42,2.74,133.21,8.5,0.94,-3.22,-10.31,-19.0,-3.93,-1.7,29.06,47.8,43.49
2014-01-01,65.95,387.0,132.93,80.13,-206.66,3.06,119.28,2.86,127.62,9.64,0.98,-2.34,-8.36,-13.15,-3.02,-1.49,-3.35,5.87,-6.88
2013-01-01,60.49,649.65,153.65,100.64,92.42,3.46,105.49,2.94,124.14,14.58,1.0,1.13,1.25,0.26,0.48,0.24,9.73,31.21,11.76
2012-01-01,39.78,2312.61,215.01,166.16,136.47,3.28,111.28,3.64,100.27,16.4,0.53,-0.25,-0.91,13.3,-1.1,-0.17,47.51,30.83,3.6
2011-01-01,33.7,3545.57,300.34,192.22,75.45,3.65,100.0,4.17,87.52,26.71,0.6,21.91,34.64,20.86,31.6,6.38,-5.98,7.92,-2.21
2010-01-01,42.74,2735.67,130.26,95.54,73.71,4.27,85.48,7.04,51.84,35.01,75.09,18.09,28.46,24.39,20.54,4.91,-11.86,16.4,-15.73
2009-01-01,29.67,2446.03,175.63,139.46,48.56,2.35,155.31,3.48,104.88,13.84,0.41,10.34,14.4,3.77,24.03,2.28,50.59,78.58,6.78
2008-01-01,29.26,2212.28,177.61,116.75,53.83,3.47,105.18,4.39,83.14,21.45,0.69,10.88,15.38,10.15,14.69,2.31,-4.11,44.91,-4.7
2007-01-01,32.05,1821.11,180.41,123.91,145.12,3.26,111.96,4.17,87.52,19.68,0.73,18.21,26.32,20.47,21.98,4.52,6.71,69.63,-3.83
2006-01-01,30.32,1457.15,204.81,132.38,382.22,3.37,108.3,3.9,93.58,17.8,0.85,16.42,23.44,25.5,17.73,3.9,7.51,60.78,-4.19
2005-01-01,29.87,1191.74,207.55,133.64,330.0,3.29,110.94,3.91,93.35,14.33,0.84,13.36,18.38,20.52,14.36,3.05,50.26,94.32,9.65
2004-01-01,24.69,1036.44,267.0,182.34,295.0,3.45,105.79,4.92,74.18,14.11,1.02,16.51,22.07,29.9,15.34,3.75,18.47,62.71,-1.73
2003-01-01,26.3,903.0,239.0,171.0,61.0,3.05,119.67,4.67,78.15,11.68,0.95,14.23,18.92,26.05,13.74,3.26,30.29,59.61,4.92
2002-01-01,25.68,780.04,231.0,157.0,40.0,3.22,113.35,4.5,81.11,11.02,1.05,14.26,19.45,36.99,11.99,3.63,20.1,54.35,2.21
