,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,26.24,271.92,310.81,248.64,1154.47,5.56,65.64,5.90,61.86,3.47,0.90,4.41,5.95,11.52,4.91,0.80,39.49,112.48,4.91
2016,25.63,303.55,341.88,270.85,1034.90,6.08,60.03,5.34,68.35,3.59,0.93,4.91,6.53,10.74,5.25,0.86,32.87,125.75,3.39
2015,24.04,274.79,354.24,276.20,3111.42,6.33,57.66,5.34,68.35,3.43,0.97,4.42,5.94,9.94,4.54,0.77,11.83,134.37,0.40
2014,27.14,250.47,332.99,251.71,1335.54,6.61,55.21,6.00,60.83,3.77,1.08,3.20,4.35,6.93,2.97,0.57,72.63,120.94,5.53
2013,25.84,265.16,333.98,251.32,536.96,6.86,53.20,6.13,59.54,3.78,1.11,3.25,4.35,7.21,2.92,0.58,4.34,106.58,-0.99
2012,23.19,409.13,315.69,238.22,1869.84,6.66,54.80,5.88,62.07,5.35,1.03,2.85,3.65,5.58,2.77,0.50,28.51,137.38,1.64
2011,20.79,404.56,331.51,236.81,603.27,6.69,54.55,6.06,60.23,5.87,1.18,5.44,7.06,10.99,4.62,0.95,43.02,113.77,4.17
2010,25.41,364.56,261.31,186.14,546.44,5.85,62.39,6.14,59.44,5.32,1.06,4.54,6.11,11.61,4.27,0.80,35.47,74.86,3.83
2009,26.26,379.71,243.37,184.85,1918.44,6.46,56.50,6.99,52.21,4.81,1.03,6.40,8.45,14.68,6.20,1.07,15.93,136.04,2.78
2008,21.97,327.38,260.82,199.24,140.51,6.97,52.36,7.25,50.34,4.56,1.13,3.12,4.07,8.89,2.75,0.49,29.19,84.63,4.56
2007,25.94,288.95,204.18,138.22,-32.51,5.85,62.39,6.66,54.80,4.05,1.03,-2.78,-3.84,-2.99,-2.72,-0.45,-11.83,109.03,-3.04
2006,27.73,286.09,195.35,138.01,-30.57,5.59,65.29,6.02,60.63,4.07,0.93,-0.85,-1.21,-3.82,-0.95,-0.14,13.48,74.45,2.08
2005,27.18,357.90,259.00,200.20,311.81,6.60,55.30,5.61,65.06,4.54,0.95,2.98,4.03,6.09,3.13,0.50,63.97,51.06,11.50
2004,25.30,348.52,282.79,218.61,163.07,7.24,50.41,6.31,57.84,4.13,0.91,2.33,3.14,3.93,2.56,0.40,2.65,100.05,-1.95
2003,26.86,325.79,265.98,222.27,181.21,7.26,50.27,8.02,45.51,3.79,0.87,5.28,7.39,4.08,6.04,0.96,37.12,158.70,7.26
2002,30.67,294.24,227.91,199.09,30.34,6.96,52.44,8.86,41.19,3.52,0.83,5.97,8.29,5.94,7.08,1.20,-7.98,181.72,-11.55
2001,27.56,307.01,279.06,249.09,40.37,6.14,59.44,8.07,45.22,2.99,0.71,4.85,6.83,-1.54,6.72,1.00,-29.37,373.13,-8.14
2000,32.08,282.16,232.74,209.49,41.24,5.82,62.71,8.86,41.19,3.12,0.87,28.99,43.90,1.25,33.28,5.16,92.33,415.19,29.29
1999,35.23,181.19,187.98,154.28,20.67,6.33,57.66,7.77,46.97,3.27,1.25,7.60,12.33,16.98,6.08,1.43,54.96,177.73,16.14
1998,41.53,154.67,157.51,117.94,10.54,5.34,68.35,6.85,53.28,2.99,1.23,6.40,10.36,12.82,4.72,1.18,37.61,130.46,13.19
1997,46.21,132.44,130.85,95.50,4.74,5.51,66.24,6.35,57.48,2.72,1.19,3.19,4.68,7.05,2.14,0.55,19.87,103.02,7.08
1996,45.06,134.22,139.56,95.04,2.87,6.03,60.53,5.32,68.61,2.66,1.18,3.45,4.79,5.76,2.21,0.56,34.36,93.54,10.64
