,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,32.41,339.92,244.7,150.55,-3462.3,6.05,60.33,2.66,137.21,3.08,0.75,-6.15,-8.91,-9.45,-8.36,-1.13,0.0,42.32,0.0
2016-01-01,26.92,300.23,307.75,217.55,2058.42,7.97,45.79,3.46,105.49,2.93,0.79,1.75,3.51,5.3,2.06,0.3,0.0,92.13,0.0
2015-01-01,24.55,302.51,343.06,249.55,1584.99,9.11,40.06,3.18,114.77,3.27,0.79,1.42,1.72,2.89,1.67,0.25,68.61,167.74,12.45
2014-01-01,21.29,394.57,372.38,226.12,-1818.49,8.39,43.5,2.56,142.57,3.45,0.71,-1.02,-1.36,-2.26,-1.52,-0.17,-10.34,242.81,-3.21
2013-01-01,20.19,409.3,395.14,257.97,-992.0,8.72,41.85,2.36,154.66,3.26,0.68,-1.02,-1.37,-1.28,-1.6,-0.18,-5.17,506.35,-1.39
2012-01-01,21.03,424.88,325.04,244.86,13.66,3.78,96.56,3.56,102.52,3.14,0.62,0.38,0.37,5.93,0.48,0.05,57.0,304.11,12.86
2011-01-01,23.11,395.59,300.29,228.74,1.94,3.9,93.58,4.1,89.02,3.67,0.73,0.81,0.93,7.75,0.97,0.12,48.03,142.08,9.39
2010-01-01,27.98,400.72,238.66,166.22,11.23,4.26,85.68,4.14,88.16,4.07,0.79,1.92,2.45,23.49,2.27,0.33,52.48,118.65,10.6
2009-01-01,27.41,378.61,221.93,158.45,13.86,4.68,77.99,4.23,86.28,3.98,0.8,3.52,5.65,12.91,5.04,0.76,50.28,165.38,12.35
2008-01-01,27.04,339.5,215.5,130.9,1.88,5.65,64.6,3.43,106.41,3.7,0.83,0.44,0.24,10.43,0.22,0.03,23.97,140.14,0.53
2007-01-01,26.31,374.17,251.04,178.69,37.16,6.17,59.15,3.62,100.82,3.87,0.81,10.18,13.31,21.33,11.43,1.88,92.87,155.12,18.68
2006-01-01,23.89,350.41,280.9,179.03,52.38,6.09,59.93,3.63,100.55,3.87,0.91,8.13,11.0,19.73,8.92,1.53,54.71,160.78,8.6
2005-01-01,28.56,265.57,207.3,134.55,51.59,5.13,71.15,3.75,97.33,3.56,0.96,10.43,14.53,22.07,11.2,1.94,68.14,128.95,12.96
2004-01-01,30.34,267.43,209.18,156.64,506.0,7.29,50.06,6.0,60.83,4.08,1.06,12.3,17.44,22.94,10.87,2.27,26.8,135.25,4.48
2003-01-01,31.23,378.28,695.48,563.01,28.0,6.25,58.4,3.24,112.65,2.89,0.68,5.28,7.06,7.48,7.14,0.89,165.78,175.14,11.3
2002-01-01,21.69,277.65,291.64,208.44,25.0,5.37,67.97,4.18,87.32,2.44,0.72,8.37,10.16,6.37,10.66,1.29,20.53,132.7,2.26
2001-01-01,17.61,259.13,413.54,290.29,24.95,5.51,66.24,3.97,91.93,2.28,0.78,12.64,15.01,13.86,14.87,1.91,160.88,121.57,19.13
2000-01-01,20.53,216.64,379.6,197.94,15.27,6.43,56.76,3.69,98.91,2.28,0.92,10.18,12.08,18.96,9.96,1.51,46.28,76.58,2.83
1999-01-01,20.91,189.52,437.7,227.4,24.38,7.22,50.55,3.7,98.64,2.04,0.96,15.47,19.56,33.3,14.8,2.5,75.45,78.91,7.28
1998-01-01,27.09,157.15,206.37,112.95,17.65,6.7,54.47,3.47,105.18,1.74,0.87,16.7,22.7,36.61,17.15,2.87,99.81,60.91,23.92
1997-01-01,33.7,192.24,240.95,141.83,8.45,6.22,58.68,3.61,101.1,1.97,0.8,14.18,20.83,25.73,12.51,3.38,61.06,40.37,14.0
