,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,81.83,563.12,159.29,35.62,3.09,5.14,71.01,0.22,1659.09,2.17,0.19,3.70,11.66,25.32,13.15,2.38,0.00,0.00,0.00
2016,72.06,488.78,181.84,36.76,5.79,26.49,13.77,0.35,1042.85,2.84,0.32,7.00,19.95,49.01,18.07,4.41,2.51,11.57,-9.81
2015,68.99,383.87,158.17,27.75,5.55,12.81,28.49,0.33,1106.06,3.77,0.31,6.84,19.91,41.01,18.38,4.30,0.00,0.00,0.00
2014,73.53,1215.36,183.34,49.36,3.96,10.54,34.62,0.36,1013.88,7.48,0.31,5.95,18.73,36.58,14.54,3.73,16.29,19.53,15.87
2013,77.12,749.98,143.39,28.66,1.53,2.72,134.19,0.06,6083.33,1.34,0.07,1.66,1.92,4.96,6.75,0.36,0.00,0.00,0.00
2012,70.76,518.30,138.39,45.52,5.78,6.37,57.29,0.18,2027.77,3.13,0.20,8.35,23.34,48.81,32.47,4.45,2.64,19.97,-14.70
2011,68.03,643.59,176.13,40.64,18.58,9.41,38.78,0.38,960.52,3.61,0.28,14.91,33.74,61.21,33.36,5.61,0.00,0.00,0.00
2010,24.75,291.22,324.18,199.75,74.21,5.51,66.24,0.95,384.21,2.05,0.53,13.04,17.88,24.70,23.50,2.31,171.99,268.51,39.88
2009,31.45,251.89,313.24,84.94,260.96,4.10,89.02,0.40,912.50,1.40,0.42,9.26,17.13,18.99,25.97,2.25,40.16,51.08,8.39
2008,56.92,219.73,156.08,21.38,15.61,4.19,87.11,0.33,1106.06,1.21,0.27,7.99,16.24,23.72,24.38,2.18,,,
2007,48.34,210.33,188.38,46.86,6.55,2.17,168.20,0.48,760.41,2.13,0.63,3.63,11.71,21.10,9.19,1.73,232.59,49.67,104.58
2006,82.08,154.93,106.44,28.76,15.85,4.98,73.29,0.72,506.94,4.32,0.53,6.83,39.38,65.72,11.18,5.85,,,
2005,85.20,98.68,99.15,9.76,8.54,6.72,54.31,0.46,793.47,1.52,0.23,5.98,30.42,40.42,15.91,3.27,,,
2004,73.95,124.80,105.99,31.86,4.60,2.84,128.52,30.17,12.09,0.43,0.18,6.12,23.63,16.68,21.93,1.70,,,
2003,87.15,40.27,12.52,11.36,-4.24,4.77,76.51,10.28,35.50,0.27,0.21,-14.98,-84.31,-3.72,-89.27,-3.31,,,
2002,72.36,70.09,7.44,6.08,-1.50,0.85,429.41,5.44,67.09,0.04,0.02,-8.09,-55.29,-14.30,-467.15,-3.64,,,
2001,85.71,60.62,10.76,8.40,-2.21,2.74,133.21,4.60,79.34,0.17,0.10,-7.31,-48.55,-22.85,-89.01,-3.94,,,
2000,74.65,85.14,27.71,20.11,-6.16,2.50,146.00,2.70,135.18,0.21,0.14,-20.43,-136.11,-24.12,-175.41,-3.65,,,
1999,42.84,108.25,92.09,60.94,-137.75,3.17,115.14,5.50,66.36,0.68,0.42,-0.97,-5.28,-3.56,-6.54,-0.67,-3.08,35.6,-0.98
1998,44.26,118.03,143.30,130.59,814.14,4.84,75.41,11.17,32.68,1.13,0.74,12.48,20.18,35.92,13.71,2.60,28.12,50.95,6.06
1997,45.35,104.79,105.70,82.15,998.97,4.90,74.49,11.47,31.82,0.92,0.58,10.11,15.90,30.23,13.86,2.02,64.99,49.50,12.44
1996,28.27,117.73,167.95,141.00,1152.40,4.97,73.44,10.67,34.21,1.17,0.75,12.35,17.88,28.05,13.73,2.71,98.79,76.58,16.86
