,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,47.34,232.23,160.21,119.52,45.57,6.39,57.12,3.28,111.28,2.13,0.70,8.83,16.82,41.56,14.17,3.20,35.04,125.83,20.39
2016,51.01,115.93,1106.11,60.16,-13.09,5.84,62.50,2.86,127.62,1.62,0.72,-5.14,-10.62,-19.02,-7.63,-1.91,-1.87,31.36,-0.95
2015,46.29,122.60,111.70,66.48,-14.75,5.06,72.13,2.95,123.72,1.43,0.64,-6.61,-12.71,-29.55,-11.00,-2.63,-0.61,95.89,-1.10
2014,43.40,131.06,122.28,78.30,4.08,6.23,58.58,4.10,89.02,1.91,0.83,1.45,1.96,5.99,1.27,0.43,-0.80,123.42,-0.90
2013,48.49,123.71,113.68,77.07,3.69,5.88,62.07,4.77,76.51,1.93,0.86,0.94,1.09,5.04,0.65,0.23,12.60,182.76,4.89
2012,30.93,272.56,117.68,94.10,-8.63,6.31,57.84,12.04,30.31,3.58,0.88,-1.21,-1.93,7.05,-1.49,-0.43,-2.28,105.80,-2.49
2011,32.90,284.34,119.87,98.19,23.10,8.55,42.69,13.39,27.25,3.69,0.96,2.67,3.78,7.04,2.66,0.84,34.07,161.71,10.76
2010,32.27,246.33,123.74,95.80,12.04,10.14,35.99,14.42,25.31,3.65,1.00,2.00,2.78,2.10,1.86,0.62,-20.97,83.11,-7.43
2009,33.53,240.45,135.81,113.91,-6.10,7.56,48.28,10.88,33.54,3.28,0.84,-0.95,-1.55,-2.28,-1.28,-0.36,49.18,175.56,19.85
2008,27.30,305.63,177.74,144.67,22.68,8.36,43.66,11.01,33.15,4.90,1.16,4.95,6.89,5.38,4.11,1.58,-15.95,220.95,-6.14
2007,34.06,278.84,138.48,106.60,8.61,7.30,50.00,9.70,37.62,4.65,1.12,1.42,1.92,7.07,1.13,0.44,21.32,212.23,7.48
2006,34.37,267.45,134.14,101.67,13.73,6.53,55.89,8.40,43.45,3.77,0.95,3.22,4.60,8.41,3.18,1.01,-7.08,141.98,-4.27
2005,35.01,253.61,130.45,102.65,13.53,5.91,61.75,9.68,37.70,3.47,0.85,3.37,5.28,8.73,3.69,1.11,41.42,210.49,17.91
2004,45.71,231.21,112.93,90.02,-24.78,5.73,63.69,10.51,34.72,3.61,0.95,-4.03,-6.63,23.64,-4.38,-1.45,3.97,122.53,1.44
2003,26.81,245.22,122.39,84.81,27169.00,6.15,59.34,8.08,45.17,3.20,0.99,6.92,9.67,37.07,6.94,2.56,17.82,106.17,3.47
2002,30.74,215.51,123.15,86.85,5396.00,4.55,80.21,10.00,36.50,2.79,1.01,11.52,19.00,56.25,11.22,4.84,30.24,115.60,8.79
2001,52.18,133.90,117.26,107.26,3290.00,4.90,74.48,26.43,13.81,3.47,1.56,21.41,45.53,120.94,13.32,9.81,24.50,98.53,15.02
2000,57.37,112.49,108.82,95.30,2722.21,4.67,78.15,27.77,13.14,3.38,1.61,15.04,32.38,64.69,9.02,5.82,20.96,88.59,13.49
1999,51.48,110.74,102.15,91.48,24656.82,5.08,71.85,28.06,13.00,6.11,2.08,14.89,34.21,115.92,7.13,8.19,20.15,120.16,15.21
