,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,42.68,207.94,180.25,147.79,-8.64,2.71,134.68,7.43,49.12,2.23,0.70,-2.60,-4.87,-10.85,-4.16,-0.97,0.00,99.69,0.00
2016,37.84,217.63,167.18,144.47,1.94,2.46,148.37,8.04,45.39,2.07,0.59,0.62,0.45,1.22,0.50,0.10,9.34,137.39,3.75
2015,38.60,289.27,300.40,274.09,1.96,2.30,158.69,10.31,35.40,2.40,0.65,0.81,0.71,1.59,0.72,0.16,51.26,109.93,4.62
2014,41.38,294.56,254.27,232.87,39.23,3.04,120.06,11.90,30.67,3.35,0.83,9.07,14.71,39.14,9.53,3.22,41.03,110.72,9.99
2013,38.21,186.44,148.09,126.85,22.49,2.94,124.14,10.56,34.56,2.71,0.90,3.74,5.77,13.33,3.83,1.11,18.77,112.68,6.36
2012,13.56,633.31,166.97,159.89,11.60,2.23,163.67,44.01,8.29,3.73,0.51,1.43,1.68,-1.81,2.87,0.31,72.20,66.77,9.94
2011,29.23,645.31,156.62,151.94,32.70,3.05,119.67,49.10,7.43,4.76,0.55,1.15,1.42,4.94,1.76,0.26,-2.56,92.37,-0.71
2010,13.19,554.26,181.24,166.00,98.56,3.78,96.56,21.80,16.74,2.96,0.46,0.56,0.63,1.25,1.21,0.12,-4.95,120.17,-0.59
2009,13.01,828.34,211.86,202.98,18793.35,2.77,131.76,16.68,21.88,5.16,0.54,4.23,5.21,-0.09,8.21,0.95,124.86,95.78,14.76
2008,24.09,662.64,184.93,168.84,0.00,3.35,108.95,14.07,25.94,6.51,0.75,-0.27,-0.37,5.24,-0.38,-0.06,-18.95,53.93,-7.58
2007,26.09,603.28,203.31,183.39,1293.18,3.65,100.00,7.00,52.14,5.13,0.65,4.46,6.16,12.17,7.01,1.16,102.48,57.96,19.18
2006,29.37,504.48,185.98,158.11,144.37,3.68,99.18,6.02,60.63,5.09,0.71,10.92,17.56,31.06,15.40,3.33,56.89,32.64,19.50
2005,46.61,371.02,136.73,117.43,0.00,3.22,113.35,4.65,78.49,3.76,0.60,-2.43,-4.70,5.54,-4.56,-0.82,9.75,32.71,-0.28
2004,49.51,439.98,216.09,178.61,76.26,4.75,76.84,4.98,73.29,3.21,0.52,12.03,22.37,36.35,18.77,4.44,-4.71,14.97,-3.64
2003,42.57,394.98,201.67,168.40,27.74,4.17,87.52,4.91,74.33,2.21,0.42,12.40,20.25,28.80,22.45,3.75,23.73,28.65,7.29
2002,37.34,234.93,243.32,214.04,1293.25,4.02,90.79,6.03,60.53,0.83,0.29,8.46,11.40,11.28,23.21,1.95,63.43,47.30,10.99
2001,22.78,191.41,177.79,161.66,12639.84,5.26,69.39,9.64,37.86,1.05,0.43,19.27,25.02,27.25,32.48,4.02,42.98,44.64,10.99
2000,25.12,254.78,209.25,177.15,7923.33,5.73,63.69,9.67,37.74,2.28,0.70,15.31,20.25,21.97,19.67,2.53,69.05,62.91,16.10
1999,25.43,377.48,262.81,229.49,1497.13,5.23,69.78,9.18,39.76,3.45,0.71,16.39,21.81,21.35,19.29,3.04,52.75,71.96,13.67
1998,34.90,380.98,195.73,170.96,2552.04,6.27,58.21,11.53,31.65,4.53,0.83,18.40,29.39,24.65,16.82,3.45,34.77,67.98,13.87
