,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,22.82,246.26,338.42,239.01,428.49,2.90,125.86,2.15,169.76,1.49,0.48,0.56,0.42,2.82,0.69,-0.09,-18.39,206.20,-3.90
2016,21.49,237.53,348.77,254.97,1076.34,2.79,130.82,2.16,168.98,1.49,0.49,1.53,1.77,5.62,2.96,0.62,34.67,2357.59,4.67
2015,22.86,260.79,414.36,311.79,737.46,2.52,144.84,2.25,162.22,1.61,0.49,0.93,1.00,3.94,1.59,0.39,27.29,62.02,2.31
2014,23.91,266.26,397.05,292.55,1950.67,3.00,121.66,2.45,148.97,2.02,0.60,3.10,3.93,11.71,4.88,0.87,22.06,82.92,2.29
2013,27.07,256.40,332.28,220.15,1737.31,3.09,118.12,2.17,168.20,1.99,0.59,2.78,17.03,10.70,4.40,0.75,-21.69,98.81,-4.86
2012,23.14,331.70,179.10,109.36,2633.19,4.31,84.68,3.09,118.12,1.70,0.41,2.96,3.74,3.89,7.04,0.64,45.89,108.15,4.53
2011,24.82,346.36,184.78,105.91,5634.02,4.31,84.68,2.74,133.21,1.64,0.38,5.93,7.65,4.27,14.60,1.28,3.88,100.75,-1.68
2010,22.96,308.43,228.24,154.83,4620.33,4.18,87.32,3.02,120.86,1.56,0.41,5.34,7.07,3.05,12.53,1.15,23.64,170.86,2.74
2009,29.56,284.56,157.16,92.95,2948.27,3.97,91.93,2.65,137.73,1.48,0.40,6.64,9.27,5.14,15.43,1.38,34.30,205.53,6.17
2008,31.73,262.28,156.93,85.20,656.48,3.94,92.63,2.99,122.07,1.69,0.50,3.65,4.74,3.69,6.35,0.66,26.94,170.57,4.95
2007,36.31,238.74,122.57,71.65,533.81,4.50,81.11,4.46,81.83,2.33,0.68,2.93,3.79,6.28,3.44,0.51,15.12,196.59,4.03
2006,37.75,229.32,121.76,74.85,642.88,4.47,81.65,4.58,79.69,2.29,0.68,2.89,3.85,6.97,3.47,0.51,7.53,297.08,1.40
2005,35.94,227.65,140.56,85.40,667.24,3.88,94.07,3.52,103.69,1.79,0.58,2.97,3.98,5.79,4.40,0.50,22.17,272.36,5.54
2004,36.18,208.70,113.42,64.05,224.01,4.02,90.79,3.40,107.35,1.65,0.53,0.80,0.46,8.99,0.55,0.06,11.33,149.51,3.70
2003,37.26,218.86,105.88,67.21,179.45,3.31,110.27,2.85,128.07,1.23,0.41,1.89,2.00,4.93,2.99,0.24,18.51,181.25,5.65
2002,41.58,210.02,112.16,66.38,-93.81,3.35,108.95,2.67,136.70,1.15,0.42,-1.03,-3.30,5.82,-4.59,-0.40,33.50,148.48,9.56
2001,40.98,186.78,141.59,87.46,221.43,3.43,106.41,2.58,141.47,1.17,0.46,2.33,2.18,5.34,2.71,0.27,19.50,38.73,5.70
2000,41.47,183.37,150.91,86.36,396.16,3.51,103.98,2.76,132.24,1.33,0.53,5.49,7.17,8.26,7.94,0.83,-1.33,31.37,-0.40
1999,29.98,141.30,174.30,109.59,492.03,3.44,106.10,3.00,121.67,1.41,0.72,4.80,5.63,11.46,5.40,0.97,9.15,57.22,0.75
1998,31.26,137.39,168.82,94.48,893.99,3.92,93.11,3.19,114.42,1.50,0.82,8.60,11.05,25.03,9.34,1.86,-12.41,47.39,-5.36
1997,29.24,130.34,169.59,102.18,1118.83,4.25,85.88,4.24,86.08,2.05,1.01,16.41,23.06,61.67,14.80,4.54,80.81,70.72,22.51
1996,42.10,147.33,143.09,107.55,2307.90,4.32,84.49,4.93,74.04,3.03,1.16,22.62,27.78,83.09,14.84,6.04,19.13,69.98,10.5
