,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,68.36,218.87,130.75,43.82,27.72,18.39,19.84,4.07,89.68,6.71,1.20,4.21,11.97,24.70,3.40,2.15,7.74,88.57,3.54
2016,63.30,266.05,145.31,42.07,50.93,13.70,26.64,3.35,108.95,5.45,1.01,5.70,13.77,28.29,5.52,2.55,12.27,90.45,4.34
2015,54.57,244.09,152.33,39.45,141.17,11.55,31.60,3.78,96.56,5.80,1.16,8.01,16.49,35.00,6.86,2.98,2.16,92.54,-2.72
2014,48.24,291.13,173.73,62.06,251.39,9.40,38.82,3.17,115.14,5.57,1.12,6.26,11.68,24.44,5.55,2.09,36.89,97.81,19.45
2013,44.77,286.21,189.31,54.32,57.46,8.74,41.76,2.98,122.48,5.39,1.10,5.92,11.25,21.39,5.27,1.90,41.25,67.25,20.73
2012,46.48,354.88,176.85,37.62,19.70,9.26,39.41,2.40,152.08,4.93,0.82,3.72,6.49,11.24,4.25,1.11,10.59,60.00,1.52
2011,44.47,442.80,177.23,34.30,214.28,9.60,38.02,2.85,128.07,8.48,1.06,6.56,11.81,23.65,6.07,2.05,13.29,70.45,-1.54
2010,44.91,508.79,183.55,36.87,521.30,9.37,38.95,2.78,131.29,9.32,1.01,10.85,19.05,37.71,9.97,3.29,11.74,68.86,0.10
2009,41.11,454.54,191.93,35.03,485.27,6.99,52.21,2.07,176.32,5.29,0.69,7.43,12.39,21.94,10.68,2.06,28.32,91.54,4.84
2008,39.09,666.86,213.96,43.31,3080.95,6.84,53.36,3.67,99.45,10.57,0.97,10.68,17.47,27.61,11.07,2.90,34.15,110.5,4.17
2007,38.96,692.25,219.64,84.98,4962.31,5.37,67.97,3.58,101.95,11.15,0.98,16.38,27.29,48.01,15.89,4.64,33.96,81.38,4.15
2006,41.13,579.61,210.85,154.16,2728.68,5.44,67.09,4.31,84.68,10.88,1.11,16.49,28.17,48.01,13.63,4.40,20.31,62.45,2.28
2005,41.88,502.14,203.37,147.23,556.66,4.73,77.16,3.46,105.49,10.48,1.21,13.38,27.04,37.93,10.65,3.82,43.08,75.71,18.91
2004,59.94,529.13,199.52,110.40,79.76,4.51,80.93,2.48,147.17,10.70,1.12,8.37,20.13,25.27,6.74,2.47,9.27,41.00,4.25
2003,57.62,339.66,147.90,59.64,66.44,4.04,90.34,2.05,178.04,7.34,0.92,6.71,14.17,17.79,6.24,1.73,0.00,31.27,0.00
2002,47.39,322.80,180.07,85.61,39.42,4.26,85.68,2.54,143.70,6.39,1.06,10.22,18.58,23.45,8.50,2.26,8.30,48.87,3.42
2001,44.53,333.29,208.34,107.76,30.00,4.16,87.74,2.80,130.35,7.24,1.26,8.23,15.09,16.52,6.27,1.79,29.69,54.21,12.31
2000,49.73,286.51,179.95,86.59,18.96,3.89,93.83,2.56,142.57,5.65,1.06,9.38,17.15,21.82,7.60,2.00,14.76,27.24,7.56
1999,45.84,231.60,160.85,79.26,8.24,4.36,83.71,2.83,128.97,4.33,1.07,6.19,9.51,10.47,4.70,1.08,1.37,39.13,0.86
1998,39.30,218.35,168.56,70.84,31.66,3.78,96.56,2.34,155.98,3.16,0.91,5.75,9.17,7.98,5.82,1.02,0.00,35.55,0.00
1997,38.44,300.65,198.33,101.68,7807.21,3.12,116.99,2.43,150.21,3.72,0.76,5.88,8.80,4.04,6.79,0.90,16.32,121.50,7.97
1996,26.42,343.00,284.89,166.71,1510.09,4.22,86.49,3.13,116.61,4.27,0.92,7.57,10.41,6.59,7.89,0.95,7.40,198.46,2.12
