,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,65.95,18844.89,154.14,127.49,-14.79,4.68,77.99,15.8,23.1,1381.72,2.64,-6.43,-17.63,-24.01,-2.57,-2.22,6.74,248.51,12.13
2016-01-01,54.18,22151.16,181.09,153.51,6.72,4.01,91.02,12.67,28.8,1325.3,2.59,1.83,4.24,7.25,0.67,0.48,12.45,-14.24,14.84
2015-01-01,68.54,14089.42,143.34,117.95,-11.41,4.65,78.49,13.76,26.52,1716.75,3.47,-8.16,-34.47,-40.36,-3.14,-2.76,44.3,-68.46,97.2
2014-01-01,71.78,9219.94,138.31,109.19,4.95,5.35,68.22,13.89,26.27,1103.05,2.82,1.98,6.12,13.7,0.48,0.92,0.0,396.07,0.0
2013-01-01,61.09,66176.73,150.7,129.07,26.07,5.78,63.14,18.53,19.69,4736.13,2.84,3.54,8.29,14.35,1.08,1.17,0.0,13.75,0.0
2012-01-01,55.65,37826.67,161.69,124.35,15.58,8.29,44.02,18.8,19.41,3942.91,4.62,1.48,3.1,7.67,0.31,0.45,17.87,149.7,0.0
2011-01-01,56.05,32305.25,173.24,127.83,23.7,7.88,46.31,16.02,22.78,2999.6,4.08,5.26,11.41,19.29,1.17,1.61,0.0,71.62,0.0
2010-01-01,55.19,16968.46,174.49,126.16,38.48,8.49,42.99,18.21,20.04,1678.89,4.43,3.98,9.43,14.84,0.86,1.28,0.0,57.16,0.0
2009-01-01,62.6,10248.5,153.03,119.18,132.81,9.87,36.98,22.53,16.2,1203.47,4.39,9.09,21.95,39.15,1.7,2.58,30.71,47.16,51.23
2008-01-01,53.29,5780.25,171.87,126.49,0.03,8.29,44.02,18.12,20.14,672.22,5.43,-0.23,-2.67,12.75,-0.22,-0.31,38.71,-9.52,44.45
2007-01-01,67.96,14868.65,202.86,148.47,4.93,7.11,51.33,15.42,23.67,968.17,3.54,3.71,9.44,17.02,0.82,1.14,0.0,0.0,0.0
2006-01-01,68.97,13129.88,170.6,131.5,4.67,6.41,56.94,15.42,23.67,961.87,3.32,22.22,5.53,11.24,0.52,0.67,0.0,0.0,0.0
2005-01-01,68.22,10544.33,140.23,109.88,17.09,9.03,40.42,21.78,16.75,1238.84,3.73,6.58,18.01,29.3,1.33,2.31,0.0,0.0,0.0
2004-01-01,61.59,11324.54,152.45,120.88,34.29,10.28,35.5,24.93,14.64,1284.5,4.36,8.48,20.88,48.37,1.71,2.43,26.54,69.18,41.83
2003-01-01,59.42,9179.12,156.53,128.75,23.23,7.28,50.13,23.25,15.69,766.51,3.39,5.67,14.69,21.43,1.4,1.67,4.74,16.97,6.84
