,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,74.3,12352.21,126.28,12.81,1.09,16.4,22.25,0.09,4055.55,19.07,0.08,1.29,2.1,1.51,7.62,0.7,0.0,70.86,-7.65
2016-01-01,68.88,11525.73,127.47,9.34,5.01,83.07,4.39,0.38,960.52,84.42,0.33,5.42,18.35,72.6,14.74,6.01,36.86,96.42,36.28
2015-01-01,77.44,10386.1,123.31,13.36,1.18,4.18,87.32,0.04,9125.0,11.24,0.04,0.7,0.86,3.82,5.08,0.28,0.0,39.45,-7.98
2014-01-01,73.07,11002.81,132.3,19.45,3.98,8.59,42.49,0.08,4562.5,29.1,0.12,5.15,16.85,58.45,39.44,5.6,4.44,40.06,-1.43
2013-01-01,72.29,10336.42,132.89,21.9,4.35,14.57,25.05,0.09,4055.55,31.92,0.13,5.0,14.98,57.94,32.18,5.04,8.39,70.75,-3.85
2012-01-01,67.41,7353.04,114.6,13.47,9.65,316.53,1.15,0.17,2147.05,63.59,0.29,15.03,50.49,157.14,47.08,14.76,14.13,52.0,19.51
2011-01-01,76.58,968.0,123.29,9.25,4.08,84.96,4.29,0.1,3650.0,5.93,0.15,4.85,19.01,55.21,27.76,4.18,0.0,15.39,0.0
2010-01-01,77.55,840.89,123.54,10.98,1.67,11.84,30.82,0.02,18250.0,0.94,0.03,0.8,2.85,4.62,25.65,0.62,0.0,16.03,0.0
2009-01-01,72.15,1086.61,134.3,12.11,11.51,102.4,3.56,0.19,1921.05,8.76,0.24,5.33,19.48,43.21,20.47,4.0,15.76,19.07,36.63
2008-01-01,76.98,1293.83,124.94,3.79,5.35,74.44,4.9,0.12,3041.66,9.32,0.17,3.98,15.09,40.41,19.14,3.06,0.0,0.24,0.0
2007-01-01,78.32,1106.37,123.33,5.29,16.61,33.27,10.97,0.16,2281.25,10.42,0.2,7.23,26.47,68.21,28.45,6.68,0.0,0.23,0.0
2006-01-01,67.68,910.58,143.79,10.48,37.02,48.1,7.58,0.34,1073.52,11.45,0.43,14.57,51.91,100.88,30.26,11.17,0.0,3.65,0.0
2005-01-01,78.37,573.2,119.7,3.19,17.83,138.74,2.63,0.21,1738.09,6.83,0.26,8.03,35.59,59.48,26.04,5.22,0.0,4.01,0.0
2004-01-01,78.48,439.68,118.77,8.76,28.69,122.36,2.98,0.3,1216.66,5.16,0.26,7.65,27.92,39.88,20.55,3.68,0.0,16.22,0.0
2003-01-01,61.03,322.06,136.54,6.11,9.19,36.26,10.06,0.43,848.83,2.41,0.3,4.11,8.03,11.03,10.17,1.01,0.0,57.84,0.0
2002-01-01,41.94,289.39,172.81,28.55,3.87,33.65,10.84,0.64,570.31,2.79,0.5,3.98,5.58,6.93,6.38,0.7,37.51,289.1,26.81
2001-01-01,45.43,340.76,170.7,6.49,-955.71,18.36,19.88,0.18,2027.77,0.82,0.13,-2.04,-3.81,-4.72,-16.54,-0.48,0.0,262.63,0.0
2000-01-01,38.98,520.49,205.62,17.78,570.6,225.48,1.61,0.52,701.92,5.19,0.53,3.71,5.78,9.22,6.66,0.76,72.4,74.74,42.62
1999-01-01,47.95,703.97,184.0,3.85,75645.0,240.07,1.52,0.47,776.59,6.81,0.5,5.78,12.46,15.42,11.57,1.83,11.14,56.19,10.17
1998-01-01,59.24,562.15,149.31,4.1,6910.95,131.35,2.77,0.38,960.52,6.17,0.45,6.15,19.05,25.25,14.17,2.59,23.07,57.5,33.32
1997-01-01,76.22,1194.99,123.0,8.0,431.95,122.62,2.98,0.27,1351.85,13.93,0.28,4.43,18.09,15.75,12.78,2.73,5.35,30.56,17.04
