,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,89.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.03,0.75,5.94,9.69,14.48,0.8,0.0,0.0,0.0
2016-01-01,81.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.03,0.68,3.57,4.74,22.07,0.4,0.0,0.0,0.0
2015-01-01,80.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.03,0.96,5.0,6.24,28.23,0.58,0.0,0.0,0.0
2014-01-01,81.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.03,1.4,6.4,7.77,38.21,0.73,0.0,0.0,0.0
2013-01-01,73.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.04,1.44,5.06,6.13,34.19,0.56,0.0,0.0,0.0
2012-01-01,14.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.08,0.03,3.35,3.71,3.66,91.36,0.39,0.0,0.0,0.0
2011-01-01,17.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.92,0.02,1.36,1.31,1.98,68.57,0.15,0.0,0.0,0.0
2010-01-01,16.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.92,0.06,5.67,6.56,7.96,86.4,0.8,0.0,0.0,0.0
2009-01-01,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.06,0.05,5.07,5.94,7.19,82.43,0.69,0.0,0.0,0.0
2008-01-01,19.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-173.22,-0.05,-4.26,-5.53,-6.32,0.0,-0.64,0.0,0.0,0.0
2007-01-01,15.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.5,0.05,4.57,5.06,7.95,87.36,0.66,0.0,0.0,0.0
2006-01-01,10.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.84,0.09,9.36,10.36,14.34,92.87,1.36,0.0,0.0,0.0
2005-01-01,11.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.03,0.08,7.61,8.44,10.24,88.07,0.96,0.0,0.0,0.0
2004-01-01,11.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-3.34,-4.08,-3.91,-311.85,-0.54,0.0,0.0,0.0
2003-01-01,17.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1827.88,-0.09,-8.67,-10.71,-10.98,-103.22,-1.4,0.0,0.0,0.0
2002-01-01,18.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9205.85,0.05,4.38,4.87,6.07,87.95,0.66,0.0,0.0,0.0
2001-01-01,51.0,0.0,88.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.15,99.97,0.02,0.0,0.0,0.0
