,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,60.34,173.78,125.23,93.09,28.09,2.81,129.89,5.75,63.47,5.57,1.33,5.11,11.15,22.87,3.70,1.71,2.55,53.71,19.81
2016,51.25,195.31,142.42,99.48,73.10,3.14,116.24,5.31,68.73,6.12,1.44,14.28,27.89,53.69,9.76,4.37,30.77,57.71,36.65
2015,47.49,246.65,163.80,113.70,50.19,2.88,126.73,4.92,74.18,5.66,1.32,13.24,25.37,45.09,9.80,3.59,31.53,30.84,26.91
2014,50.40,199.59,137.70,96.51,23.73,3.46,105.49,5.47,66.72,5.08,1.38,8.72,16.94,24.80,6.04,2.06,-4.99,1.50,-3.58
2013,51.02,163.49,116.96,70.95,-4.23,3.87,94.31,4.45,82.02,3.45,1.24,-1.04,-2.57,-4.60,-1.24,-0.29,-6.61,78.94,-6.55
2012,37.25,177.01,128.53,106.33,-15.17,3.91,93.35,8.14,44.84,2.52,0.96,-5.11,-8.63,2.53,-6.20,-1.03,1.17,124.34,0.55
2011,37.36,189.41,146.75,115.05,0.86,3.94,92.63,6.76,53.99,2.03,0.83,0.05,-0.40,3.64,-0.37,-0.05,4.64,152.34,2.18
2010,15.83,185.35,318.90,247.11,15588.00,4.53,80.57,9.38,38.91,2.44,1.06,3.21,3.93,9.17,3.03,0.50,48.14,228.30,13.29
2009,20.83,191.31,259.67,212.68,12362.83,5.31,68.73,9.75,37.43,2.82,1.31,14.97,18.61,29.93,11.43,2.41,75.50,738.73,16.46
2008,17.97,152.92,231.27,170.29,21.70,4.54,80.39,9.12,40.02,2.72,1.30,3.50,4.60,4.48,2.55,0.53,116.07,143.41,20.05
2007,35.58,146.83,142.28,101.32,22.16,4.16,87.74,8.98,40.64,3.39,1.35,6.00,10.18,13.43,4.25,1.15,29.45,71.47,12.52
2006,50.46,135.90,113.19,80.72,1.71,3.93,92.87,8.63,42.29,2.84,1.00,1.31,1.65,0.17,0.80,0.18,19.95,80.02,15.91
2005,53.14,138.02,117.65,99.39,-0.32,3.68,99.18,7.75,47.09,3.32,0.92,-1.63,-4.89,-3.06,-2.23,-0.53,9.46,66.11,8.87
2004,61.92,276.16,202.38,164.10,1.84,4.58,79.69,8.32,43.87,5.13,1.17,0.92,1.18,9.86,0.41,0.15,-0.99,89.47,-6.72
2003,58.29,320.14,236.00,196.36,55.36,4.59,79.52,7.78,46.91,4.34,0.90,7.22,13.62,21.71,6.08,1.64,21.10,114.32,5.87
2002,29.23,206.06,223.13,177.21,98.15,3.85,94.80,8.86,41.19,4.06,1.39,12.46,19.06,31.90,8.85,2.25,71.25,104.72,25.09
