,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,24.73,386.78,302.6,237.85,216.54,5.22,69.92,5.55,65.76,5.44,1.09,11.99,15.55,56.83,11.14,5.06,50.93,111.68,-0.58
2016-01-01,21.73,435.39,360.91,290.09,685.5,5.12,71.28,5.03,72.56,4.92,0.91,14.34,17.89,68.56,15.48,6.02,97.96,122.12,6.16
2015-01-01,18.1,428.66,443.35,373.61,960.29,4.93,74.03,5.99,60.93,4.51,0.87,18.49,23.14,82.25,20.0,7.02,115.13,105.93,6.52
2014-01-01,22.5,364.31,361.1,317.23,181.35,5.26,69.39,7.19,50.76,4.14,0.89,18.91,24.3,83.12,20.32,7.25,70.6,104.86,1.7
2013-01-01,22.66,349.44,485.64,425.5,103.3,5.52,66.12,6.74,54.15,3.39,0.82,18.82,26.27,83.74,21.36,7.38,109.12,101.74,10.05
2012-01-01,35.63,300.5,373.91,329.93,45.36,5.71,63.92,6.24,58.49,2.91,0.79,15.01,23.09,68.17,17.75,6.07,98.66,107.15,11.17
2011-01-01,37.68,215.89,172.72,142.6,39.69,6.18,59.06,5.4,67.59,2.52,0.73,14.65,22.43,60.65,18.5,5.91,35.26,99.83,5.46
2010-01-01,34.54,461.64,568.95,503.55,106.18,7.71,47.34,6.85,53.28,4.78,0.89,19.82,27.12,79.48,18.48,7.04,139.1,136.52,10.0
2009-01-01,17.34,447.33,443.96,356.85,622275.0,6.63,55.05,6.04,60.43,5.37,0.99,24.01,29.13,78.84,22.86,6.93,114.29,144.51,6.24
2008-01-01,17.85,449.72,427.62,379.98,0.0,5.74,63.58,8.2,44.51,5.86,1.09,20.98,25.98,57.37,20.26,5.66,163.56,153.92,11.23
2007-01-01,20.0,460.0,378.0,330.0,0.0,6.0,60.83,8.0,45.62,7.0,1.0,29.0,37.0,89.0,23.0,8.38,130.0,145.0,19.0
2006-01-01,20.0,360.0,364.0,308.0,789.0,7.0,52.14,8.0,45.62,5.0,1.0,26.0,33.0,71.0,21.0,6.88,129.0,122.0,21.0
2005-01-01,23.0,279.0,422.0,341.0,99.0,7.9,46.2,6.28,58.12,4.0,1.0,20.0,27.0,54.0,17.0,5.28,129.0,102.0,12.0
2004-01-01,28.0,250.0,491.0,353.0,62.0,12.0,30.41,6.0,60.83,4.0,1.0,19.0,27.0,56.0,14.0,4.85,106.0,66.0,8.0
2003-01-01,19.0,300.0,497.0,378.0,209.0,10.15,35.96,5.21,70.05,4.0,1.0,17.0,23.0,46.0,16.0,4.16,90.0,63.0,7.0
2002-01-01,19.0,292.0,340.0,258.0,96.0,10.14,35.99,4.98,73.29,4.0,1.0,20.0,25.0,50.0,19.0,4.38,69.0,73.0,15.0
2001-01-01,23.0,315.0,415.0,329.0,33.0,9.18,39.76,5.16,70.73,3.94,1.06,18.0,24.0,38.0,14.0,4.04,178.0,67.0,30.0
2000-01-01,33.0,199.0,280.0,167.0,8.0,8.5,42.94,4.02,90.79,3.18,1.26,10.0,16.0,18.0,6.0,2.22,0.0,30.0,0.0
