,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,53.12,208.11,122.43,73.75,11.10,3.65,100.00,2.88,126.73,2.18,0.60,9.06,17.82,39.50,12.85,3.49,8.89,68.52,0.00
2016,53.25,237.56,139.25,90.32,9.62,2.89,126.29,2.41,151.45,2.11,0.54,7.37,15.41,27.12,11.69,2.67,12.76,79.86,5.55
2015,61.08,202.70,125.39,79.11,-2.87,3.55,102.81,3.23,113.00,3.06,0.80,-3.60,-8.48,-20.41,-6.34,-1.45,31.37,96.40,25.19
2014,58.17,269.33,150.46,85.10,3.23,3.14,116.24,2.63,138.78,3.07,0.66,2.53,4.05,9.59,2.57,0.83,0.59,51.56,0.00
2013,55.47,315.57,149.07,98.27,4.33,3.14,116.24,2.65,137.73,3.89,0.70,3.40,6.19,12.70,3.86,1.20,21.87,68.13,13.70
2012,57.02,280.57,124.14,70.21,-1.52,3.21,113.70,2.16,168.98,3.42,0.61,-1.11,-3.94,-13.99,-2.94,-0.78,-8.19,22.37,-11.91
2011,50.44,323.71,147.08,72.21,4.06,3.05,119.67,1.79,203.91,3.58,0.63,2.21,3.28,15.71,2.71,0.71,21.04,21.32,7.15
2010,51.18,363.22,155.98,87.53,10.27,3.71,98.38,2.21,165.15,4.42,0.70,6.73,12.48,27.56,8.29,2.71,0.00,2.94,0.00
2009,50.91,319.52,133.00,73.48,-2.48,3.53,103.39,1.49,244.96,3.01,0.49,-1.16,-4.60,-31.63,-4.48,-0.91,0.00,0.02,0.00
2008,54.67,317.86,139.33,59.51,461.00,4.73,77.16,2.02,180.69,5.39,0.83,5.26,9.09,53.70,4.80,1.74,5.54,6.56,0.00
2007,56.59,338.55,134.49,78.58,655.00,3.66,99.72,3.32,109.93,5.12,0.79,9.60,18.08,37.53,9.03,3.50,0.00,0.0,0.00
2006,45.69,429.03,192.67,117.31,598.00,3.80,96.05,2.89,126.29,5.57,0.92,7.91,15.11,28.65,7.52,2.63,60.80,31.84,21.59
2005,59.48,512.69,199.94,92.37,1.60,3.23,113.00,2.17,168.20,6.06,0.82,1.27,0.15,4.12,0.08,0.03,4.12,0.0,4.12
2004,53.05,503.21,195.91,97.24,22.90,4.21,86.69,3.12,116.98,9.27,1.10,20.84,40.79,101.67,14.44,7.62,4.96,16.82,2.51
2003,47.82,346.36,173.57,108.54,17.80,3.30,110.60,3.89,93.83,6.63,1.08,13.25,24.22,50.63,10.21,3.89,0.00,5.47,0.00
2002,49.17,303.81,165.71,107.42,10.55,3.40,107.35,4.28,85.28,5.95,1.10,13.59,25.22,52.33,10.05,3.59,4.96,16.82,2.51
2001,53.91,224.33,146.87,98.43,1.16,2.63,138.78,3.02,120.86,3.80,0.91,2.28,0.68,7.95,0.35,0.08,24.73,1.80,17.64
2000,54.03,235.35,150.70,79.53,1.64,3.59,101.67,3.22,113.35,4.82,1.09,4.55,3.69,22.79,1.44,0.50,,,
1999,56.31,207.92,141.61,77.42,2.42,3.31,110.27,2.63,138.78,3.66,0.90,5.62,8.05,17.27,3.77,1.12,,,
1998,54.65,196.47,138.57,70.47,1.75,3.20,114.06,2.85,128.07,3.67,0.92,6.60,8.67,8.75,3.76,1.22,0.00,0.00,0.00
1997,62.49,156.79,121.42,70.60,1.55,3.37,108.31,3.64,100.27,4.01,1.10,5.25,5.88,26.41,1.59,0.79,0.00,0.00,0.00
1996,72.60,155.69,116.77,65.55,1.27,3.19,114.42,2.94,124.15,5.29,1.19,5.24,4.40,27.90,1.00,0.50,8.12,-57.18,13.59
1995,74.51,167.39,121.43,59.44,1.77,3.45,105.80,3.21,113.71,5.20,1.16,7.63,14.04,58.96,2.71,1.78,-21.76,-60.45,-34.08
1994,75.47,136.65,108.88,65.82,1.54,3.31,110.27,3.01,121.26,5.17,1.14,6.37,11.17,33.33,2.02,1.27,-0.25,-95.67,-0.53
