,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,43.68,232.18,216.71,187.52,13.17,4.76,76.68,6.89,52.97,1.82,0.59,7.4,11.54,56.71,11.43,3.69,29.08,100.26,4.05
2016-01-01,37.3,233.18,227.74,196.29,9.6,4.71,77.49,5.34,68.35,1.61,0.53,5.25,7.55,44.05,8.89,2.5,28.9,127.04,3.43
2015-01-01,38.05,225.93,195.64,164.35,6.64,4.85,75.25,4.73,77.16,1.76,0.54,2.76,3.75,32.01,4.31,1.45,47.55,148.41,6.91
2014-01-01,37.17,249.88,202.93,161.74,11.62,5.65,64.6,5.47,66.72,2.16,0.68,8.66,12.77,69.46,11.47,4.76,25.12,135.05,4.08
2013-01-01,38.95,220.41,191.69,144.7,6.02,5.7,64.03,4.9,74.48,2.07,0.7,3.16,3.56,33.72,3.05,1.5,37.18,121.74,5.25
2012-01-01,7.35,1627.08,340.73,282.42,155.99,7.71,47.34,6.5,56.15,5.38,0.31,8.28,9.14,16.02,26.88,2.81,186.18,188.62,6.68
2011-01-01,12.62,1481.69,155.78,122.86,78.89,7.91,46.14,8.05,45.34,5.64,0.33,5.97,6.9,26.04,17.91,2.03,140.75,168.41,10.83
2010-01-01,17.22,1607.66,328.15,288.58,53.9,7.61,47.96,9.59,38.06,5.26,0.3,5.62,6.89,21.23,18.89,2.01,196.57,157.65,7.02
2009-01-01,23.02,1758.64,200.92,182.82,10.1,7.27,50.2,5.13,71.15,4.28,0.21,4.74,5.97,11.48,18.72,1.85,59.02,120.48,3.83
2008-01-01,30.24,1553.96,221.81,149.24,13.9,8.93,40.87,5.79,63.03,5.02,0.29,5.48,6.86,16.61,17.92,1.99,50.2,121.01,0.0
2007-01-01,21.46,1642.55,159.25,111.73,32.11,7.85,46.49,8.94,40.82,4.38,0.24,8.39,10.1,13.82,28.66,2.82,90.36,199.79,1.52
2006-01-01,16.29,1161.37,158.61,119.17,22.57,8.43,43.29,7.78,46.91,3.41,0.27,8.28,9.93,15.8,27.41,2.18,155.83,298.77,6.43
2005-01-01,24.2,744.2,181.6,132.4,13.6,9.1,40.1,7.5,48.66,2.6,0.28,8.8,11.3,9.6,28.0,2.0,77.3,337.6,3.0
2004-01-01,30.1,624.2,255.4,202.4,7.1,9.3,39.24,7.8,46.79,2.2,0.27,5.3,6.9,10.1,17.2,1.12,109.3,627.2,5.5
2003-01-01,30.6,574.2,113.9,86.4,-2.1,8.8,41.47,9.0,40.55,2.1,0.27,-2.1,-4.3,6.0,-11.1,-0.7,53.7,518.4,4.1
2002-01-01,32.7,630.0,170.6,132.4,190.0,7.5,48.66,6.9,52.89,1.7,0.23,2.34,1.73,8.1,5.2,0.3,84.7,273.3,4.8
2001-01-01,26.2,440.1,51.0,34.4,1.7,7.1,51.4,7.4,49.32,1.2,0.22,2.2,1.7,-2.0,5.4,0.29,13.0,107.0,2.4
2000-01-01,35.1,379.7,41.6,30.5,5.2,7.2,50.69,5.8,62.93,1.0,0.21,9.6,13.2,5.0,38.2,2.46,19.5,112.3,4.7
1999-01-01,41.7,382.5,149.1,117.7,2.7,8.17,44.68,4.6,79.34,0.94,0.21,4.9,5.6,15.7,14.5,1.14,39.5,95.0,4.1
1998-01-01,44.2,263.9,397.0,336.9,3.6,9.8,37.24,6.0,60.83,0.95,0.23,7.4,9.7,18.4,22.0,2.03,67.2,63.1,1.0
1997-01-01,40.1,285.8,247.5,206.3,7.0,10.8,33.79,7.2,50.69,0.82,0.26,9.5,13.1,15.8,29.0,2.56,66.6,53.6,2.6
1996-01-01,31.3,248.2,121.5,102.1,11.9,11.0,33.18,8.6,42.44,0.83,0.29,13.1,16.3,20.2,36.7,3.13,66.1,66.1,5.2
1995-01-01,16.0,208.3,227.1,186.1,10.2,9.7,37.63,8.3,43.98,0.74,0.35,9.9,11.5,9.45,25.8,2.02,126.0,59.7,8.5
1994-01-01,27.1,162.6,77.7,44.6,8.7,8.1,45.06,6.1,59.84,0.57,0.29,7.6,9.7,3.6,23.2,1.6,13.4,76.8,2.1
1993-01-01,28.8,215.9,165.4,143.7,13.9,8.1,45.06,6.0,60.83,0.81,0.3,8.0,10.0,6.6,20.4,1.42,33.6,79.2,6.8
