,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,62.29,232.37,139.48,98.62,-3.38,5.0,73.0,3.79,96.3,3.35,0.82,-2.39,-6.99,-9.3,-3.55,-0.98,8.69,1.95,4.28
2016-01-01,54.02,232.2,144.62,95.34,3.51,4.6,79.34,4.34,84.1,3.39,0.92,0.99,1.05,5.45,0.51,0.17,-0.11,1.34,-1.44
2015-01-01,56.09,244.01,167.51,112.25,7.51,4.64,78.66,4.55,80.21,3.34,0.93,4.15,8.37,18.15,3.79,1.32,24.03,1.14,7.27
2014-01-01,59.44,218.87,134.79,90.02,2.47,4.34,84.1,3.52,103.69,3.07,0.89,1.9,2.8,5.5,1.22,0.42,29.29,0.61,11.36
2013-01-01,62.95,197.41,123.89,78.29,2.18,4.23,86.28,3.59,101.67,3.01,0.88,0.84,-0.06,4.63,-0.02,0.0,6.0,0.58,2.65
2012-01-01,58.02,542.96,157.04,92.43,-802.0,3.91,93.35,3.18,114.77,6.42,0.82,-6.37,-15.3,-1.03,-8.54,-2.29,-2.74,72.86,-1.01
2011-01-01,50.25,539.8,163.13,99.43,-240.0,3.56,102.52,2.63,138.78,5.47,0.72,-1.97,-4.72,-7.13,-3.48,-0.82,-3.63,63.92,-1.18
2010-01-01,45.48,514.9,135.65,78.17,992.0,4.56,80.04,3.02,120.86,6.27,0.87,3.92,6.72,13.79,4.09,1.15,-6.95,73.95,-2.93
2009-01-01,49.08,445.05,140.92,87.24,-190.0,4.22,86.49,2.89,126.29,5.26,0.77,-1.46,-4.04,2.29,-2.54,-0.65,40.85,73.64,15.86
2008-01-01,53.16,461.18,151.32,87.64,-0.18,3.95,92.4,3.12,116.98,5.53,0.78,0.23,-2.39,6.45,-1.43,-0.4,17.33,42.04,6.36
2007-01-01,53.44,491.62,171.44,97.0,3.1,4.41,82.76,3.73,97.85,5.85,0.89,3.65,4.74,14.36,2.57,0.8,-5.95,34.1,-3.32
2006-01-01,49.96,429.03,156.15,87.46,3.2,3.94,92.63,2.91,125.42,3.77,0.68,3.8,4.73,10.9,3.52,0.76,2.48,49.01,0.85
2005-01-01,49.15,265.07,78.57,42.8,-8.2,4.09,89.24,2.45,148.97,2.62,0.51,-9.21,-19.66,-1.53,-20.42,-3.41,7.31,46.22,5.58
2004-01-01,45.84,326.0,96.68,50.56,-3.4,4.26,85.68,2.71,134.68,2.67,0.52,-2.16,-6.17,11.63,-6.51,-1.2,6.08,38.01,3.17
2003-01-01,44.68,368.73,133.81,76.81,1.08,3.83,95.3,2.69,135.68,2.18,0.44,1.17,0.47,10.94,0.63,0.1,1.99,39.05,-0.32
2002-01-01,36.56,398.11,197.54,130.34,2.75,4.17,87.52,2.78,131.29,1.99,0.41,3.47,3.96,9.73,6.14,0.82,27.91,30.79,3.86
2001-01-01,31.3,551.94,374.17,268.8,13.19,4.08,89.46,2.87,127.17,3.36,0.49,6.87,8.65,15.63,12.96,2.01,22.12,35.04,2.07
2000-01-01,19.39,605.87,327.89,249.32,105.89,4.89,74.64,4.12,88.59,6.95,0.82,11.15,13.94,33.33,13.52,3.15,32.17,69.51,7.14
1999-01-01,23.18,656.8,310.04,232.3,52.12,5.9,61.86,4.89,74.64,8.92,1.23,16.92,22.33,40.14,13.52,3.13,36.66,99.17,10.38
1998-01-01,30.23,400.86,243.01,154.27,38.47,4.91,74.33,3.49,104.58,8.24,1.28,17.39,24.51,42.79,13.24,2.13,80.92,100.83,32.86
1997-01-01,31.2,551.65,261.53,156.9,9.67,5.19,70.33,3.48,104.89,10.69,1.47,14.76,22.8,34.88,9.04,3.71,35.84,47.73,14.73
1996-01-01,53.55,331.03,154.17,79.96,5.2,5.03,72.56,3.09,118.12,9.17,1.47,15.26,29.43,45.09,8.67,3.89,13.59,25.25,13.87
