,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,41.82,158.98,148.51,124.41,25.73,5.61,65.06,16.95,21.53,1.92,0.80,-12.34,-19.91,-26.60,-15.95,-2.67,8.20,181.64,2.11
2016,30.53,181.26,170.84,140.98,-7.40,7.37,49.52,16.02,22.78,2.28,0.94,-3.34,-5.52,-10.57,-4.00,-0.85,12.42,120.57,0.38
2015,33.24,180.03,151.37,116.43,7.29,10.30,35.43,12.25,29.79,2.51,1.03,4.97,6.79,10.53,4.26,1.10,34.52,39.99,8.14
2014,37.64,151.47,128.12,89.16,3.69,15.02,24.30,11.09,32.91,2.02,0.94,3.24,4.47,6.07,2.67,0.66,25.69,29.49,6.24
2013,50.63,111.90,74.63,48.02,3.68,9.04,40.37,11.92,30.62,1.51,0.75,4.15,7.26,9.08,4.25,1.04,28.01,27.86,15.03
2012,52.46,112.13,58.91,47.01,-34.50,7.11,51.33,18.88,19.33,1.29,0.63,-23.34,-49.57,-45.68,-41.56,-7.41,-0.99,7.25,-0.60
2011,51.26,156.48,46.31,33.05,-1028.73,11.33,32.21,19.42,18.79,1.49,0.60,-8.44,-17.86,-38.89,-15.26,-4.40,-17.55,4.57,-10.03
2010,46.96,299.59,113.19,97.52,1180.91,17.38,21.00,21.48,16.99,3.07,0.69,10.12,19.10,55.17,11.24,5.43,32.31,26.43,13.81
2009,56.95,472.69,78.02,53.66,-169.87,16.49,22.13,5.19,70.32,2.14,0.34,-1.15,-4.74,-8.23,-6.07,-1.12,27.27,-4.09,7.79
2008,55.26,474.26,97.00,27.00,802.00,*****,*****,2.44,149.59,0.95,0.16,7.23,11.60,12.45,27.20,2.84,-25.40,-29.01,-4.89
