,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,45.10,413.88,159.50,127.16,32.89,2.93,124.57,6.00,60.83,7.16,0.83,2.33,3.55,9.62,2.66,0.50,4.98,33.96,0.00
2016,30.31,791.50,279.54,243.51,11.77,3.01,121.26,7.59,48.08,6.72,0.76,0.40,0.39,3.08,0.33,8.19,0.45,61.34,0.15
2015,46.42,413.60,142.56,121.56,9.05,3.12,116.98,9.53,38.30,4.08,0.73,2.23,3.69,3.10,2.70,0.29,16.78,131.59,10.70
2014,46.91,272.67,111.83,96.33,-21.52,2.20,165.90,11.01,33.15,2.28,0.54,-7.36,-15.13,-12.41,-14.38,-1.24,25.70,143.66,19.08
2013,50.87,209.31,101.94,91.26,-8.87,2.86,127.62,12.50,29.20,2.38,0.78,-2.90,-6.60,-5.33,-4.11,-0.58,11.64,221.55,11.31
2012,12.61,413.04,195.05,179.42,-2320.23,4.78,76.35,43.93,8.30,0.90,0.19,-11.76,-13.21,-3.70,-65.74,-1.30,0.00,746.55,0.00
2011,9.43,488.27,195.75,195.00,-105.40,6.15,59.34,*****,*****,0.42,0.08,-1.16,-1.27,-4.68,-13.57,-0.14,0.00,465.17,0.00
2010,6.27,602.08,380.77,380.51,0.00,5.06,72.13,34.97,10.43,0.68,0.11,-11.38,-12.18,-2.53,-116.74,-0.68,0.00,271.00,0.00
2009,6.71,647.81,764.21,744.71,0.00,2.18,167.43,13.13,27.79,1.97,0.29,-45.67,-50.44,-5.91,-208.26,-4.01,456.63,178.88,17.08
2008,11.16,688.55,577.73,512.82,0.00,3.48,104.88,10.64,34.30,3.71,0.48,-44.62,-48.91,-3.02,-119.54,-7.17,134.87,158.5,6.15
2007,7.24,495.46,505.60,386.75,0.00,2.83,128.97,6.13,59.54,1.38,0.26,0.25,0.27,-2.51,0.95,0.05,64.54,126.67,1.28
2006,9.00,438.37,603.03,502.35,171.81,3.22,113.35,5.60,65.17,1.50,0.31,2.23,2.56,0.01,7.06,0.44,84.69,147.7,0.78
2005,16.06,357.40,282.36,226.35,37.28,3.29,110.94,3.87,94.31,1.51,0.36,5.04,6.81,6.49,15.00,1.20,60.03,185.02,0.00
2004,37.79,264.35,152.59,125.99,52.33,3.70,98.64,4.03,90.57,1.96,0.47,13.41,20.04,39.38,24.67,3.73,43.56,147.49,14.61
2003,29.26,212.53,175.02,132.23,47.63,3.58,101.95,4.29,85.08,1.64,0.56,15.05,21.32,45.80,23.11,3.83,45.13,81.90,11.42
2002,32.58,171.54,139.20,103.88,8.25,2.98,122.48,3.13,116.61,1.01,0.45,8.60,11.39,28.18,16.01,2.10,44.87,54.30,13.01
2001,30.47,159.20,285.99,184.95,5.14,2.65,137.73,3.15,115.87,0.87,0.48,8.03,10.80,25.48,14.85,2.17,77.40,42.25,9.71
2000,44.61,129.14,140.45,89.26,6.80,2.76,132.24,2.57,142.02,0.68,0.41,13.74,22.08,62.01,26.77,3.78,57.27,28.01,14.20
