,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,69.33,131.91,90.46,66.61,-7.13,6.76,53.99,5.91,61.75,0.70,0.43,-9.26,-30.43,-18.49,-23.87,-1.85,7.62,47.07,2.37
2016,63.33,92.82,76.31,55.96,-4.85,7.09,51.48,7.30,50.00,0.55,0.41,-5.57,-15.99,-12.58,-15.64,-1.28,8.60,34.51,2.10
2015,55.92,98.02,87.10,64.04,-1.52,8.30,43.97,7.71,47.34,0.70,0.40,-1.95,-6.99,-6.54,-7.18,-0.65,-10.05,-3.45,-1.94
2014,60.26,139.69,130.67,117.99,-1.42,10.37,35.19,7.56,48.28,0.74,0.40,-1.62,-6.40,-6.40,-6.14,-0.64,-3.83,-30.56,-1.89
2013,62.56,101.07,83.58,69.80,-18.18,9.87,36.98,7.20,50.69,0.44,0.32,-18.32,-43.37,-28.47,-59.68,-2.83,9.33,65.97,3.38
2012,53.05,88.90,17.09,13.08,-18.05,7.70,47.40,22.74,16.05,0.38,0.27,-7.12,-15.03,-13.74,-28.83,-1.34,3.28,126.57,1.41
2011,48.10,95.32,26.34,23.87,-12.43,7.86,46.43,24.47,14.91,0.46,0.31,-5.47,-10.94,-9.74,-18.71,-1.09,0.46,75.89,0.19
2010,45.22,112.67,34.90,28.98,-21.77,7.52,48.53,14.48,25.20,0.63,1.52,-3.07,-5.62,-8.73,-8.43,-0.60,15.78,22.26,5.82
2009,41.40,109.58,56.13,-325.16,-21.73,5.57,65.52,7.08,51.55,0.66,1.59,-4.65,-7.99,-7.44,-12.58,-0.94,25.01,75.1,-3376.84
2008,41.23,233.87,171.23,148.77,20.25,4.30,84.88,10.00,36.50,2.77,0.84,13.84,27.14,-16.11,17.22,3.51,12.00,105.42,4.32
2007,60.19,230.26,104.12,87.54,-9.07,4.29,85.08,17.04,21.42,5.49,1.17,-11.47,-30.06,-23.86,-10.47,-3.89,2.33,129.06,2.09
2006,57.61,237.06,77.08,66.36,-0.32,4.68,77.99,24.40,14.95,6.45,1.32,-1.20,-5.22,2.24,-1.83,-0.78,-14.20,86.58,46.26
2005,55.31,398.22,163.93,147.14,12.23,4.86,75.10,26.88,13.57,8.63,1.52,11.39,23.89,34.89,6.94,3.87,94.02,202.06,31.50
2004,56.60,260.28,104.99,93.80,7.68,4.86,75.10,18.55,19.67,11.20,1.75,3.77,7.29,20.62,1.94,1.07,4.28,104.76,0.00
2003,56.03,299.10,99.19,81.47,3.24,3.80,96.05,10.26,35.57,6.71,1.06,2.53,3.15,17.90,1.31,0.43,6.43,73.54,3.79
2002,47.42,301.68,123.93,98.83,4.35,4.55,80.21,8.27,44.13,6.30,1.17,5.21,7.62,12.70,3.40,1.11,10.47,49.97,8.06
2001,47.50,280.42,118.43,84.07,1.73,5.92,61.65,7.00,52.14,5.17,1.06,2.80,2.77,6.37,1.37,0.39,0.00,29.82,0.00
2000,43.08,245.18,110.10,76.53,4.37,8.05,45.34,5.75,63.47,3.39,0.79,8.95,13.58,6.52,8.04,1.99,-19.20,39.50,-9.56
1999,40.70,199.06,122.27,79.59,11.27,11.74,31.09,5.20,70.19,4.19,1.33,12.06,18.74,22.19,8.34,2.57,39.79,56.52,23.12
1998,40.62,174.62,153.57,80.16,10.11,13.91,26.24,5.06,72.13,5.48,1.74,17.58,33.06,31.23,9.12,4.71,10.37,25.67,6.11
1997,67.88,112.81,94.49,49.44,2.54,14.40,25.35,5.89,61.97,6.61,1.86,7.27,13.85,20.46,2.60,1.65,3.79,40.41,6.43
