,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,43.21,125.96,118.7,81.36,13.19,3.27,111.62,5.56,65.64,2.09,0.97,4.12,6.52,9.95,3.92,0.84,9.61,116.08,1.51
2016-01-01,39.29,125.41,126.37,80.31,17.92,3.37,108.3,5.12,71.28,1.87,0.9,4.5,6.81,10.83,4.68,0.88,14.43,183.66,3.1
2015-01-01,35.83,132.67,136.81,91.49,19.53,3.49,104.58,5.6,65.17,2.13,0.99,4.67,6.99,10.36,4.47,0.9,42.55,110.9,11.32
2014-01-01,37.27,141.12,139.65,92.85,26.55,3.61,101.1,6.18,59.06,2.32,1.07,5.61,8.25,12.67,5.01,1.05,6.95,85.57,0.24
2013-01-01,31.18,141.35,156.12,105.42,26.74,3.5,104.28,6.45,56.58,2.25,1.06,5.73,8.38,13.2,5.18,1.09,52.21,137.32,12.47
2012-01-01,35.6,146.6,148.02,103.71,30.34,3.39,107.66,6.72,54.31,2.61,1.1,5.91,9.33,16.76,5.2,1.21,36.56,82.51,10.71
2011-01-01,41.39,143.87,132.44,96.0,34.66,3.38,107.98,6.86,53.2,2.98,1.08,6.69,10.97,18.3,6.03,1.44,13.38,68.03,3.95
2010-01-01,39.8,193.04,125.02,87.63,69.14,3.78,96.56,7.42,49.19,3.38,1.15,8.39,12.4,21.28,7.19,1.64,13.89,86.04,4.52
2009-01-01,24.08,199.63,199.26,142.94,48.66,2.69,135.68,6.12,59.64,2.55,0.87,4.23,5.98,12.68,4.74,0.77,99.33,93.69,17.92
2008-01-01,36.63,204.4,152.52,116.82,15.24,4.36,83.71,10.85,33.64,4.79,1.51,8.24,12.07,33.15,5.11,1.54,17.11,67.42,5.16
2007-01-01,35.59,201.37,144.18,108.14,12.14,3.02,120.86,7.44,49.05,3.11,1.0,3.06,4.18,11.84,2.85,0.51,14.2,72.86,3.59
2006-01-01,27.97,223.36,181.43,136.91,14.18,6.05,60.33,6.59,55.38,3.09,1.0,3.55,4.73,8.35,3.37,0.57,39.75,95.85,7.2
2005-01-01,31.34,202.86,169.08,118.17,22.81,3.31,110.27,6.39,57.12,2.88,1.01,5.5,7.49,13.01,5.24,0.93,13.47,85.34,2.19
2004-01-01,27.33,199.65,183.14,132.78,35.31,3.74,97.59,7.15,51.04,2.68,1.0,6.17,8.26,15.01,5.98,1.06,29.51,69.63,5.01
2003-01-01,28.15,177.66,214.88,143.73,1.63,3.13,116.61,4.34,84.1,1.38,0.69,1.3,0.97,3.06,1.03,0.14,0.39,41.57,0.06
2002-01-01,26.22,138.54,223.04,136.75,21.43,3.48,104.88,4.47,81.65,1.24,0.69,4.14,5.14,9.85,5.74,0.87,13.24,48.23,1.77
2001-01-01,18.83,150.49,289.7,207.46,83.42,3.53,103.39,4.62,79.0,1.2,0.66,1.9,2.34,6.5,2.83,0.38,77.05,53.96,7.89
2000-01-01,21.95,146.12,239.62,162.54,13.08,3.79,96.3,4.41,82.76,1.21,0.68,3.35,3.99,6.81,4.61,0.73,46.88,48.94,5.78
1999-01-01,21.55,143.9,238.7,168.5,320.23,3.94,92.64,8.01,45.57,1.17,0.65,4.54,4.53,6.68,6.95,1.15,38.74,41.64,1.31
1998-01-01,23.52,145.31,266.37,231.23,25.29,4.33,84.3,11.44,31.91,1.11,0.62,32.25,47.19,9.57,48.14,7.62,28.78,60.47,1.75
