,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,45.94,216.89,236.99,177.67,1475.22,7.58,48.15,7.54,48.40,2.50,0.92,4.60,8.11,29.93,4.66,1.06,33.68,77.76,4.78
2016,48.35,209.18,237.06,185.45,1355.53,7.48,48.79,6.78,53.83,2.34,0.89,4.28,7.55,26.88,4.48,1.15,31.49,88.48,5.33
2015,46.00,190.83,208.21,156.02,1003.65,6.86,53.20,6.00,60.83,2.44,0.90,2.97,4.95,17.40,2.93,0.85,19.95,76.08,3.48
2014,46.76,207.78,198.57,141.88,454.68,7.39,49.39,6.59,55.38,3.16,1.02,1.43,2.02,7.68,1.05,0.62,16.88,89.02,3.05
2013,46.60,236.93,211.37,159.36,1137.92,7.93,46.02,6.98,52.29,3.44,1.03,3.26,5.44,18.42,2.88,0.79,12.55,122.15,1.52
2012,20.04,1454.00,703.11,619.94,5833.05,15.61,23.38,7.11,51.33,8.11,0.50,7.97,9.89,6.90,15.39,1.60,48.62,152.89,-1.04
2011,21.45,1674.55,685.23,589.55,15121.03,16.11,22.65,7.54,48.40,12.12,0.64,16.47,20.73,28.25,24.25,3.51,130.95,177.00,5.73
2010,20.61,1366.85,296.96,257.43,13391.43,16.51,22.10,9.35,39.03,11.67,0.68,17.25,21.41,25.45,23.37,3.62,73.77,174.80,8.52
2009,19.29,1223.66,289.65,242.76,69.76,18.75,19.46,8.63,42.29,9.99,0.66,14.07,17.79,20.78,19.27,2.78,72.76,112.39,9.71
2008,25.07,969.62,319.44,251.70,4.17,18.17,20.08,8.80,41.47,10.64,0.91,0.72,0.66,12.80,0.61,0.10,83.74,69.57,0.75
2007,26.57,1238.11,351.45,281.59,30.86,14.69,24.84,7.84,46.55,10.39,0.70,9.46,12.52,14.65,12.28,2.01,80.54,61.96,6.31
2006,26.24,1143.74,577.23,463.20,9.77,11.75,31.06,7.22,50.55,7.77,0.60,4.26,5.67,4.51,6.77,0.82,18.79,44.88,-2.05
2005,35.46,1162.47,342.51,294.50,8.69,16.11,22.65,6.70,54.47,8.39,0.59,4.86,6.72,6.37,7.37,0.93,32.23,34.63,-0.28
2004,33.25,1109.18,316.99,230.07,15.02,15.50,23.54,5.61,65.06,6.32,0.48,7.48,10.37,12.91,14.02,1.33,26.00,27.04,0.36
2003,30.73,993.66,278.00,229.91,3.34,13.84,26.37,8.94,40.82,4.78,0.41,2.10,2.15,4.05,3.49,0.26,8.87,29.36,0.82
2002,35.42,930.96,160.63,140.47,1.14,14.20,25.70,9.68,37.70,4.31,0.37,1.16,0.19,2.21,0.33,0.02,13.45,32.51,2.30
2001,33.19,990.45,321.92,273.42,0.00,17.24,21.17,10.92,33.42,4.11,0.37,-0.58,-2.49,0.63,-4.56,-0.30,14.45,44.37,0.94
2000,32.45,872.51,115.55,96.81,0.00,17.74,20.57,10.98,33.24,3.79,0.36,0.15,-0.83,-3.69,-1.59,-0.10,12.93,62.38,-0.34
1999,20.44,931.31,348.08,288.23,9.42,15.40,23.70,8.72,41.85,4.01,0.38,7.44,8.74,5.64,17.40,1.13,66.52,74.99,4.14
1998,25.27,920.76,256.51,228.50,5.93,12.10,30.17,10.08,36.21,4.34,0.40,4.78,5.36,5.15,9.77,0.70,53.41,79.22,4.93
1997,23.65,890.87,369.10,334.20,9.66,15.37,23.75,12.03,30.34,5.42,0.51,12.03,15.10,11.57,21.21,2.14,105.53,92.67,8.64
1996,27.81,792.79,348.55,321.32,1060.08,16.56,22.04,14.25,25.61,4.86,0.52,10.84,13.74,9.59,17.85,1.88,92.43,79.34,9.44
1995,27.28,648.32,687.91,454.91,763.40,16.52,22.10,13.11,27.85,4.40,0.61,7.69,9.24,5.69,10.78,1.25,153.00,113.58,6.08
1994,24.09,532.53,439.56,316.45,1732.25,14.17,25.76,10.10,36.14,2.94,0.49,7.47,9.04,5.72,13.49,1.21,87.38,115.14,6.24
1993,18.52,399.77,288.94,229.33,653.40,14.08,25.92,11.41,32.00,2.39,0.50,2.43,2.46,1.82,4.06,0.33,34.89,117.10,2.74
1992,13.04,382.91,553.13,413.09,778.31,16.80,21.73,9.55,38.22,2.04,0.49,3.57,3.67,2.09,6.58,0.52,82.21,58.91,1.85
