,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,34.32,375.20,93.50,53.79,-23.26,4.62,79.00,3.55,102.81,1.45,0.30,-13.33,-20.67,-11.93,-46.54,-1.40,0.00,153.00,0.00
2016,35.29,156.60,174.74,125.07,-11.11,4.73,77.16,3.24,112.65,0.67,0.36,-8.55,-13.98,-12.86,-25.01,-1.28,24.08,129.11,2.51
2015,34.68,143.08,162.37,108.73,-7.00,4.45,82.02,3.00,121.66,0.57,0.33,-6.13,-10.57,-7.67,-20.33,-0.84,23.35,106.51,1.74
2014,37.28,128.78,110.88,66.11,-11.21,4.85,75.25,3.06,119.28,0.55,0.33,-9.23,-15.40,-13.22,-30.25,-1.29,0.00,75.82,0.00
2013,34.92,133.67,165.72,105.82,-9.46,5.61,65.06,2.97,122.89,0.60,0.35,-7.54,-12.73,-12.32,-23.56,-1.22,12.99,90.24,1.05
2012,32.29,268.47,108.63,65.82,-8.25,5.89,61.96,4.25,85.88,1.13,0.35,-5.40,-8.82,-1.95,-17.02,-0.86,20.54,112.51,2.62
2011,34.21,243.24,88.09,61.15,-7.56,5.60,65.17,4.86,75.10,1.07,0.35,-4.86,-8.11,-4.94,-15.14,-0.87,5.58,129.99,0.88
2010,34.55,219.48,83.62,53.22,-2.85,6.70,54.47,5.45,66.97,1.08,0.37,-2.33,-4.36,-2.13,-7.91,-0.51,15.34,122.29,2.85
2009,32.06,237.59,109.82,84.16,-4.05,5.10,71.56,5.04,72.42,0.90,0.31,-6.60,-11.33,-5.72,-24.76,-1.54,25.97,147.88,3.68
2008,31.90,233.32,114.92,81.81,-6.79,3.83,95.30,3.79,96.30,0.72,0.25,-10.63,-17.19,-10.19,-47.14,-2.68,9.30,145.76,1.15
2007,31.20,225.83,112.00,80.87,1.05,4.34,84.10,4.36,83.71,0.84,0.32,1.08,0.07,3.11,0.14,0.01,23.48,168.68,4.38
2006,36.68,190.19,114.47,88.51,-11.45,5.13,71.15,5.85,62.39,0.91,0.36,-16.84,-28.10,-4.22,-49.83,-5.76,3.95,132.58,0.74
2005,35.97,202.49,115.90,89.06,-4.06,4.62,79.00,5.30,68.86,0.76,0.30,-2.61,-4.75,-1.44,-10.26,-1.12,23.62,116.41,4.71
2004,35.04,205.68,143.06,118.22,-22.94,2.94,124.14,6.21,58.77,0.60,0.23,-7.49,-12.09,1.27,-33.48,-3.20,55.34,70.38,7.21
2003,36.61,227.00,167.60,155.05,2.39,2.95,123.72,7.94,45.96,0.74,0.26,2.27,2.20,22.55,5.24,0.64,92.28,47.32,14.64
2002,40.59,250.37,202.39,186.90,-1.16,2.02,180.69,5.53,66.00,0.53,0.19,-2.31,-6.23,-5.65,-19.77,-1.85,10.41,26.39,1.49
2001,38.51,214.80,192.79,170.81,2.74,2.29,159.38,4.79,76.20,0.59,0.25,4.27,4.56,13.57,12.17,1.71,23.28,24.26,3.63
2000,29.81,176.94,151.77,127.59,7.91,3.13,116.61,5.74,63.58,0.68,0.32,13.41,17.14,38.02,37.66,7.35,13.61,22.85,2.82
1999,28.32,152.73,149.60,131.48,13.79,3.92,93.11,6.21,58.77,0.73,0.37,16.27,20.61,91.53,37.07,10.31,29.85,18.35,8.03
1998,45.19,146.73,133.73,123.46,5.85,3.04,120.07,6.53,55.90,0.65,0.31,9.63,13.88,59.94,26.87,5.40,25.58,14.97,8.60
1997,31.58,174.86,151.32,138.89,12.62,3.14,116.24,7.01,52.07,0.91,0.41,12.87,18.39,36.90,29.87,5.75,-5.88,6.40,-2.02
1996,47.28,109.18,76.94,64.67,4.89,3.62,100.83,10.33,35.33,0.92,0.53,9.63,15.58,23.28,15.21,2.43,35.79,37.02,15.18
