,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,59.44,148.13,160.35,121.6,13.78,4.19,87.11,7.38,49.45,2.2,1.01,7.32,16.6,41.17,6.63,3.0,35.24,93.0,8.79
2016-01-01,59.67,149.41,169.47,123.48,8.39,3.96,92.17,6.31,57.84,1.97,0.89,3.73,7.92,19.95,3.57,1.36,35.65,78.23,6.86
2015-01-01,59.66,149.91,157.63,116.18,14.03,4.17,87.52,6.79,53.75,2.05,0.86,6.37,14.46,32.52,6.46,2.41,41.32,81.4,11.06
2014-01-01,59.27,161.16,185.36,142.52,11.88,3.41,107.03,6.47,56.41,1.78,0.73,5.12,11.07,22.52,5.87,1.67,32.34,72.32,6.39
2013-01-01,56.84,164.73,192.96,151.48,11.55,3.88,94.07,6.69,54.55,1.84,0.78,5.48,11.51,22.09,6.0,1.56,44.62,73.71,8.32
2012-01-01,56.35,147.15,178.38,141.47,7.02,3.43,106.41,6.26,58.3,1.66,0.76,3.02,5.6,14.94,3.24,0.73,8.25,92.9,0.58
2011-01-01,46.61,290.71,166.53,139.71,10.66,3.78,96.56,9.87,36.98,2.52,0.65,3.83,6.52,-1.13,5.16,0.82,27.76,102.47,5.05
2010-01-01,47.37,248.53,117.54,93.78,1.31,3.95,92.4,10.68,34.17,2.56,0.68,-0.35,-1.19,-5.0,-0.96,-0.15,0.0,88.0,0.0
2009-01-01,41.97,300.65,156.72,133.04,-7.52,2.87,127.17,10.03,36.39,2.36,0.58,-0.03,-0.05,-0.03,-0.05,-0.67,42.16,128.62,7.5
2008-01-01,41.08,295.32,153.61,130.23,2.06,2.91,125.42,9.95,36.68,2.7,0.67,0.99,0.92,5.51,0.79,0.12,13.62,79.87,2.18
2007-01-01,44.79,291.38,159.46,133.11,5.61,2.65,137.73,7.52,48.53,2.53,0.62,2.97,4.5,3.89,3.97,0.58,11.52,69.21,1.14
2006-01-01,44.56,261.7,139.77,110.21,11.38,3.2,114.06,8.34,43.76,2.72,0.71,5.56,8.94,10.37,6.76,1.1,14.88,129.28,5.08
2005-01-01,41.81,293.5,169.79,139.15,3.22,3.39,107.66,7.33,49.79,2.54,0.63,1.87,2.37,4.12,1.98,0.28,31.42,107.28,6.19
2004-01-01,47.31,241.72,196.82,146.79,-16.75,3.43,106.41,6.94,52.59,1.8,0.58,-12.3,-25.83,-9.91,-23.54,-3.22,0.0,65.48,0.0
2003-01-01,47.92,212.17,186.48,145.93,-15.22,3.69,98.91,6.95,52.51,1.31,0.49,-10.74,-20.63,-17.64,-24.46,-3.4,0.0,55.34,0.0
2002-01-01,41.37,206.8,302.62,229.97,-4.17,5.27,69.25,7.99,45.68,1.3,0.55,-3.48,-7.26,-4.12,-8.09,-1.38,0.0,69.54,0.0
2001-01-01,36.9,183.82,194.9,161.77,3.84,4.09,89.24,7.98,45.73,1.31,0.59,4.71,6.27,4.85,6.48,1.25,133.05,77.94,17.88
2000-01-01,46.0,197.64,218.8,170.36,9.68,5.46,66.84,8.4,43.45,1.75,0.71,14.35,23.24,43.58,15.46,4.74,37.94,56.64,6.66
1999-01-01,40.38,161.27,130.44,91.34,8.62,4.72,77.33,8.36,43.66,1.35,0.65,7.09,10.46,13.57,9.16,2.12,13.47,68.78,2.89
1998-01-01,38.33,181.05,135.16,111.31,25.33,5.49,66.48,10.22,35.71,2.04,0.84,20.24,31.95,80.68,20.35,6.95,88.15,99.09,24.09
1997-01-01,39.16,199.16,162.58,126.42,33.78,4.9,74.49,8.39,43.5,1.76,0.68,22.52,35.27,59.84,25.96,7.58,63.68,93.56,14.45
1996-01-01,35.12,209.54,160.7,128.51,23.11,4.88,74.8,8.3,43.98,1.91,0.71,17.1,26.16,58.48,21.24,5.64,66.34,129.74,12.97
1995-01-01,39.19,224.89,167.95,139.87,24.74,6.14,59.45,9.25,39.46,2.19,0.74,23.27,32.74,66.71,23.59,7.01,84.13,142.8,18.84
1994-01-01,30.82,243.18,187.98,153.77,12.67,6.95,52.52,9.04,40.38,2.45,0.81,15.68,22.06,56.93,17.3,4.46,105.21,151.29,15.08
1993-01-01,36.76,249.71,221.36,192.81,8.13,6.9,52.89,8.73,41.81,2.32,0.74,11.07,15.55,52.45,12.5,3.12,103.53,135.93,17.25
1992-01-01,37.58,223.56,219.98,187.7,3.49,6.36,57.39,8.74,41.76,1.91,0.7,5.95,7.05,37.34,6.17,1.43,87.69,110.01,14.61
