,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,73.43,121.34,119.93,83.19,11.01,9.45,38.62,5.28,69.12,1.55,0.83,5.33,17.17,51.16,5.79,4.01,13.46,56.64,1.36
2016-01-01,69.73,128.85,143.99,104.35,12.02,9.42,38.74,5.69,64.14,1.75,0.87,6.9,20.77,61.8,7.17,4.86,30.77,73.06,3.94
2015-01-01,69.32,141.4,136.67,110.63,12.57,9.05,40.33,5.68,64.26,1.93,0.87,7.16,21.36,59.19,7.51,4.49,39.44,105.59,17.51
2014-01-01,69.0,138.0,138.0,104.0,14.0,8.65,42.19,5.43,67.21,2.09,0.98,7.0,20.0,54.0,7.0,3.82,28.0,78.0,6.0
2013-01-01,65.1,128.06,123.25,86.67,15.12,7.79,46.85,5.62,64.94,2.14,1.08,7.77,21.05,45.15,6.7,3.44,31.2,127.34,9.72
2012-01-01,49.0,282.0,139.0,86.0,10.17,4.72,77.33,4.54,80.39,1.0,0.31,6.49,11.47,-1.58,19.0,1.8,22.0,43.0,0.0
2011-01-01,47.0,238.0,56.0,33.0,9.97,4.95,73.73,4.6,79.34,1.03,0.32,5.7,9.37,-1.33,14.92,1.4,14.0,68.0,0.0
2010-01-01,42.0,320.0,124.0,73.0,14.19,4.85,75.25,4.26,85.68,1.24,0.33,9.46,16.06,-1.24,25.69,2.12,9.0,228.0,1.0
2009-01-01,48.0,267.0,105.0,66.0,10.21,5.15,70.87,3.82,95.54,1.13,0.34,7.96,14.06,-0.45,20.32,1.54,31.0,98.0,4.0
2008-01-01,48.0,237.0,145.0,77.0,1.18,5.22,69.92,3.9,93.58,1.07,0.37,1.26,0.49,-0.83,0.67,0.05,18.0,50.0,2.0
2007-01-01,50.0,240.0,189.0,115.0,1.82,4.89,74.64,4.07,89.68,0.92,0.33,1.35,0.79,-2.29,1.26,0.08,85.0,49.0,6.0
2006-01-01,50.0,265.0,122.0,73.0,0.0,4.63,78.83,3.71,98.38,0.84,0.27,-2.0,-5.0,-3.0,-10.0,-0.48,2.0,0.0,0.0
2005-01-01,50.0,255.0,145.0,85.0,0.0,5.01,72.85,4.19,87.11,0.85,0.3,0.0,-2.0,-1.0,-3.0,-0.17,0.0,0.0,0.0
2004-01-01,54.0,218.0,73.0,46.0,3.0,4.72,77.33,4.75,76.84,0.83,0.28,3.0,6.0,-4.0,9.0,0.56,0.0,54.0,0.0
2003-01-01,51.0,251.0,101.0,73.0,3.0,4.42,82.57,4.47,81.65,0.85,0.28,5.0,7.0,-3.0,12.0,0.69,11.0,130.0,2.0
2002-01-01,51.0,224.0,66.0,47.0,1.0,3.92,93.11,4.46,81.83,0.82,0.28,3.0,2.0,2.0,4.0,0.18,3.0,22.0,1.0
2001-01-01,52.47,216.6,68.13,47.62,-0.01,4.3,84.88,4.35,83.9,0.85,0.31,-0.64,-5.01,3.84,-7.95,-0.42,17.56,98.27,3.79
2000-01-01,45.4,254.38,67.2,38.69,4.2,4.66,78.33,3.36,108.63,0.9,0.28,7.48,10.82,4.34,19.19,1.32,14.44,116.54,3.9
1999-01-01,44.01,228.36,82.66,44.07,-1.63,4.74,77.0,3.54,103.11,0.87,0.3,-2.56,-7.17,2.45,-12.22,-0.83,-90000.0,46.2,-90000.0
1998-01-01,40.53,231.14,116.67,65.07,-0.52,4.47,81.66,4.01,91.02,0.8,0.3,-1.18,-4.05,1.95,-6.26,-0.44,0.67,74.51,-0.11
1997-01-01,45.81,197.62,97.77,58.78,-3.97,4.36,83.72,3.99,91.48,0.75,0.32,-7.83,-16.0,2.73,-25.23,-1.93,19.59,72.22,3.86
1996-01-01,39.07,206.8,146.01,84.12,-8.3,3.75,97.33,4.08,89.46,0.75,0.32,-10.83,-17.55,2.48,-28.54,-2.29,25.36,52.21,2.9
