,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,23.37,456.95,444.14,370.18,34.42,12.07,30.24,14.14,25.81,2.04,0.42,7.90,10.72,23.33,18.26,2.55,82.58,24.44,4.61
2016,33.21,421.14,153.71,130.52,-6.89,14.01,26.05,13.21,27.63,1.59,0.33,-2.22,-3.60,-7.78,-7.40,-0.81,2.50,-31.43,0.41
2015,29.70,432.91,286.40,236.01,1.75,12.91,28.27,11.48,31.79,1.57,0.34,0.31,0.16,0.61,0.32,0.04,9.28,23.75,0.73
2014,31.01,422.60,320.51,260.65,5.24,13.97,26.12,12.91,28.27,1.86,0.45,0.49,0.55,1.52,0.89,0.13,-32.65,53.33,-2.73
2013,30.04,206.28,219.79,173.48,-96.19,13.51,27.01,12.29,29.69,1.85,0.78,-3.19,-4.42,-5.97,-4.13,-0.62,-2.00,95.83,-0.22
2012,21.65,194.61,315.54,229.14,96.66,10.77,33.89,13.22,27.60,1.95,0.82,2.88,3.84,-4.56,3.84,0.61,-6.86,121.49,-5.77
2011,28.99,264.22,385.84,287.65,168.37,12.55,29.08,15.27,23.90,2.53,0.79,22.22,32.48,25.81,25.65,5.53,142.42,236.15,8.66
2010,35.52,235.20,241.37,187.07,41.99,13.30,27.44,16.94,21.54,2.57,0.88,14.83,24.71,26.09,16.15,3.52,122.61,375.97,9.39
2009,47.42,196.16,288.72,206.45,8.61,12.70,28.74,12.04,30.31,1.45,0.61,5.40,9.81,6.61,8.03,1.15,92.23,396.17,4.26
2008,52.49,185.30,372.87,287.63,-5.46,12.55,29.08,12.50,29.20,1.62,0.73,-6.45,-14.78,-3.37,-10.48,-1.78,126.25,298.3,3.87
2007,48.26,191.66,217.97,133.11,6.09,10.76,33.92,13.37,27.29,1.86,0.79,7.35,13.04,17.23,7.95,1.70,116.79,312.38,7.41
2006,54.87,183.87,265.48,190.29,3.12,11.41,31.98,12.72,28.69,1.59,0.72,5.48,9.22,10.79,5.49,1.05,88.53,326.27,4.91
2005,58.78,149.70,150.11,95.84,2.79,9.46,38.58,10.58,34.49,1.29,0.68,3.93,7.13,19.44,4.01,0.71,112.69,270.76,9.26
2004,66.94,122.11,131.29,77.27,2.55,7.81,46.73,10.68,34.17,0.83,0.50,2.54,4.61,6.12,2.96,0.41,29.98,55.39,2.65
2003,69.25,121.64,128.67,91.99,1.52,7.08,51.55,11.05,33.03,0.61,0.38,1.78,2.00,0.35,1.54,0.18,6.97,11.25,0.55
2002,73.55,94.48,28.81,19.25,-0.07,7.28,50.13,8.41,43.40,0.46,0.30,-0.93,-12.63,0.33,0.00,-1.20,4.21,10.57,1.74
2001,71.30,120.61,53.97,36.68,75.96,6.03,60.53,8.03,45.45,0.41,0.27,-3.73,-20.96,-7.97,-25.07,-2.34,2.49,12.90,0.49
2000,66.42,122.44,62.84,42.53,111.86,8.10,45.06,10.45,34.92,0.52,0.34,1.14,0.49,5.28,0.50,0.06,-5.98,16.62,-1.21
1999,63.81,125.26,50.50,37.57,27.76,8.65,42.19,9.18,39.76,0.34,0.22,0.43,-1.44,-3.58,-2.48,-0.02,-0.19,28.08,-0.04
1998,58.27,134.24,75.06,57.83,100.33,11.12,32.82,8.04,45.40,0.35,0.22,1.58,0.74,-0.89,1.39,0.12,13.90,41.85,1.97
1997,50.62,137.25,83.65,62.47,713.23,13.36,27.32,7.93,46.03,0.50,0.30,5.37,8.91,5.96,14.27,1.55,25.65,69.40,4.33
1996,39.80,149.16,132.02,93.88,917.33,14.18,25.74,7.80,46.79,0.64,0.38,5.27,8.07,9.27,12.41,1.49,57.43,128.35,5.50
1995,41.93,130.90,145.42,113.66,509.45,17.08,21.37,7.85,46.50,0.61,0.39,3.63,5.29,10.90,7.71,0.84,20.87,75.87,2.68
1994,41.16,125.02,141.83,107.75,0.00,17.98,20.30,6.45,56.59,0.39,0.27,-12.02,-19.13,-8.72,-45.75,-3.30,-59.78,46.0,-6.47
1993,31.27,135.63,503.15,388.77,7.76,19.69,18.54,5.62,64.95,0.51,25.96,0.89,1.07,-3.41,2.44,0.17,47.08,125.98,1.57
1992,21.62,174.37,387.80,308.77,-2943.77,0.20,1825.00,0.06,6083.33,0.96,0.48,-1.47,-1.91,-6.64,-3.19,-0.26,30.73,-842.02,0.9
