,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,50.22,157.46,84.60,44.41,980.82,15.39,23.71,12.07,30.24,1.69,0.81,7.55,14.15,34.52,8.29,2.01,44.36,42.36,11.12
2016,54.50,149.56,74.25,35.66,-118.29,13.24,27.56,9.32,39.16,1.11,0.53,-1.14,-3.82,-8.24,-3.31,-0.64,11.54,25.95,1.71
2015,53.30,169.23,106.54,54.07,-3.07,12.28,29.72,7.63,47.83,0.83,0.38,-0.66,-1.68,-3.90,-2.26,-0.14,3.98,35.56,-1.42
2014,44.36,184.49,118.89,78.59,150.26,15.46,23.60,13.93,26.20,1.25,0.48,0.41,0.34,0.49,0.45,0.13,-7.05,46.62,-3.94
2013,28.46,302.90,125.22,91.40,3360.65,17.40,20.97,14.02,26.03,2.26,0.67,5.67,7.54,17.37,8.20,1.45,81.78,91.76,6.43
2012,13.90,323.54,132.22,69.48,31912.06,13.41,27.21,13.89,26.27,2.44,0.66,6.26,7.20,19.60,9.39,1.32,87.27,97.51,-0.08
2011,12.58,326.94,154.93,106.36,119578.00,16.99,21.48,20.89,17.47,3.24,0.80,16.66,18.69,37.06,20.78,3.64,227.66,117.98,5.39
2010,9.05,419.67,193.58,113.32,103793.51,17.79,20.51,31.46,11.60,3.47,0.80,13.50,14.85,20.14,16.89,2.64,181.44,127.99,1.34
2009,9.30,372.94,223.31,179.14,38534.70,15.83,23.05,24.98,14.61,2.52,0.67,10.01,11.05,9.98,14.85,1.81,176.16,119.53,5.05
2008,9.94,307.90,187.24,112.34,19257.60,14.95,24.41,17.00,21.47,3.20,0.90,7.65,8.66,25.86,8.42,1.42,165.37,136.33,1.20
2007,13.92,314.91,262.92,223.57,88780.93,11.08,32.94,14.62,24.96,3.52,0.89,15.59,17.81,39.66,17.44,3.01,194.49,163.64,12.86
2006,11.05,386.26,344.24,282.33,58192.92,10.15,35.96,14.22,25.66,3.46,0.78,10.66,11.84,21.34,13.70,1.93,233.94,163.26,8.42
2005,9.10,418.28,415.96,366.68,77283.18,14.15,25.79,13.36,27.32,3.64,0.88,17.86,20.09,35.33,20.18,3.03,209.96,190.73,2.62
2004,13.85,319.73,210.26,157.69,42258.53,17.99,20.28,10.68,34.17,3.27,0.96,22.56,27.14,50.18,23.41,4.10,248.57,208.69,15.52
2003,20.57,276.51,141.96,82.66,3184.93,13.56,26.91,10.11,36.10,2.20,0.78,17.40,22.15,35.60,21.60,3.12,211.39,136.19,12.85
2002,27.16,208.43,118.77,65.81,1329.78,12.55,29.08,9.84,37.09,1.62,0.68,9.29,12.72,18.31,13.25,1.61,62.60,89.49,3.61
2001,31.69,197.67,113.91,49.28,666.72,7.37,49.52,9.88,36.94,1.29,0.54,5.69,7.96,8.29,9.96,0.89,98.46,78.52,7.46
2000,33.97,204.45,102.01,76.49,524.26,6.85,53.28,14.16,25.77,1.66,0.58,5.37,7.08,8.33,8.01,0.77,73.94,79.84,8.65
1999,12.89,305.19,206.45,172.75,691.59,8.43,43.30,9.00,40.56,1.83,0.51,8.45,8.72,10.55,14.63,1.09,117.88,183.82,5.96
1998,15.79,318.68,189.71,134.06,3542.56,10.81,33.77,10.38,35.16,2.10,0.66,14.86,17.29,22.51,22.11,2.13,98.94,204.85,8.25
1997,16.12,240.51,245.79,219.39,440.20,8.97,40.70,15.38,23.73,1.18,0.49,3.88,3.63,3.68,6.24,0.42,119.39,105.68,7.63
1996,15.70,200.33,255.43,177.77,-135.53,6.72,54.31,11.37,32.10,0.89,0.41,-1.15,-2.03,-2.16,-4.22,-0.23,72.96,104.75,2.88
1995,17.45,190.59,298.58,198.59,-754.11,5.92,61.66,9.44,38.67,0.69,0.34,-3.62,-4.21,-4.60,-10.43,-0.52,44.57,100.17,1.7
