,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,9.98,764.85,928.56,338.95,11154.47,7.80,46.79,2.96,123.31,7.70,0.92,11.63,13.01,76.90,12.67,6.17,147.10,93.80,2.11
2016,11.20,750.73,824.69,225.19,1297.31,7.27,50.20,3.54,103.10,7.71,0.94,12.29,14.12,75.29,13.04,6.69,119.99,85.75,0.68
2015,14.80,695.48,619.15,477.92,1022.24,8.03,45.45,3.71,98.38,8.09,0.99,12.81,15.63,86.20,12.93,7.48,102.15,95.91,0.26
2014,21.20,672.52,435.78,308.48,537.11,9.50,38.42,3.78,96.56,8.39,1.08,14.81,18.43,102.17,13.72,8.67,61.81,97.49,1.42
2013,18.25,608.52,499.22,370.75,3724.25,9.62,37.94,3.75,97.33,7.68,1.08,13.28,16.36,86.78,12.25,7.43,94.06,124.83,4.53
2012,19.61,977.41,420.43,288.56,250137.31,7.78,46.91,4.52,80.75,12.19,1.09,12.18,14.81,72.29,11.21,6.61,60.39,108.79,1.19
2011,15.83,872.02,523.87,399.22,570.63,8.26,44.18,7.53,48.47,14.06,1.38,13.60,15.91,68.77,9.83,6.72,127.01,127.48,13.93
2010,13.30,864.40,615.03,485.33,215.31,7.80,46.79,8.56,42.64,17.99,1.55,7.29,8.40,40.66,4.69,3.48,120.66,94.95,1.06
2009,13.85,1215.03,724.58,546.38,30357.19,8.89,41.05,6.00,60.83,22.84,1.72,22.52,26.76,113.07,13.03,10.42,165.18,70.05,12.56
2008,18.74,1032.29,426.50,271.23,127.36,9.50,38.42,6.44,56.67,23.71,1.90,12.92,16.19,55.42,6.74,5.72,75.19,64.8,6.20
2007,22.85,1016.55,475.15,335.32,84.62,9.77,37.35,8.94,40.82,26.19,2.49,16.50,24.95,75.58,7.34,7.78,90.16,64.79,9.31
2006,32.03,702.97,428.00,276.80,102449.98,8.88,41.10,8.85,41.24,18.51,2.11,24.38,32.54,74.03,9.41,7.23,15.05,50.43,-6.68
2005,14.33,467.88,543.87,371.11,157928.09,8.43,43.29,11.54,31.62,12.52,2.16,19.18,23.43,53.40,8.86,4.58,13.34,75.63,-14.77
2004,22.15,546.85,743.01,632.76,34025.84,9.57,38.14,13.56,26.91,12.28,2.11,27.19,37.18,71.18,12.91,6.85,218.05,130.08,13.58
2003,32.30,472.73,588.12,456.26,3841.31,8.54,42.74,8.62,42.34,8.21,1.77,26.64,35.85,71.11,15.01,6.32,117.89,115.71,5.44
2002,15.91,315.65,473.50,360.92,960.60,8.73,41.80,7.83,46.61,5.65,1.51,28.15,34.85,63.19,16.77,5.40,88.15,134.79,13.04
2001,23.58,270.64,309.84,236.32,172.60,8.06,45.28,7.90,46.20,4.89,1.38,15.33,19.40,32.05,10.26,2.91,83.71,134.44,14.80
2000,18.91,282.84,373.67,294.21,94.72,10.30,35.43,11.83,30.85,6.82,1.96,26.40,31.93,65.59,11.54,5.03,90.19,144.00,16.22
