,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,41.9,305.81,190.2,131.28,0.97,5.38,67.84,6.04,60.43,4.99,1.0,0.65,0.93,-0.02,0.55,0.34,2.14,84.64,-3.17
2016-01-01,40.6,364.3,209.51,165.61,52.2,4.98,73.29,6.63,55.05,5.72,1.04,2.73,4.26,20.9,2.56,1.23,35.1,91.73,3.55
2015-01-01,34.64,412.49,258.37,200.03,233.4,4.85,75.25,6.42,56.85,6.07,1.04,9.72,14.4,68.78,9.25,4.33,47.36,87.76,8.22
2014-01-01,31.01,463.8,300.16,245.51,167.79,4.83,75.56,7.34,49.72,5.69,0.98,9.96,14.39,57.56,10.08,4.16,36.42,92.62,3.72
2013-01-01,31.49,424.82,286.69,244.13,67.2,4.77,76.51,6.6,55.3,2.32,0.94,7.38,10.69,41.76,7.85,3.0,88.36,117.92,9.79
2012-01-01,37.0,3468.0,129.0,121.0,80.0,5.92,61.65,31.36,11.63,16.22,0.88,15.0,23.0,19.0,16.0,6.15,27.0,103.0,2.0
2011-01-01,34.0,4215.0,168.0,153.0,39.0,6.25,58.4,26.19,13.93,16.57,0.95,4.0,6.0,38.0,4.0,1.43,50.0,85.0,1.0
2010-01-01,34.0,5067.0,138.0,127.0,79.0,5.12,71.28,26.02,14.02,21.3,0.99,15.0,26.0,27.0,15.0,6.21,31.0,96.0,6.0
2009-01-01,52.0,4451.0,114.0,104.0,44.0,4.72,77.33,23.28,15.67,22.09,1.03,7.0,14.0,35.0,6.0,2.77,34.0,85.0,16.0
2008-01-01,49.0,2431.0,95.0,85.0,32.0,5.2,70.19,28.53,12.79,22.74,1.24,9.0,22.0,38.0,9.0,4.37,55.0,83.0,32.0
2007-01-01,42.0,2041.0,117.0,106.0,35.0,4.4,82.95,24.79,14.72,17.3,1.17,9.0,22.0,25.0,10.0,4.2,266.0,92.0,0.0
2006-01-01,50.06,2006.8,169.34,151.47,26.39,4.81,75.88,21.54,16.94,14.5,1.24,14.0,29.0,27.68,12.0,5.29,61.0,92.0,13.0
2005-01-01,53.0,1195.0,123.0,109.0,81.0,4.4,82.95,19.83,18.4,33.34,1.43,13.0,25.0,35.0,9.0,4.4,10.0,83.0,-9.0
2004-01-01,45.0,908.0,145.0,130.0,1427.0,4.63,78.83,22.09,16.52,25.13,1.63,17.0,30.0,59.0,10.0,5.08,36.0,105.0,13.0
2003-01-01,44.0,870.0,169.0,151.0,0.0,5.22,69.92,20.52,17.78,23.1,1.75,19.0,32.0,57.0,11.0,5.11,27.0,108.0,13.0
2002-01-01,37.0,731.0,203.0,179.0,0.0,4.67,78.15,12.61,28.94,15.83,1.57,13.0,21.0,32.0,8.0,3.03,39.0,100.0,16.0
