,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,66.46,225.0,115.84,53.93,5.88,13.47,27.09,4.13,88.37,6.27,1.57,4.22,10.94,21.79,2.23,1.61,3.32,81.63,-1.19
2016-01-01,69.5,231.25,117.15,52.37,4.89,14.36,25.41,3.62,100.82,5.79,1.43,3.43,9.11,17.5,1.91,1.33,22.82,121.8,10.69
2015-01-01,70.51,204.3,107.69,48.98,5.0,12.89,28.31,3.98,91.7,5.78,1.44,3.39,9.09,16.97,1.86,1.32,12.78,81.38,5.52
2014-01-01,70.46,214.88,116.07,62.57,5.7,12.25,29.79,4.63,78.83,5.87,1.49,3.61,10.15,17.18,1.99,1.42,1.54,75.83,-1.89
2013-01-01,70.93,193.14,111.17,58.25,5.8,13.61,26.81,4.92,74.18,5.68,1.56,3.39,9.57,14.04,1.82,1.3,11.5,98.8,4.43
2012-01-01,51.49,1760.0,158.07,145.47,9.48,3.45,105.79,63.85,5.71,20.43,0.79,5.05,10.22,5.75,5.79,1.4,96.76,42.55,19.82
2011-01-01,58.67,2140.54,269.89,245.39,8.21,4.17,87.52,92.88,3.92,22.08,0.86,4.62,9.72,6.21,4.79,1.27,18.47,17.49,0.23
2010-01-01,56.52,1831.15,227.81,210.93,9.27,4.57,79.86,134.38,2.71,18.68,0.81,3.84,7.87,4.3,4.23,1.01,19.83,21.16,1.41
2009-01-01,56.87,1604.73,205.84,194.97,2.8,3.76,97.07,121.66,3.0,17.45,0.74,1.44,2.4,3.14,1.29,0.31,31.88,23.36,3.31
2008-01-01,63.66,1656.0,202.77,194.22,2.33,4.53,80.57,128.86,2.83,22.96,0.9,3.04,4.98,7.1,2.11,0.65,13.97,26.02,-0.75
2007-01-01,60.14,1529.0,189.11,181.33,3.13,5.58,65.41,131.12,2.78,14.06,1.11,5.73,9.65,8.97,3.81,1.32,8.25,32.66,-0.35
2006-01-01,51.32,541.96,134.29,122.26,2.74,6.35,57.48,156.63,2.33,10.35,1.52,5.73,7.72,15.06,2.64,1.02,47.01,40.9,8.69
2005-01-01,45.07,438.21,183.38,170.21,5.18,6.94,52.59,192.2,0.0,10.38,1.8,8.81,13.23,15.33,4.11,1.9,33.22,48.71,1.17
2004-01-01,43.23,413.68,216.69,203.38,8.01,7.09,51.48,223.08,0.0,9.65,1.84,9.92,16.16,13.96,4.81,2.26,42.02,42.38,6.36
2003-01-01,47.34,393.73,243.98,233.07,2.13,6.66,54.8,139.63,2.61,7.38,1.81,3.14,3.66,2.45,1.17,0.5,8.96,36.65,0.0
2002-01-01,35.99,263.24,194.8,176.97,9.04,9.53,38.3,105.79,3.45,6.23,2.15,11.6,16.06,14.45,4.85,2.29,9.61,53.86,-1.96
2001-01-01,33.84,206.91,176.07,151.87,5.81,17.54,20.8,90.7,4.02,4.93,2.1,11.59,15.46,19.3,4.67,2.2,67.57,66.33,8.1
2000-01-01,39.74,190.96,200.27,176.07,5.69,18.4,19.83,81.26,4.49,4.29,1.97,11.09,14.55,13.51,4.76,2.1,41.31,60.79,3.55
1999-01-01,30.7,171.34,101.74,86.23,11.5,16.77,21.76,107.21,3.4,5.92,2.24,11.83,16.73,15.92,4.87,2.48,46.74,87.44,10.37
1998-01-01,39.38,212.38,117.13,111.04,6.99,14.3,25.52,128.21,2.85,7.43,2.29,10.44,14.0,26.3,3.96,2.14,29.41,125.98,16.94
1997-01-01,29.39,207.66,153.33,140.84,4.27,14.47,25.22,89.55,4.08,6.57,2.0,7.64,9.94,12.63,3.06,1.52,28.02,93.44,11.06
1996-01-01,45.98,196.45,131.6,94.1,2.94,14.72,24.8,63.49,5.75,5.78,1.68,5.11,5.99,4.16,2.13,0.95,4.06,64.08,3.19
1995-01-01,32.47,216.17,169.77,127.88,2.0,16.19,22.54,69.48,5.25,6.83,2.05,4.63,3.79,11.63,1.21,0.6,24.41,41.29,10.8
1994-01-01,35.08,220.16,176.43,164.23,7.62,16.35,22.32,46.52,7.85,5.74,1.76,12.7,19.1,20.1,6.33,2.82,7.44,27.99,3.81
1993-01-01,52.3,147.18,112.14,104.25,10.93,17.2,21.22,63.86,5.72,7.88,2.87,12.86,22.44,44.85,4.07,2.97,21.76,23.49,21.69
1992-01-01,41.26,137.66,113.19,92.84,6.91,18.75,19.47,87.58,4.17,8.26,3.22,8.5,12.07,19.4,2.08,1.69,9.88,-9.4,6.3
