,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,87.06,205.20,103.20,58.39,-424.88,2.96,123.31,4.27,85.48,0.49,0.24,-12.47,-77.67,-4.69,-59.90,-0.50,-65.89,-292.54,-9.91
2016,76.45,87.52,38.85,13.95,-814.53,2.91,125.42,5.26,69.39,0.31,0.17,-14.26,-48.24,-5.73,-92.00,-0.59,-31.23,-199.59,-8.95
2015,58.35,86.28,26.73,14.12,-1658.67,2.05,178.04,5.71,63.92,0.19,0.10,-21.04,-48.39,-9.88,-213.32,-0.99,-39.33,-17.71,-9.26
2014,51.55,112.24,49.05,14.66,-3447.14,1.83,199.45,4.63,78.83,0.26,0.12,-26.32,-47.17,-15.53,-209.43,-1.55,-20.98,23.12,-5.77
2013,35.54,156.95,111.12,54.25,-7685.08,1.34,272.38,3.11,117.36,0.43,0.17,-26.87,-41.31,-23.76,-151.42,-2.20,-30.82,24.21,-4.96
2012,29.69,519.82,112.15,62.07,-6928.33,2.68,136.19,3.71,98.38,1.82,0.27,-19.60,-27.39,-21.36,-80.99,-1.99,-12.92,19.14,-2.00
2011,25.88,334.53,150.69,77.19,-8033.94,2.24,162.94,3.60,101.38,1.24,0.28,-17.11,-23.00,-18.67,-68.76,-2.09,51.23,31.42,6.12
2010,23.94,313.87,236.08,187.59,-1212.44,2.48,147.17,3.67,99.45,1.40,0.34,-2.29,-3.10,-13.13,-6.96,-0.23,69.15,28.75,7.21
2009,18.25,237.14,200.19,109.48,-28699.14,2.31,158.00,2.90,125.86,0.88,0.30,-59.80,-92.49,-23.55,-239.02,-10.72,-28.74,37.29,-2.93
2008,47.11,133.67,67.84,39.11,-1514.85,1.66,219.87,1.89,193.12,0.69,0.27,-18.84,-35.78,-17.66,-87.10,-5.26,10.57,37.3,4.77
2007,43.39,241.99,281.11,185.77,170.02,3.11,117.36,3.31,110.27,1.36,0.47,1.39,1.17,0.47,1.39,0.20,-17.92,45.52,-4.44
2006,42.16,270.81,421.27,330.65,2090.05,3.69,98.91,4.39,83.14,1.62,0.51,4.92,8.29,9.78,7.43,1.28,61.26,69.96,6.41
2005,44.00,187.00,324.00,229.00,900.00,3.68,99.18,4.43,82.39,1.42,0.68,5.00,9.00,8.00,7.00,1.18,100.00,59.0,7.00
2004,46.07,162.69,260.50,161.30,1787.92,5.18,70.46,5.00,73.00,1.59,0.81,13.75,21.65,31.43,16.27,3.03,77.17,39.50,5.09
2003,29.00,162.00,220.00,144.00,29.00,5.25,69.52,5.60,65.17,1.56,0.82,16.00,22.00,29.00,19.00,2.88,124.00,37.00,19.00
