,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,21.65,224.42,262.98,178.73,0.89,4.51,80.93,4.32,84.49,1.35,0.41,-14.72,-17.95,-18.84,-35.03,-1.89,-120.27,40.37,-56.35
2016,14.60,298.70,433.67,390.36,-80.29,4.60,79.34,4.98,73.29,1.35,0.30,-10.64,-12.65,-15.32,-36.38,-1.53,-36.40,40.37,-6.30
2015,10.01,555.57,848.20,740.58,-340.36,4.00,91.25,3.91,93.35,1.18,0.20,-10.02,-11.47,-17.81,-51.10,-1.65,0.00,62.67,0.00
2014,14.36,535.04,683.32,639.78,-32.49,5.15,70.87,4.50,81.11,0.65,0.13,-4.70,-5.35,-0.89,-36.86,-0.86,0.00,74.26,0.00
2013,10.00,423.00,1204.00,1192.00,146.00,7.00,52.14,21.41,17.04,0.72,0.20,30.00,37.00,54.00,149.00,4.40,,158.00,
2012,26.66,724.61,131.41,131.41,,1.92,190.10,5.63,64.83,0.19,0.02,-42.83,-53.33,-11.47,-2725.03,-2.97,,192.75,
2011,4.10,1198.34,699.61,673.29,-1595.91,6.95,52.51,7.26,50.27,2.61,0.21,-3.93,-4.73,-4.06,-21.54,-0.34,-53.97,399.18,-0.99
2010,20.14,673.08,163.55,127.68,-6920.91,6.59,55.38,6.32,57.75,3.43,0.44,-23.90,-31.16,-3.43,-67.36,-2.69,46.15,333.04,4.35
2009,22.02,282.54,152.18,127.41,306.01,7.58,48.15,3.73,97.85,1.54,0.45,1.25,1.13,-1.34,1.95,0.11,62.79,249.34,8.25
2008,26.79,236.74,143.93,94.06,-1180.25,8.34,43.76,4.27,85.48,1.99,0.65,-11.24,-16.87,-3.30,-20.68,-1.48,31.62,98.64,4.75
2007,32.46,189.61,100.72,61.88,215.76,9.33,39.12,6.96,52.44,2.31,0.84,1.70,1.56,-1.41,1.23,0.15,26.98,126.94,5.53
2006,38.51,151.37,90.44,49.17,0.00,11.76,31.03,6.53,55.89,1.62,0.69,-2.25,-4.81,-2.32,-4.35,-0.46,17.51,79.19,4.60
2005,37.18,136.16,75.84,47.63,0.00,8.25,44.24,5.46,66.84,0.91,0.47,-6.01,-10.60,-12.85,-14.55,-1.06,10.48,71.16,2.44
2004,35.86,126.58,77.72,46.83,0.00,5.98,61.03,6.00,60.83,0.93,0.53,-3.19,-6.51,-3.41,-8.28,-0.76,20.66,45.81,4.81
2003,36.56,120.92,73.48,47.41,-232.39,3.14,116.24,6.20,58.87,0.80,0.46,-4.87,-10.19,-8.28,-13.82,-1.31,23.02,31.32,6.97
2002,41.05,123.17,123.07,94.49,111.93,2.85,128.07,7.03,51.92,0.73,0.45,1.82,0.65,-2.74,0.85,0.09,18.70,25.87,4.48
2001,42.32,98.81,78.89,62.26,-24.71,3.61,101.10,6.92,52.74,0.53,0.36,0.45,-0.54,0.04,-0.87,-0.09,,22.33,
2000,29.68,119.01,131.26,110.31,1186.08,9.72,37.55,7.33,49.79,0.70,0.46,19.88,29.73,45.53,30.72,3.59,78.41,31.47,20.38
