,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,10.3,23.08,3.56,2.4,0.0,0.0,0.0
2016-01-01,93.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,11.57,30.9,3.99,2.73,0.0,0.0,0.0
2015-01-01,93.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,11.69,31.98,4.5,2.75,0.0,0.0,0.0
2014-01-01,93.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,9.52,23.13,3.36,2.15,0.0,0.0,0.0
2013-01-01,94.41,0.0,2142.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,8.05,18.63,2.29,1.74,0.0,0.0,0.0
2012-01-01,92.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,10.32,20.8,3.14,2.03,0.0,0.0,0.0
2011-01-01,95.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,13.01,19.94,2.65,2.01,0.0,0.0,0.0
2010-01-01,95.1,0.0,2576.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,11.92,13.56,1.7,1.97,0.0,0.0,0.0
2009-01-01,95.62,0.0,1282.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,18.79,18.97,1.39,2.1,0.0,0.0,0.0
2008-01-01,98.62,0.0,788.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,36.06,28.07,2.27,2.71,0.0,0.0,0.0
2007-01-01,95.42,0.0,1050.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,12.87,10.91,1.73,1.48,0.0,0.0,0.0
2006-01-01,95.02,0.0,2071.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,6.52,4.31,0.86,0.64,0.0,0.0,0.0
2005-01-01,95.27,0.0,2218.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,8.39,5.87,0.9,0.77,0.0,0.0,0.0
2004-01-01,96.29,0.0,4156.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.12,-45.29,8.77,-5.04,-4.73,0.0,0.0,0.0
2003-01-01,94.08,0.0,4065.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,4.0,7.11,0.65,0.48,0.0,0.0,0.0
2002-01-01,93.39,0.0,3409.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,9.36,10.56,1.69,1.07,0.0,0.0,0.0
2001-01-01,92.0,0.0,3924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,2.67,1.12,0.78,0.3,0.0,0.0,0.0
2000-01-01,91.0,0.0,5297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.07,-29.5,-39.05,-12.64,-3.89,0.0,0.0,0.0
1999-01-01,87.26,0.0,6027.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,7.1,10.72,3.14,1.05,0.0,0.0,0.0
1998-01-01,116.01,-90000.0,3475.28,-90000.0,0.0,-90000.0,-90000.0,-90000.0,-90000.0,-90000.0,0.0,0.08,0.73,2.15,0.31,0.12,-90000.0,-90000.0,-90000.0
1997-01-01,88.73,-90000.0,3315.79,-90000.0,0.0,-90000.0,-90000.0,-90000.0,-90000.0,-90000.0,0.0,2.29,20.83,30.06,7.25,3.06,-90000.0,-90000.0,-90000.0
1996-01-01,89.44,-90000.0,1124.11,-90000.0,0.0,-90000.0,-90000.0,-90000.0,-90000.0,-90000.0,0.0,1.51,13.32,22.19,5.03,2.02,-90000.0,-90000.0,-90000.0
1995-01-01,87.65,-90000.0,3356.46,-90000.0,0.0,-90000.0,-90000.0,-90000.0,-90000.0,-90000.0,29.25,1.83,14.27,15.33,5.7,2.23,-90000.0,-90000.0,-90000.0
1994-01-01,86.73,-90000.0,3182.0,-90000.0,0.0,-90000.0,-90000.0,-90000.0,-90000.0,-90000.0,30.98,2.4,17.8,30.95,7.21,3.11,-90000.0,-90000.0,-90000.0
1993-01-01,86.31,-90000.0,2897.59,-90000.0,0.0,-90000.0,-90000.0,-90000.0,-90000.0,-90000.0,0.3,2.1,15.36,26.51,6.42,2.68,-90000.0,-90000.0,-90000.0
