,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,60.46,74.31,76.20,57.64,0.00,5.17,70.59,4.89,74.64,1.53,0.79,-4.09,-12.00,-9.35,-6.07,-1.08,-8.15,-39.62,-2.84
2016,59.67,82.36,82.07,66.04,7.79,6.80,53.67,5.12,71.28,1.67,0.80,7.45,17.78,11.43,8.09,0.89,1.42,-91.94,0.50
2015,67.12,71.10,78.93,62.04,,7.24,50.41,4.36,83.71,1.41,0.74,-2.56,-11.38,-3.54,-5.03,-0.50,-3.96,2.73,-1.75
2014,67.71,57.57,59.65,37.89,,8.98,40.64,4.68,77.99,1.64,0.95,-5.05,-18.99,-8.92,-6.59,-0.89,-3.72,22.68,1.58
2013,66.62,60.54,66.80,39.22,,7.28,50.13,3.26,111.96,1.28,0.76,-7.85,-28.65,-14.95,-11.99,-1.37,2.53,15.22,1.08
2012,66.42,82.75,150.96,97.78,,7.44,49.05,3.29,110.94,1.47,0.67,-14.52,-38.16,-11.57,-22.02,-2.75,-14.21,34.25,-4.29
2011,55.21,86.32,203.11,120.24,,14.30,25.52,5.46,66.84,2.26,1.16,-15.32,-29.45,8.43,-13.34,-2.81,19.32,105.60,3.51
2010,39.41,131.95,153.85,104.58,-2373.95,10.69,34.14,7.00,52.14,1.83,0.97,-4.17,-6.58,-2.77,-4.45,-0.50,8.44,71.08,2.23
2009,29.24,120.86,175.04,113.11,0.00,8.64,42.24,3.16,115.50,1.10,0.59,-19.95,-27.42,-6.86,-35.63,-2.46,8.82,145.65,1.29
2008,19.23,145.90,213.48,113.80,0.00,9.73,37.51,3.59,101.67,1.38,0.63,-13.22,-20.95,-4.66,-26.50,-2.37,23.09,133.15,2.20
2007,21.68,206.54,188.40,166.97,0.00,9.96,36.64,5.05,72.27,1.82,0.69,-12.38,-14.68,-1.45,-17.23,-1.92,14.11,55.55,2.26
2006,8.39,199.75,357.37,113.83,,8.42,43.34,4.08,89.46,1.57,0.72,-7.79,-8.66,-3.15,-11.37,-1.22,-0.72,304.99,
2005,11.22,184.81,263.66,92.80,,7.28,50.13,3.75,97.33,1.48,0.71,-10.04,-11.54,-8.05,-14.52,-1.69,31.99,-125.85,2.69
2004,14.07,186.62,236.36,82.73,0.00,6.85,53.28,3.89,93.83,1.56,0.72,-3.22,-3.75,-6.21,-4.59,-0.62,23.27,154.46,2.65
2003,12.74,204.87,325.61,165.04,1517.54,7.60,48.02,4.79,76.20,1.81,0.77,0.04,0.03,2.71,0.00,0.01,0.00,6.80,0.00
2002,19.48,183.79,186.32,88.58,4720.75,9.40,38.82,6.35,57.48,2.07,0.91,3.57,4.23,3.04,3.69,0.76,28.79,31.15,4.68
2001,15.16,206.69,218.70,131.03,,7.41,49.25,6.56,55.64,1.95,0.80,-1.19,-1.58,-3.56,-1.71,-0.26,31.96,31.66,4.41
2000,11.49,258.69,537.10,463.78,211482.82,7.27,50.21,12.29,29.70,3.17,1.08,17.81,20.05,58.12,14.07,3.98,185.11,201.36,20.07
1999,10.86,225.63,554.03,441.36,33088.67,6.38,57.21,10.67,34.21,2.93,1.16,12.79,15.88,28.57,9.75,2.88,44.46,175.10,4.47
1998,31.03,171.55,244.48,176.72,86950.77,7.02,52.00,10.94,33.36,3.19,1.46,16.41,29.77,57.09,10.99,4.40,81.46,189.67,16.88
