,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,51.83,505.6,160.22,107.79,23.59,5.04,72.42,5.0,73.0,13.5,1.36,3.08,6.3,8.76,2.13,0.73,-3.97,48.09,-3.33
2016-01-01,56.25,475.74,164.07,115.21,10.57,5.47,66.72,4.84,75.41,12.37,1.36,3.24,7.57,10.53,2.16,0.81,11.54,77.55,6.59
2015-01-01,65.71,305.79,116.83,73.99,2.77,5.5,66.36,3.42,106.72,7.43,1.05,1.05,2.06,1.89,0.65,0.1,2.39,15.14,2.55
2014-01-01,67.42,192.37,104.38,62.77,-12.89,7.21,50.62,3.24,112.65,6.25,1.02,-8.14,-24.21,-15.55,-8.63,-1.35,-7.83,4.98,-8.03
2013-01-01,60.19,294.98,117.37,74.02,-20.46,6.48,56.32,4.23,86.28,6.55,0.95,-12.2,-31.69,-26.39,-13.4,-2.28,3.39,-71.64,2.62
2012-01-01,55.04,707.51,126.19,90.11,-21.06,5.46,66.84,4.82,75.72,13.73,0.98,-12.82,-29.91,-25.47,-13.75,-3.82,-18.4,-68.49,-14.04
2011-01-01,64.04,608.74,117.89,71.24,-76.47,4.35,83.9,4.08,89.46,12.52,0.86,-22.85,-49.06,-31.04,-26.84,-4.3,-31.05,9.16,-25.43
2010-01-01,41.17,993.19,161.65,105.33,-10.02,5.34,68.35,6.08,60.03,15.88,1.04,-1.93,-3.41,-2.78,-2.04,-0.38,-16.83,66.16,-7.07
2009-01-01,33.64,978.42,173.86,136.22,-4.75,3.75,97.33,6.16,59.25,10.95,0.8,-0.68,-1.21,-5.54,-1.0,-0.15,31.09,236.89,8.2
2008-01-01,35.09,849.34,190.87,153.49,8.39,4.67,78.15,6.89,52.97,11.68,0.95,5.02,6.72,6.09,4.65,0.85,19.44,132.66,2.35
2007-01-01,32.92,818.41,234.88,189.06,9.06,4.91,74.33,5.17,70.59,9.07,0.85,6.4,8.54,9.1,6.68,1.07,25.83,129.43,3.95
2006-01-01,33.87,698.87,241.3,180.04,10.41,5.14,71.01,4.59,79.52,6.3,0.77,6.51,8.56,11.72,7.48,1.01,2.9,109.89,0.82
2005-01-01,30.61,502.66,235.41,184.8,4.51,4.7,77.65,4.49,81.29,4.23,0.64,1.86,1.88,4.21,1.9,0.21,55.55,193.61,13.1
2004-01-01,40.36,407.69,165.65,128.84,12.19,4.76,76.68,4.3,84.88,3.64,0.56,5.23,7.57,5.12,7.79,0.8,0.0,57.89,0.0
2003-01-01,44.18,489.66,245.33,202.68,2.24,4.39,83.14,2.85,128.07,2.78,0.45,2.49,1.07,4.8,1.29,0.11,18.04,69.35,4.12
2002-01-01,45.89,443.97,250.93,185.77,-9.87,4.37,83.52,2.23,163.67,2.73,0.49,-7.4,-13.75,1.61,-16.68,-1.43,24.29,47.29,5.17
2001-01-01,35.36,406.35,200.97,110.31,9.69,4.35,83.9,2.32,157.32,3.54,0.64,10.22,15.15,5.58,14.41,1.76,56.62,29.56,11.6
2000-01-01,43.1,336.13,120.94,60.71,13.43,5.14,71.01,2.9,125.86,4.77,0.77,14.49,22.6,10.68,17.34,2.72,0.0,7.59,0.0
1999-01-01,37.36,464.99,165.05,98.72,17.34,5.52,66.12,2.2,165.9,4.17,0.65,16.53,24.44,6.56,24.19,2.81,12.24,19.77,4.7
1998-01-01,23.36,482.22,336.36,234.97,0.0,4.2,86.9,2.38,153.36,3.39,0.54,-4.77,-6.81,-4.39,-9.96,-1.0,-4.44,57.38,-0.97
1997-01-01,22.38,563.65,325.89,247.93,4.0,5.11,71.43,3.13,116.6,4.17,0.58,5.52,6.14,6.34,7.94,1.09,22.25,80.26,5.47
1996-01-01,22.06,565.83,312.34,243.35,15.0,5.25,69.52,3.6,101.39,4.35,0.61,8.92,11.0,16.86,11.65,1.95,39.47,88.96,9.07
1995-01-01,24.21,390.03,282.03,196.04,20.0,4.96,73.59,3.55,102.82,3.68,0.74,11.3,14.24,19.24,13.58,2.39,0.51,91.83,12.1
1994-01-01,23.28,322.85,303.2,231.49,10.79,6.45,56.59,3.85,94.81,3.27,0.8,11.1,13.97,17.13,12.65,2.47,25.85,58.26,6.15
