,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,6.81,232.38,1617.42,1372.16,1652.81,5.37,67.97,5.06,72.13,1.07,0.45,2.05,2.22,6.20,4.59,0.51,213.93,140.58,2.03
2016,8.66,224.52,1018.38,848.58,8517.25,5.81,62.82,5.39,67.71,1.15,0.48,5.44,5.93,15.98,11.25,1.16,151.04,147.17,2.63
2015,7.84,227.26,1300.04,1108.46,2209.82,5.93,61.55,5.75,63.47,1.21,0.53,4.69,5.09,12.11,8.85,1.00,326.21,137.07,6.95
2014,7.63,212.98,1723.15,1363.98,642.87,5.57,65.52,5.79,63.03,1.28,0.58,2.71,2.96,7.10,4.70,0.58,137.79,91.30,0.51
2013,9.76,213.14,946.53,752.62,558.24,5.46,66.84,5.56,65.64,1.16,0.51,3.42,3.79,8.80,6.58,0.72,76.62,85.18,1.27
2012,9.39,271.45,965.33,829.63,2380.33,7.36,49.59,5.71,63.92,1.36,0.45,3.92,4.31,9.34,8.48,0.74,162.25,162.42,2.82
2011,8.82,274.66,1051.20,863.90,551.84,8.29,44.02,6.34,57.57,1.68,0.56,6.58,7.25,13.96,11.70,1.21,215.50,150.94,4.69
2010,9.93,275.61,883.83,728.46,663.50,7.39,49.39,7.00,52.14,1.88,0.61,8.54,9.54,19.16,13.26,1.59,253.01,159.95,6.77
2009,11.34,284.05,852.49,718.86,1253.90,7.48,48.79,5.76,63.36,2.03,0.63,11.45,12.92,24.74,17.00,1.97,280.40,224.29,10.02
2008,11.54,222.56,793.30,581.79,230.41,8.97,40.69,6.22,58.68,2.03,0.81,9.63,10.83,19.03,11.70,1.56,350.64,196.57,9.88
2007,11.21,210.61,755.04,562.38,171.04,7.67,47.58,7.26,50.27,1.85,0.78,7.60,8.63,11.85,9.51,1.19,213.15,177.04,6.02
2006,13.51,172.68,495.88,364.30,150.88,6.74,54.15,7.25,50.34,1.32,0.66,2.37,2.70,7.15,3.52,0.36,154.08,127.23,6.82
2005,12.51,151.20,379.15,223.21,14.87,8.74,41.76,8.99,40.60,1.11,0.64,2.79,3.16,6.04,4.17,0.40,101.19,62.24,4.43
2004,22.28,145.76,252.19,182.13,0.00,7.03,51.92,7.01,52.06,0.57,0.33,-3.64,-5.55,-6.97,-13.32,-0.70,31.65,45.12,1.96
2003,31.72,171.46,963.68,811.81,2.91,8.69,42.00,7.09,51.48,0.57,0.31,2.13,2.40,-0.08,5.20,0.31,245.49,46.51,5.63
2002,34.54,153.73,593.93,449.78,0.00,5.89,61.96,5.23,69.78,0.31,0.18,1.47,1.42,-3.80,5.05,0.18,0.00,42.68,0.00
2001,22.32,129.94,244.32,181.60,29.59,5.71,63.92,6.05,60.33,0.34,0.23,0.90,1.17,0.86,3.96,0.14,30.42,72.60,2.03
2000,30.79,174.90,1219.75,726.41,188.15,7.68,47.52,7.55,48.34,0.78,0.33,14.16,18.94,7.94,42.63,2.38,504.21,101.60,12.41
