,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,50.98,146.22,140.92,66.79,4.58,50.22,7.26,1.02,357.84,0.46,0.23,2.88,4.81,13.25,9.92,1.13,84.77,36.85,7.1
2016-01-01,52.76,152.22,130.38,31.8,11.82,65.62,5.56,0.87,419.54,0.86,0.32,10.29,22.49,55.11,30.94,4.69,58.61,34.18,15.07
2015-01-01,57.66,209.14,111.82,8.68,-0.03,23.52,15.51,0.29,1258.62,0.46,0.12,-0.22,-0.68,-0.52,-2.59,-0.13,-7.99,25.3,-5.55
2014-01-01,50.48,290.47,129.38,20.71,15.8,23.68,15.41,0.25,1460.0,0.49,0.11,4.84,8.98,18.15,41.78,1.68,6.5,59.77,-5.97
2013-01-01,42.09,760.29,177.27,17.88,7.68,7.92,46.08,0.09,4055.55,0.33,0.04,0.77,1.07,3.79,19.21,0.19,-9.59,100.92,-11.35
2012-01-01,8.06,644.89,76.39,58.69,189.17,8.32,43.87,3.97,91.93,0.19,0.03,17.04,18.86,-1.1,555.95,3.11,184.98,210.09,3.55
2011-01-01,12.41,530.08,64.09,23.09,42.65,4.31,84.68,3.1,117.74,0.17,0.03,4.12,4.58,-1.55,128.21,0.67,0.0,71.59,0.0
2010-01-01,11.17,511.06,105.64,45.58,29.92,4.36,83.71,3.14,116.24,0.23,0.04,3.78,4.4,-1.65,88.53,0.63,56.92,321.36,2.56
2009-01-01,21.29,540.07,118.1,41.51,3.49,3.07,118.89,2.21,165.15,0.22,0.04,1.01,1.05,-1.08,21.14,0.1,0.0,0.0,0.0
2008-01-01,24.51,517.17,77.03,39.76,-4.39,3.14,116.24,3.01,121.26,0.27,0.05,-2.91,-4.59,-1.39,-68.71,-0.45,0.0,75.71,0.0
2007-01-01,28.15,490.25,109.37,73.19,1.77,3.11,117.36,2.87,127.17,0.29,0.05,0.89,0.64,-1.25,8.37,0.07,0.0,0.0,0.0
2006-01-01,30.18,420.49,62.07,50.13,3.21,5.22,69.92,2.6,140.38,0.6,0.12,1.34,1.45,-1.68,8.21,0.15,0.0,0.0,0.0
2005-01-01,36.1,409.14,77.5,42.45,-5.05,4.43,82.39,3.39,107.66,1.1,0.21,-2.41,-4.32,-1.45,-13.33,-0.45,0.0,0.0,0.0
2004-01-01,36.63,321.93,52.3,35.85,-1.0,5.38,67.84,4.7,77.65,1.63,0.31,-0.56,-1.47,-1.17,-2.88,-0.15,6.28,101.47,2.89
2003-01-01,40.58,317.73,58.53,35.48,-5.0,4.1,89.02,4.44,82.2,0.87,0.32,-3.4,-7.15,-1.35,-12.11,-0.74,0.0,61.58,0.0
2002-01-01,50.28,123.21,92.7,37.43,-2.06,4.22,86.49,4.79,76.2,0.63,0.32,-2.51,-6.68,0.09,-10.32,-0.71,7.52,38.85,3.02
2001-01-01,51.26,0.42,91.31,40.02,-3.28,3.71,98.38,5.07,71.99,0.62,0.23,-5.85,-13.77,-4.02,-30.34,-1.39,0.0,6.02,0.0
2000-01-01,47.53,193.23,107.85,48.22,-5.46,3.99,91.47,4.53,80.57,0.62,0.22,-8.92,-17.89,-3.11,-44.78,-2.09,19.67,38.34,6.33
1999-01-01,41.26,193.82,108.12,79.45,4.01,9.72,37.55,3.62,100.83,0.71,0.29,5.32,6.74,2.83,14.66,1.15,9.31,81.03,2.67
1998-01-01,30.25,176.02,191.68,144.41,-4.73,13.14,27.78,4.18,87.32,0.53,0.25,-4.05,-6.52,-7.36,-18.49,-1.09,-23.08,118.64,-3.17
1997-01-01,26.83,180.03,205.68,148.2,-11.1,12.22,29.86,4.06,89.9,0.49,0.24,-0.02,-0.03,-6.46,-8.85,-0.49,0.98,187.34,0.11
