,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,67.73,199.4,125.59,63.71,0.0,2.34,155.98,1.39,262.58,2.75,0.59,-0.99,-3.91,-7.97,-2.38,-0.93,0.0,16.88,0.0
2016-01-01,59.12,228.54,158.23,84.37,2.72,2.58,141.47,1.58,231.01,2.91,0.66,0.81,1.05,4.34,0.67,0.23,5.5,45.7,1.57
2015-01-01,55.34,248.12,165.01,84.66,8.04,2.43,150.2,1.4,260.71,3.27,0.65,2.65,5.06,16.47,3.52,1.06,5.1,45.14,0.69
2014-01-01,53.91,282.4,160.75,85.39,15.84,2.59,140.92,1.57,232.48,3.67,0.66,5.66,11.59,33.86,7.5,2.51,3.49,57.19,-0.29
2013-01-01,54.9,241.0,154.14,79.43,10.65,2.51,145.41,1.5,243.33,3.02,0.64,3.56,6.99,20.63,4.87,1.23,6.59,59.88,1.62
2012-01-01,43.39,348.95,176.9,95.6,10.42,1.87,195.18,1.55,235.48,2.89,0.54,2.77,4.59,11.35,4.89,0.98,27.52,88.83,8.37
2011-01-01,46.8,386.17,186.17,109.84,21.09,2.16,168.98,2.4,152.08,4.27,0.72,6.43,12.32,25.15,8.73,2.6,16.28,54.59,3.85
2010-01-01,53.69,320.36,133.77,84.22,29.98,2.61,139.84,3.14,116.24,4.39,0.69,7.58,14.0,31.45,9.11,2.95,0.0,44.93,-3.72
2009-01-01,38.61,304.38,180.07,113.41,3.66,1.26,289.68,1.48,246.62,1.79,0.4,1.85,2.63,0.81,4.04,0.54,35.89,52.38,11.62
2008-01-01,47.82,312.43,172.56,116.39,15.99,2.12,172.16,3.02,120.86,3.98,0.79,6.76,12.23,20.23,8.04,2.65,19.31,27.25,4.22
2007-01-01,49.14,375.18,161.3,114.23,39.94,2.15,169.76,3.33,109.6,5.23,0.77,8.6,15.39,44.18,9.65,3.68,0.0,17.68,-4.51
2006-01-01,41.1,307.92,158.46,107.49,124.07,2.67,136.7,3.67,99.45,4.53,0.89,15.65,27.43,40.71,15.1,5.74,10.57,21.81,-0.2
2005-01-01,47.25,295.15,159.39,100.6,60.22,2.66,137.21,2.83,128.97,5.02,0.95,12.94,25.18,43.77,12.85,4.67,7.34,17.13,0.0
2004-01-01,51.87,332.81,155.87,91.26,67.07,3.42,106.72,3.36,108.63,6.63,1.04,13.99,28.54,61.65,11.17,4.92,1.05,10.42,0.0
2003-01-01,51.39,307.59,220.0,141.38,32.26,3.04,120.06,3.16,115.5,4.53,0.99,13.09,25.13,56.03,11.29,4.43,12.96,19.41,3.03
2002-01-01,46.98,232.84,158.68,85.21,18.19,3.04,120.06,2.47,147.77,3.23,0.83,8.23,13.84,22.43,8.55,2.34,-7.47,-7.94,-7.21
2001-01-01,39.26,225.02,183.16,87.63,10.77,4.05,90.12,2.28,160.08,3.0,0.92,10.47,18.5,31.66,10.24,3.03,1.35,12.82,-0.93
2000-01-01,57.06,189.62,146.36,59.63,8.52,4.7,77.65,2.35,155.31,2.7,0.86,9.24,19.01,34.02,8.69,3.03,-2.36,19.92,-2.17
1999-01-01,55.7,164.71,132.37,54.85,3.61,4.12,88.59,2.27,160.79,2.06,0.76,4.42,7.31,10.67,4.2,1.19,4.02,70.66,0.39
1998-01-01,53.38,143.49,120.42,48.02,1.25,4.5,81.11,2.33,156.65,1.8,0.78,1.75,0.99,3.94,0.97,0.27,1.07,74.88,0.53
