,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,45.26,451.33,197.3,110.15,1.76,4.78,76.35,2.39,152.71,6.39,0.8,0.3,0.13,0.45,0.09,0.04,6.92,-237.01,1.85
2016-01-01,47.85,443.49,189.69,118.25,7.87,4.15,87.95,2.75,132.72,7.01,0.85,2.21,3.92,4.71,2.31,0.47,27.04,0.0,13.89
2015-01-01,52.19,419.87,173.15,111.83,8.24,4.43,82.39,3.61,101.1,7.86,0.99,2.82,5.07,7.01,2.49,0.49,-10.69,0.0,-7.59
2014-01-01,50.51,388.84,179.59,176.61,13.55,4.91,74.33,718.37,0.5,8.01,1.1,6.64,13.64,14.45,5.59,1.31,-40.12,48.87,-25.68
2013-01-01,59.58,306.97,154.14,148.35,7.45,4.7,77.65,0.18,2027.77,5.28,0.72,5.65,14.22,14.22,6.89,1.47,-35.58,156.95,-28.57
2012-01-01,68.68,381.07,131.22,119.35,1.85,3.98,91.7,0.17,2147.05,7.05,0.7,1.14,1.57,-8.09,0.76,0.13,58.85,387.82,73.56
2011-01-01,62.96,312.35,132.73,104.09,4.71,3.45,105.79,0.21,1738.09,7.65,0.93,2.2,5.07,9.38,1.92,0.42,19.28,84.66,19.76
2010-01-01,66.41,271.01,120.95,103.05,-10.23,2.87,127.17,0.24,1520.83,9.22,1.06,-5.19,-15.38,-13.97,-5.25,-1.35,-3.68,65.62,-4.36
2009-01-01,60.88,379.31,139.24,121.96,-12.86,2.03,179.8,0.16,2281.25,7.51,0.82,-7.12,-3.93,-21.47,-9.29,-2.08,0.3,40.83,0.29
2008-01-01,62.55,338.82,130.95,91.36,2.01,4.92,74.18,0.27,1351.85,9.68,1.22,2.3,3.59,-1.72,0.94,0.4,28.25,31.11,32.39
2007-01-01,72.1,219.88,118.31,49.57,2.2,9.05,40.33,0.37,986.48,8.2,1.18,2.94,5.85,14.67,1.33,0.67,12.69,1.38,22.48
2006-01-01,74.25,227.68,121.18,40.15,2.6,7.27,50.2,0.51,715.68,8.67,1.16,4.35,11.19,21.37,2.42,1.35,16.26,1.3,25.06
2005-01-01,75.48,282.76,121.41,62.39,2.8,5.4,67.59,0.55,663.63,7.5,1.04,4.19,9.93,22.92,2.57,1.14,0.0,6.75,0.0
2004-01-01,69.33,267.62,138.57,67.45,2.67,9.38,38.91,0.41,890.24,5.27,1.18,4.58,9.24,26.53,2.42,1.07,0.0,69.71,0.0
2003-01-01,68.72,133.89,113.87,62.17,2.39,9.27,39.37,0.32,1140.62,3.89,1.12,4.77,9.31,21.17,2.51,1.12,0.0,52.48,0.0
2002-01-01,70.95,109.84,102.62,66.26,1.05,7.97,45.79,0.43,848.83,4.09,1.13,2.71,2.68,8.1,0.67,0.31,27.63,49.84,34.99
2001-01-01,72.12,125.53,107.7,61.47,1.52,5.34,68.35,0.36,1013.88,2.74,0.76,4.0,4.73,19.06,1.74,0.56,34.67,22.42,50.85
2000-01-01,72.28,108.73,104.03,47.54,1.65,5.93,61.55,0.44,829.54,2.72,0.88,5.72,8.74,24.09,2.85,0.99,2.33,-11.55,3.71
1999-01-01,70.36,108.74,104.2,54.24,2.9,7.73,47.21,0.59,618.64,4.05,1.28,8.63,17.27,30.59,4.7,2.02,0.0,0.0,0.0
1998-01-01,56.5,168.97,135.06,66.67,3.94,7.28,50.13,0.65,561.53,5.43,1.34,8.32,15.52,22.49,4.75,1.98,0.0,0.0,0.0
1997-01-01,61.88,186.29,129.74,95.08,6.84,5.42,67.34,0.54,675.92,6.51,1.33,9.83,19.61,30.75,6.29,1.94,0.0,0.0,0.0
1996-01-01,48.28,265.17,167.13,126.3,9.27,7.44,49.05,0.75,486.66,10.31,1.97,12.79,23.29,31.37,5.77,2.01,0.0,0.0,0.0
