,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,52.82,24575.79,213.04,30.6,19.82,5.28,69.12,0.15,2433.33,98.76,0.23,10.65,23.36,112.19,46.55,10.48,9.38,-20.85,-3.34
2016-01-01,56.33,17097.29,195.98,16.09,18.0,14.45,25.25,0.16,2281.25,60.37,0.19,9.78,25.0,99.07,52.47,9.69,-1.69,-19.14,-7.2
2015-01-01,65.51,11069.41,150.78,19.35,3.48,11.86,30.77,0.08,4562.5,35.29,0.11,2.56,6.73,28.09,21.51,2.44,-2.07,-33.51,-15.04
2014-01-01,62.45,11679.05,162.41,12.31,7.68,45.2,8.07,0.11,3318.18,24.32,0.2,7.52,18.82,75.78,36.2,7.22,-1.88,-12.43,-18.94
2013-01-01,59.43,3104.29,170.47,9.13,39.26,21.18,17.23,0.15,2433.33,24.21,0.34,24.2,59.04,213.85,61.49,20.36,-43.96,0.0,-77.94
2012-01-01,39.99,4175.66,263.11,93.27,5423.69,2.2,165.9,0.21,1738.09,26.63,0.4,25.76,47.56,216.54,60.01,21.28,42.78,115.86,14.39
2011-01-01,52.5,2946.95,201.28,34.21,2997.24,2.51,145.41,0.18,2027.77,15.08,0.26,11.39,26.5,94.19,45.48,9.35,-21.36,71.99,-34.63
2010-01-01,42.66,2422.61,231.18,15.49,3726.18,42.81,8.52,0.29,1258.62,19.64,0.46,18.49,37.0,108.79,40.53,11.18,63.09,68.53,33.11
2009-01-01,57.41,1680.5,171.44,18.36,1487.73,33.3,10.96,0.19,1921.05,10.08,0.26,7.99,19.66,53.29,31.37,5.57,13.06,22.38,4.75
2008-01-01,61.48,1317.28,159.36,16.07,880.82,12.18,29.96,0.18,2027.77,9.47,0.28,10.31,28.62,78.31,36.74,8.19,14.28,10.8,7.0
2007-01-01,66.52,1197.77,152.8,14.14,8.29,14.05,25.97,0.26,1403.84,10.92,0.33,9.25,30.37,75.26,26.01,7.56,0.0,0.0,0.0
2006-01-01,73.2,847.24,135.06,5.23,9.57,118.51,3.07,0.23,1586.95,7.86,0.28,10.79,40.22,78.63,32.46,7.95,0.0,0.0,0.0
2005-01-01,73.29,642.46,138.87,10.35,11.54,154.15,2.36,0.26,1403.84,5.31,0.28,9.35,32.75,58.08,27.76,5.74,0.0,0.0,0.0
2004-01-01,68.83,380.73,128.24,10.11,8.9,34.75,10.5,0.41,890.24,4.32,0.35,8.92,25.95,40.28,20.57,4.14,0.0,0.0,0.0
2003-01-01,61.17,288.1,136.83,20.21,437.58,14.63,24.94,0.37,986.48,2.19,0.3,5.41,11.9,22.05,15.2,1.79,0.0,28.73,0.0
2002-01-01,50.73,267.83,151.69,18.02,338.7,19.26,18.95,0.43,848.83,2.02,0.37,5.76,12.17,15.36,15.44,1.79,0.0,28.6,0.0
2001-01-01,54.74,284.11,146.08,19.73,300.82,10.47,34.86,0.51,715.68,2.91,0.46,6.74,16.79,24.78,15.34,2.43,25.85,20.47,26.87
2000-01-01,64.57,273.11,131.61,23.03,134.48,6.41,56.94,0.46,793.47,2.69,0.35,4.59,12.18,16.65,11.66,1.7,0.0,31.15,0.0
1999-01-01,60.35,241.73,136.1,24.09,110.4,9.62,37.94,0.51,715.68,2.4,0.39,3.34,8.27,16.81,7.99,1.15,1.86,31.71,2.69
