,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,56.80,3610.65,267.76,36.39,3.02,47.94,7.61,0.33,1106.06,10.82,0.22,2.65,5.31,10.28,10.12,1.25,7.55,52.00,-2.78
2016,57.46,3774.82,275.12,36.83,7.51,91.32,3.99,0.44,829.54,16.25,0.32,5.15,11.44,28.74,15.18,2.06,49.82,45.40,21.74
2015,57.92,3235.83,172.74,26.52,5.55,50.17,7.27,0.19,1921.05,9.33,0.17,3.94,8.47,14.71,22.00,1.40,4.01,18.82,-2.77
2014,55.03,3799.57,185.67,29.02,8.34,47.19,7.73,0.19,1921.05,11.88,0.18,5.65,11.43,19.01,29.00,1.78,-13.95,18.65,-19.31
2013,51.57,248.89,177.42,40.58,7.57,33.66,10.84,0.21,1738.09,0.66,0.16,3.79,6.70,10.07,19.46,0.96,16.45,32.71,4.77
2012,46.89,285.53,189.97,26.80,333.65,42.86,8.51,0.21,1738.09,0.88,0.19,4.45,7.75,10.62,21.91,1.02,8.67,28.98,-1.06
2011,37.77,314.44,205.31,20.70,1740.11,53.91,6.77,0.17,2147.05,1.04,0.21,10.08,14.72,17.48,43.43,1.87,-2.91,25.88,5.21
2010,23.52,1396.94,348.72,54.96,2812.45,36.15,10.09,0.16,2281.25,2.70,0.15,3.96,4.94,5.38,25.37,0.61,-20.99,35.73,-10.00
2009,15.69,1364.21,519.02,102.73,1016.38,43.38,8.41,0.24,1520.83,3.24,0.20,2.30,2.91,3.12,11.73,0.34,70.84,3.62,12.13
2008,26.50,1311.56,299.54,34.89,262.07,5.50,66.36,0.15,2433.33,2.44,0.14,1.38,1.87,1.16,10.60,0.22,25.89,-21.8,4.39
2007,25.61,1461.73,313.11,67.32,949.91,9.90,36.86,0.32,1140.62,4.56,0.23,3.41,4.27,3.09,13.98,0.54,-31.31,13.98,-16.04
2006,14.49,1547.94,538.75,122.58,1217.55,44.63,8.17,0.22,1659.09,3.12,0.17,5.25,6.00,4.79,27.93,0.72,4.73,37.82,0.70
2005,10.32,685.72,871.57,199.29,172.08,10.30,35.43,0.08,4562.50,0.46,0.06,0.72,0.77,-0.48,11.41,0.09,-86.28,66.47,-8.50
2004,4.03,669.31,2753.95,1036.25,106.76,7.85,46.49,0.16,2281.25,0.67,0.10,0.32,0.32,-1.61,3.28,0.04,-130.60,182.79,-5.20
2003,2.50,1284.91,8350.78,3181.45,564.13,14.26,25.59,0.30,1216.66,2.50,0.19,1.41,1.51,-3.17,7.68,0.17,3210.79,293.42,32.34
2002,10.66,1238.75,917.81,274.72,-183.22,11.54,31.62,0.22,1659.09,2.04,0.15,-3.16,-3.57,-4.35,-22.17,-0.43,5.03,138.38,0.51
2001,11.51,1265.49,977.90,156.31,-13.80,4.00,91.25,0.18,2027.77,2.04,0.14,-1.35,-1.62,-4.00,-10.43,-0.21,28.70,72.54,-1.45
2000,11.36,1345.07,995.31,133.18,10.21,5.95,61.34,0.32,1140.62,5.22,0.34,3.98,4.24,6.39,11.03,0.53,216.92,68.42,15.27
1999,19.16,1353.53,551.97,66.31,3.44,4.85,75.25,0.40,912.50,7.10,0.42,3.85,4.00,4.83,7.62,0.50,137.83,47.90,23.27
1998,35.97,1322.03,274.36,44.71,4.94,3.94,92.64,0.27,1351.85,5.82,0.28,6.29,7.53,11.22,17.11,1.00,0.00,20.40,-6.92
1997,23.75,1331.59,410.59,26.68,18.11,3.80,96.05,0.21,1738.10,3.60,0.21,10.37,12.25,5.81,42.93,1.58,-17.35,42.29,-11.32
1996,12.99,19550.56,848.11,98.54,38.15,4.61,79.17,0.30,1216.67,77.22,0.35,7.96,9.21,14.18,22.44,1.27,6.47,80.29,-5.57
1995,18.02,16662.21,566.83,81.10,23.90,2.45,148.98,0.23,1586.96,48.04,0.24,5.53,6.40,9.51,21.82,0.95,47.28,31.14,6.67
1994,14.56,13986.37,795.99,160.06,23.92,3.00,121.67,0.33,1106.06,53.93,0.33,15.11,18.81,14.46,44.60,3.00,52.72,9.66,7.2
1993,30.10,49777.97,341.26,52.47,6.64,5.11,71.43,0.36,1013.89,299.95,0.42,9.57,12.63,29.05,20.28,2.21,56.67,9.85,14.66
1992,38.04,48471.65,252.76,31.29,5.91,6.00,60.83,0.29,1258.62,278.32,0.35,9.85,13.68,34.20,22.99,2.68,2.50,-13.34,-4.34
