,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,78.22,238.51,153.78,105.03,7.18,4.84,75.41,2.72,134.19,1.83,0.50,6.62,25.34,120.73,13.25,8.00,10.34,52.62,-1.41
2016,65.43,350.53,106.32,71.29,11.96,5.60,65.17,3.18,114.77,2.70,0.67,11.68,29.58,93.83,17.49,9.34,39.48,75.52,6.19
2015,50.17,216.12,228.56,159.24,47.88,5.30,68.86,3.07,118.89,2.65,0.88,17.96,35.09,105.15,20.47,9.12,60.92,71.91,2.97
2014,47.29,250.07,311.21,228.56,70.17,5.17,70.59,3.33,109.60,2.99,0.99,20.53,36.55,107.34,20.76,8.88,71.15,69.97,0.75
2013,39.31,176.06,155.42,100.73,139.38,5.54,65.88,3.92,93.11,4.24,1.22,22.50,36.45,94.24,18.49,7.81,55.92,76.32,10.81
2012,31.30,467.49,239.47,201.67,638.90,3.57,102.24,6.77,53.91,7.19,1.08,20.44,29.73,81.72,18.22,5.98,81.83,97.52,10.57
2011,31.44,403.31,228.43,185.76,1052.28,3.88,94.07,6.01,60.73,6.62,1.16,19.38,28.02,71.70,16.71,5.25,75.36,102.53,8.99
2010,30.28,385.67,248.92,198.71,0.00,6.23,58.58,6.60,55.30,7.02,1.27,22.77,32.85,85.65,16.31,5.42,26.45,102.36,0.47
2009,31.16,307.95,238.13,192.77,0.00,5.44,67.09,5.38,67.84,4.51,1.01,13.37,19.54,59.49,13.72,3.26,87.75,113.61,9.77
2008,31.89,312.12,226.03,189.46,0.00,6.47,56.41,5.57,65.52,5.73,1.25,17.98,25.28,82.02,15.84,5.09,117.38,132.3,11.43
2007,26.35,389.57,281.78,221.32,0.00,6.99,52.21,5.45,66.97,5.97,1.13,27.77,37.85,107.19,23.80,8.37,114.54,129.71,9.31
2006,26.96,358.27,272.60,226.99,0.00,6.33,57.66,6.58,55.47,5.62,1.15,30.01,41.15,100.43,23.88,8.44,112.47,149.65,18.00
2005,27.21,353.45,288.13,234.90,78375.50,6.19,58.96,6.81,53.59,5.77,1.19,34.53,47.72,107.17,25.38,9.40,104.21,158.01,19.57
2004,28.21,330.41,291.08,240.65,3224.80,5.18,70.46,6.01,60.73,5.83,1.27,27.29,38.37,75.55,18.53,6.12,162.50,165.72,42.36
2003,29.88,381.79,271.32,174.94,216.40,4.00,91.25,4.07,89.68,6.62,1.22,17.27,22.73,43.20,12.44,3.62,32.99,99.03,1.49
