,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,39.72,587.45,173.03,132.72,100.03,3.48,104.88,5.76,63.36,9.97,1.03,2.27,3.82,18.39,2.22,1.64,-5.01,28.57,-8.14
2016-01-01,42.34,625.14,165.92,128.01,107.25,3.72,98.11,6.24,58.49,11.35,1.05,2.26,3.81,20.86,2.13,1.61,2.85,69.69,-1.69
2015-01-01,40.33,697.82,174.55,139.38,77.44,3.37,108.3,5.94,61.44,11.0,0.95,2.64,4.52,24.72,2.72,1.73,-2.34,85.03,-2.29
2014-01-01,44.48,638.69,172.23,138.59,112.83,3.86,94.55,6.93,52.66,12.5,1.09,3.05,5.52,23.28,2.6,1.71,8.3,97.29,1.47
2013-01-01,46.2,536.17,177.92,146.08,154.96,3.88,94.07,7.95,45.91,11.94,1.21,4.07,7.6,27.84,3.24,2.14,10.48,107.93,2.14
2012-01-01,44.15,1619.44,152.43,129.19,1799.44,4.02,90.79,9.06,40.28,39.11,1.36,5.62,10.27,25.26,4.24,2.53,15.65,104.93,4.07
2011-01-01,49.69,1556.7,139.53,110.18,687.72,4.55,80.21,8.75,41.71,41.1,1.34,5.51,10.97,19.51,4.05,2.62,16.4,104.93,5.49
2010-01-01,49.96,1439.37,141.88,112.08,426.25,4.92,74.18,9.37,38.95,45.22,1.54,8.1,16.4,30.56,5.22,3.83,10.0,116.89,-0.75
2009-01-01,51.46,1417.36,139.19,111.2,533.71,4.07,89.68,8.64,42.24,37.32,1.28,8.6,17.34,35.16,6.34,3.93,13.55,108.78,5.76
2008-01-01,49.42,1301.86,140.25,114.82,171.3,3.73,97.85,9.21,39.63,39.5,1.55,6.49,13.61,33.08,4.36,2.9,11.08,61.83,2.36
2007-01-01,55.0,1238.0,154.0,122.0,100.0,3.91,93.35,9.07,40.24,38.44,1.39,8.53,21.0,33.0,5.24,4.15,22.91,297.0,21.0
2006-01-01,62.0,874.0,121.0,94.0,44.0,3.59,101.67,9.61,37.98,31.81,1.39,7.35,20.11,24.92,4.58,3.44,4.4,73.24,6.8
2005-01-01,68.0,737.0,118.0,93.0,26.0,3.44,106.1,8.91,40.96,26.91,1.28,7.0,21.0,35.0,5.0,3.66,4.0,57.0,3.0
2004-01-01,67.0,849.0,148.0,125.0,35.0,3.72,98.11,9.68,37.7,22.78,1.33,9.0,25.0,26.0,6.0,4.97,2.0,69.0,0.0
2003-01-01,60.0,533.0,130.0,103.0,222.0,3.87,94.31,8.85,41.24,17.28,1.29,12.0,27.0,45.0,7.0,5.44,35.0,76.0,45.0
2002-01-01,50.0,407.0,164.0,130.0,50.0,3.24,112.65,7.66,47.65,14.14,1.77,12.0,29.0,67.0,7.0,5.08,18.0,56.0,13.0
2001-01-01,67.0,333.0,134.0,104.0,18.0,3.27,111.62,6.8,53.67,12.15,1.32,11.0,33.0,52.0,6.0,4.88,3.0,21.0,6.0
2000-01-01,71.0,215.0,125.0,92.0,12.0,3.63,100.55,6.92,52.74,8.61,1.42,8.0,27.0,29.0,4.0,3.51,0.0,7.0,0.0
