,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,38.85,566.49,203.76,161.87,138.04,4.04,90.34,3.11,117.36,5.54,0.73,12.68,21.46,75.8,17.17,6.41,39.71,92.23,10.36
2016-01-01,42.1,512.48,237.39,190.86,49.56,3.92,93.11,2.77,131.76,4.24,0.67,10.12,17.18,52.38,14.8,4.53,42.36,84.19,8.31
2015-01-01,40.65,467.83,309.47,248.58,39.02,3.23,113.0,2.73,133.69,3.54,0.62,8.18,13.25,39.1,12.76,3.28,72.88,89.78,9.82
2014-01-01,37.26,445.91,319.94,262.08,49.61,3.25,112.3,3.56,102.52,3.81,0.74,9.68,14.75,40.16,12.77,3.51,42.76,104.74,2.31
2013-01-01,31.73,360.41,229.49,177.19,100.66,3.41,107.03,3.79,96.3,3.71,0.84,10.11,14.72,37.61,11.85,3.21,30.8,100.44,1.61
2012-01-01,18.45,331.59,270.7,186.04,411.38,2.59,140.92,1.52,240.13,1.78,0.44,9.92,12.15,23.24,22.64,2.52,93.38,115.36,2.98
2011-01-01,18.66,377.81,288.56,186.19,1197.01,2.94,124.14,1.82,200.54,2.6,0.56,15.89,19.87,35.0,28.52,4.06,126.99,122.28,3.79
2010-01-01,21.55,369.85,242.47,157.25,1541.44,3.28,111.28,2.13,171.36,2.76,0.59,20.01,25.87,44.88,32.12,5.05,96.22,112.54,11.12
2009-01-01,24.02,318.81,183.14,120.77,143.87,2.55,143.13,1.59,229.55,1.7,0.41,10.7,13.8,18.28,25.05,2.5,54.74,102.63,3.89
2008-01-01,21.69,304.87,194.62,116.55,75.88,2.97,122.89,1.82,200.54,2.09,0.54,13.98,17.75,30.23,26.57,3.38,95.99,97.5,4.29
2007-01-01,22.52,321.02,211.4,141.26,93.58,3.22,113.35,1.69,215.97,2.07,0.51,20.52,27.09,50.42,36.55,5.22,67.28,87.17,4.14
2006-01-01,27.91,251.8,159.08,91.53,70.02,3.0,121.66,1.41,258.86,1.56,0.47,14.58,21.08,36.38,31.52,3.64,43.55,112.7,7.98
2005-01-01,35.38,238.27,172.99,123.75,45.68,4.52,80.75,4.59,79.52,2.98,0.86,12.0,18.38,29.69,13.25,3.03,33.91,107.65,9.16
2004-01-01,36.64,245.01,156.36,104.21,37.72,4.9,74.48,4.44,82.2,2.99,0.85,10.44,16.25,33.23,11.56,2.54,45.81,98.79,10.73
2003-01-01,37.89,257.92,147.4,102.31,18.92,3.55,102.81,4.87,74.94,2.55,0.66,8.43,12.37,19.56,12.0,1.84,18.31,73.21,3.89
2002-01-01,31.77,297.13,205.51,156.17,15.81,3.47,105.18,4.59,79.52,2.36,0.6,8.51,11.63,18.58,12.63,1.81,48.95,79.51,10.13
2001-01-01,29.6,277.35,247.5,184.48,14.38,3.23,113.0,3.82,95.54,1.75,0.52,7.0,10.04,12.0,12.78,1.5,19.25,57.81,1.18
2000-01-01,38.55,303.94,446.38,346.0,35.73,4.1,89.02,3.47,105.18,1.61,0.47,8.88,12.49,16.04,15.91,1.91,73.44,57.38,6.87
1999-01-01,19.4,217.26,199.29,125.9,331.26,4.85,75.25,3.3,110.6,1.89,0.62,13.67,16.11,22.94,28.15,3.1,35.6,50.35,7.3
1998-01-01,10.15,325.96,613.61,484.06,2800.73,4.73,77.17,3.1,117.74,1.83,0.51,14.05,15.71,24.9,23.13,3.22,96.33,73.01,8.33
1997-01-01,11.23,403.5,640.68,473.68,176.79,4.49,81.29,2.78,131.29,2.45,0.54,17.77,20.03,29.55,24.55,3.61,79.58,80.22,7.17
1996-01-01,12.84,237.25,568.05,410.18,648.24,4.31,84.69,2.32,157.32,1.82,0.67,20.43,23.74,30.0,27.67,3.37,65.27,92.63,6.37
1995-01-01,15.5,186.57,393.71,268.71,34.06,5.56,65.66,2.51,145.42,1.55,0.71,21.72,27.53,30.52,26.74,3.87,143.73,87.64,17.7
1994-01-01,32.06,135.22,182.21,111.22,9.62,5.01,72.85,2.27,160.79,1.06,0.68,18.09,26.27,32.39,24.53,3.43,80.88,55.06,18.57
