,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,60.26,897.60,144.04,126.41,599956.36,3.75,97.33,0.21,1738.09,16.78,0.75,7.99,20.26,73.27,10.71,5.10,33.01,191.13,22.24
2016,60.94,876.49,140.48,126.81,0.00,4.63,78.83,0.30,1216.66,23.29,0.91,10.01,24.66,81.94,10.28,6.52,11.61,183.63,1.41
2015,57.68,1096.08,147.33,123.69,0.00,6.75,54.07,0.24,1520.83,21.39,0.84,9.05,21.75,67.99,10.31,5.24,3.79,234.71,-3.82
2014,59.15,935.28,138.48,116.02,232.50,4.51,80.93,0.13,2807.69,11.59,0.51,6.20,14.22,32.39,11.10,3.14,10.98,300.30,5.41
2013,53.67,919.33,158.61,137.82,18184.19,9.43,38.70,0.25,1460.00,19.36,1.00,10.44,23.44,58.87,10.12,4.74,48.77,,
2012,52.46,1424.53,147.27,120.14,0.00,5.88,62.07,0.30,1216.66,25.90,0.82,5.68,11.24,23.63,6.68,2.26,23.95,577.24,33.01
2011,46.30,1665.31,171.05,143.10,810.20,11.01,33.15,0.47,776.59,40.50,1.24,9.18,16.68,34.80,7.43,3.47,-8.32,458.14,31.74
2010,43.76,1956.33,184.31,165.36,520323.23,14.16,25.77,0.28,1303.57,29.73,0.87,14.68,25.73,36.77,14.84,4.92,51.63,352.29,29.74
2009,41.85,1481.91,195.11,171.82,27092.22,2.06,177.18,0.07,5214.28,40.95,0.41,4.19,7.97,10.46,11.12,1.33,42.41,301.31,21.94
2008,52.20,1376.25,161.40,135.87,144.51,3.71,98.38,0.22,1659.09,27.32,0.96,5.30,10.41,25.50,5.63,1.81,68.41,173.41,51.09
2007,46.82,1574.93,179.28,134.29,6822.30,4.67,78.15,0.25,1460.00,32.38,1.04,10.75,20.07,34.78,9.92,3.60,23.64,69.03,9.13
2006,46.06,1628.50,184.31,118.82,0.00,4.45,82.02,0.22,1659.09,29.08,0.92,8.52,15.09,26.49,8.69,2.57,20.20,62.75,5.73
2005,40.70,1739.78,206.29,151.21,64.28,5.85,62.39,0.29,1258.62,42.11,1.24,9.10,16.65,40.20,7.68,2.86,47.99,72.79,19.67
2004,51.11,2243.22,163.72,92.24,75.74,7.35,49.65,0.41,890.24,47.37,1.17,11.37,22.45,51.83,8.48,3.89,5.99,48.86,0.00
2003,48.62,1726.16,208.36,134.71,97.02,6.11,59.73,0.80,456.25,43.47,1.26,10.91,21.96,39.05,8.25,3.66,7.94,66.07,-1.68
2002,53.21,1966.99,152.33,117.61,48.86,5.16,70.73,0.76,480.26,57.24,1.37,9.55,18.57,45.56,5.93,2.80,21.41,110.46,18.09
2001,44.91,1712.82,161.00,128.00,30.54,4.57,79.86,0.42,869.04,29.69,0.97,8.98,14.74,24.59,8.65,2.21,51.25,92.43,30.33
2000,36.67,1774.44,200.85,80.92,22.48,8.48,43.04,0.55,663.63,32.90,1.19,10.98,15.21,32.15,8.24,2.60,21.61,56.81,9.41
1999,34.85,1339.93,214.06,115.67,24.99,4.92,74.18,0.55,663.63,18.02,1.03,11.41,17.33,34.54,10.18,3.06,15.49,32.20,5.94
1998,38.86,3771.53,194.45,104.79,11.04,5.52,66.12,0.44,829.55,43.87,0.73,11.99,19.62,34.46,12.05,3.10,11.18,19.43,6.15
1997,53.09,737.50,183.71,92.15,9.13,9.49,38.46,2.22,164.41,16.84,1.09,10.25,21.44,37.77,8.36,2.79,-4.10,27.32,-3.66
1996,61.56,603.26,150.96,81.78,5.76,8.72,41.86,0.76,480.26,21.46,1.48,10.08,22.18,40.26,5.23,2.82,18.81,24.05,23.60
