,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,49.18,180.44,112.35,102.43,48.48,20.37,17.91,12.57,29.03,2.20,0.94,14.90,28.61,104.98,15.52,8.37,75.92,96.35,4.89
2016,48.88,175.67,100.90,92.73,37.90,24.70,14.77,15.20,24.01,2.04,0.91,13.17,24.99,93.57,14.13,7.53,79.08,101.63,3.90
2015,48.55,128.44,52.58,47.73,45.45,27.45,13.29,18.10,20.16,2.02,0.89,16.18,30.92,107.13,17.73,8.96,52.58,106.17,11.04
2014,49.05,179.28,107.90,99.68,34.21,24.57,14.85,22.61,16.14,2.18,0.88,16.30,31.89,117.40,17.97,9.60,100.58,112.23,12.06
2013,51.78,206.71,128.46,122.32,43.73,20.85,17.50,22.42,16.28,2.31,0.88,17.66,34.66,127.60,19.55,10.66,77.20,116.43,7.02
2012,39.97,257.75,54.44,49.44,87.95,21.35,17.09,50.83,7.18,2.70,0.70,20.83,34.98,129.17,29.25,11.24,133.91,128.91,13.57
2011,42.25,293.63,55.27,50.44,74.38,22.27,16.38,53.12,6.87,2.68,0.67,18.28,32.55,135.06,26.85,11.01,109.23,168.31,8.89
2010,46.93,299.72,51.56,46.37,94.81,25.77,14.16,50.54,7.22,2.62,0.79,20.11,32.40,135.15,25.37,11.18,112.38,172.05,11.98
2009,26.22,200.30,56.06,48.63,274.91,24.34,14.99,43.41,8.40,2.31,0.84,19.32,25.74,135.19,22.97,9.60,165.57,171.72,9.33
2008,24.23,216.00,71.87,62.98,152.73,25.44,14.34,36.32,10.04,2.34,0.82,18.80,24.45,155.57,22.70,10.26,222.39,179.8,10.13
2007,23.04,221.19,102.31,94.93,503.14,23.43,15.57,32.69,11.16,2.26,0.66,19.84,31.24,176.46,30.06,14.39,192.81,114.81,6.43
2006,46.44,215.46,135.89,133.85,614.52,20.61,17.70,36.56,9.98,2.07,0.52,15.53,22.51,167.32,29.93,3.98,69.04,123.39,15.82
2005,16.06,336.68,359.24,352.63,667.53,24.38,14.97,41.27,8.84,2.00,0.59,18.86,22.97,48.76,31.87,4.24,204.87,118.85,7.78
2004,20.57,222.78,304.30,296.06,554.32,30.89,11.81,34.31,10.63,1.72,0.63,18.01,22.38,41.08,28.40,3.39,209.54,122.66,10.89
2003,19.13,214.69,403.13,392.35,511.85,20.72,17.61,26.05,14.01,1.48,0.51,16.28,20.01,33.94,31.87,3.07,203.64,144.73,0.00
2002,17.86,259.77,569.27,556.64,406.72,31.57,11.56,27.89,13.08,1.74,0.46,14.15,16.61,39.68,30.86,2.33,245.30,224.37,9.68
2001,13.11,382.97,372.95,362.53,169.47,28.04,13.01,25.14,14.51,1.73,0.38,11.59,13.30,19.43,29.97,1.64,206.17,283.19,4.54
2000,13.52,395.77,344.31,333.74,200.04,28.10,12.98,24.95,14.62,1.83,0.42,14.44,17.06,20.88,34.39,2.08,217.02,442.93,8.69
1999,18.06,344.37,411.64,397.52,92.25,31.47,11.59,22.32,16.35,1.75,0.44,9.67,11.84,18.08,22.00,1.30,244.04,781.89,14.88
1998,20.33,285.85,413.91,398.79,-7.27,28.68,12.73,21.85,16.70,1.65,0.46,-2.80,-3.66,15.53,-6.48,-0.39,198.01,889.69,11.98
1997,20.51,284.10,391.95,384.33,82.61,26.05,14.01,26.01,14.03,1.58,0.44,8.33,10.35,20.57,17.68,1.22,202.17,861.04,15.14
1996,20.37,242.92,323.13,315.70,38.03,24.71,14.77,28.90,12.63,1.41,0.46,17.31,22.57,20.73,34.92,2.84,228.11,641.55,16.37
