,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,37.22,386.78,182.47,162.27,725.00,3.08,118.50,3.00,121.66,1.90,0.33,2.29,3.11,5.05,6.15,0.50,5.22,109.24,-1.93
2016,32.67,390.38,207.48,186.54,1644.00,3.02,120.86,2.76,132.24,1.69,0.29,4.03,5.80,11.42,12.84,0.96,23.57,124.12,3.09
2015,36.65,384.47,197.05,177.16,2131.00,2.84,128.52,2.58,141.47,1.55,0.29,4.94,7.05,14.36,16.46,1.22,20.47,,3.26
2014,29.38,367.45,254.13,227.64,2042.00,2.78,131.29,2.78,131.29,1.52,0.31,5.86,8.18,6.94,18.04,1.45,31.58,,2.59
2013,34.05,329.23,219.80,195.66,3262.00,2.69,135.68,2.63,138.78,1.51,0.34,6.04,8.54,16.44,17.10,1.45,30.76,,6.22
2012,27.02,327.00,186.76,159.39,12062.00,2.77,131.76,2.85,128.07,1.41,0.34,6.45,8.32,13.97,18.69,1.40,30.72,103.06,3.29
2011,18.58,306.49,222.43,169.08,9716.00,3.12,116.98,2.64,138.25,1.45,0.35,4.20,5.08,13.79,11.81,0.88,77.90,99.82,5.78
2010,18.04,377.64,246.36,186.79,91772.00,2.79,130.82,2.51,145.41,1.54,0.33,6.81,8.15,15.60,20.65,1.52,80.57,103.62,1.99
2009,15.10,399.68,328.95,268.07,65141.00,2.86,127.62,2.24,162.94,1.61,0.38,12.21,14.43,21.87,31.87,2.65,101.11,109.17,5.65
2008,15.97,314.67,326.21,228.35,27779.00,3.21,113.70,2.04,178.92,1.82,0.44,9.52,11.43,31.00,21.38,2.06,141.13,106.43,5.40
2007,17.86,368.41,285.02,217.65,44833.00,3.38,107.98,2.17,168.20,1.96,0.43,13.27,16.67,34.46,30.45,3.19,56.40,123.72,-0.72
2006,23.41,346.94,208.34,156.55,4208.00,3.11,117.36,2.01,181.59,1.73,0.39,13.71,19.29,28.39,34.37,3.22,63.31,110.27,8.18
2005,38.43,267.09,128.17,101.37,19.84,2.85,128.07,2.39,152.71,2.39,0.42,12.60,19.17,27.08,28.50,2.63,40.98,104.67,17.48
2004,35.59,582.31,176.79,150.68,22.39,3.11,117.36,3.14,116.24,4.16,0.48,15.56,23.36,27.06,31.20,3.27,34.52,161.89,12.03
2003,36.60,734.64,595.92,513.49,18.46,2.73,133.69,2.56,142.57,3.02,0.42,13.34,20.00,23.12,30.10,2.74,134.52,175.57,10.93
2002,37.00,563.91,744.45,636.11,3866.67,2.74,133.21,2.16,168.98,2.82,0.47,14.99,20.36,26.08,31.28,2.72,88.07,132.67,7.20
2001,13.38,502.26,384.97,281.66,0.00,2.42,150.82,2.37,154.00,3.03,0.52,11.46,13.86,16.29,22.05,1.85,87.85,115.24,6.72
2000,21.32,462.25,280.97,229.26,1487.19,3.67,99.45,3.14,116.24,5.52,0.94,29.13,37.62,63.45,31.12,5.28,103.71,129.03,24.48
1999,24.65,448.03,283.56,209.17,2171.78,3.11,117.36,2.29,159.38,4.74,0.94,23.37,30.16,50.75,24.92,3.76,102.36,50.74,26.90
