,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,37.96,289.86,77.64,64.83,157.54,25.57,14.27,7.85,46.49,5.95,0.79,15.14,21.65,94.51,19.30,9.37,56.50,2.93,63.92
2016,17.14,13740.65,510.65,446.32,4323.98,5.89,61.96,4.85,75.25,43.86,0.26,6.01,8.13,18.33,13.60,2.90,16.44,,2.49
2015,65.51,522.22,135.77,83.96,,3.09,118.12,1.57,232.48,13.44,1.10,-20.78,-76.03,-5.94,-18.94,-0.64,,,
2014,80.03,752.45,325.31,191.39,-1969.50,1.64,222.56,1.54,237.01,6.80,0.65,-54.82,-128.67,-23.16,-83.98,-2.32,0.00,0.00,0.00
2013,42.58,662.71,239.48,124.64,-960.19,2.80,130.35,1.48,246.62,6.67,0.89,-15.11,-23.50,-6.63,-17.08,-0.69,0.00,0.00,0.67
2012,43.18,314.17,335.50,173.53,,7.89,46.26,2.84,128.52,7.73,1.65,14.67,28.36,2.62,8.89,0.56,52.70,,
2011,53.97,183.82,297.95,156.90,,5.59,65.29,2.38,153.36,3.37,0.70,-35.40,-68.24,-18.78,-49.97,-1.72,,,
2010,17.65,135.63,222.51,88.82,697.89,6.93,52.66,3.95,92.40,1.39,0.64,-18.37,-25.29,-2.40,-28.98,-0.21,0.00,,0.00
2009,33.05,189.52,150.39,103.17,-98.12,2.62,139.31,2.66,137.21,0.74,0.28,-44.46,-133.74,-4.41,-160.29,-1.96,,,
2008,92.43,18.58,16.37,5.42,,6.82,53.51,2.40,152.08,56.47,22.09,-43.12,-939.58,-10.71,-211.49,-3.21,0.00,0.0,0.00
2007,97.02,7.85,20.96,5.76,-43.00,2.64,138.25,1.31,278.62,0.42,0.22,-16.21,-156.83,-16.81,-92.91,-2.41,,,
2006,79.04,33.64,32.03,10.63,-7.16,2.35,155.31,1.29,282.94,0.26,0.15,-20.58,-77.96,-32.15,-155.40,-3.49,,35.81,
2005,62.74,154.14,253.27,97.96,-9.40,2.52,144.84,1.11,328.82,0.37,0.15,-21.18,-50.75,-35.41,-149.38,-4.23,,54.06,
2004,50.54,308.42,534.54,339.13,-17.14,3.48,104.88,1.18,309.32,0.81,0.21,-23.81,-39.31,-34.23,-122.61,-2.96,,57.90,
2003,20.01,361.51,348.16,136.47,-59.82,3.46,105.49,0.80,456.25,1.10,0.23,-17.70,-22.18,-13.41,-79.16,-2.26,,60.76,
2002,18.51,423.91,434.52,304.84,40.89,9.33,39.12,2.92,125.00,3.78,0.84,26.08,33.09,38.33,30.34,3.87,125.02,64.48,21.99
