,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,21.18,299.75,441.68,299.19,29.02,4.27,85.48,3.73,97.85,2.72,0.78,2.89,3.52,5.94,3.56,0.44,22.28,100.33,-0.43
2016,20.30,298.31,485.21,348.34,62.62,4.55,80.21,4.43,82.39,3.25,0.94,6.26,8.00,8.78,6.57,0.93,66.04,129.58,3.14
2015,25.47,293.13,410.25,281.88,26.37,4.47,81.65,5.12,71.28,3.67,1.03,3.50,4.74,4.69,3.27,0.67,62.74,120.69,4.38
2014,32.12,279.66,288.93,192.59,9.95,4.97,73.44,6.52,55.98,4.17,1.19,1.47,1.87,1.78,1.11,0.30,-7.79,96.66,-2.19
2013,17.49,249.32,372.06,252.30,1485.41,4.76,76.68,5.10,71.56,3.88,1.14,1.43,1.79,2.73,1.14,0.32,46.07,75.45,4.44
2012,16.07,264.95,1042.21,582.63,9776.09,4.98,73.29,5.31,68.73,3.87,1.23,5.24,6.92,7.81,4.58,0.81,230.84,115.43,5.99
2011,32.64,235.11,254.20,175.39,2563.47,4.84,75.41,6.01,60.73,3.66,1.05,5.17,7.41,7.97,4.62,0.81,27.24,67.97,3.75
2010,31.79,218.33,256.38,145.97,1996.69,4.58,79.69,8.17,44.67,3.21,1.00,4.86,6.61,5.34,4.04,0.63,-27.93,38.48,-3.49
2009,26.99,303.93,268.80,213.65,-297.64,4.08,89.46,9.58,38.10,4.54,1.09,-1.89,-2.83,-0.46,-1.90,-0.24,20.64,144.9,2.14
2008,21.18,275.00,316.97,200.79,-807.55,3.96,92.17,6.95,52.51,4.36,1.25,-6.10,-9.28,-5.39,-6.23,-0.85,83.28,154.58,5.17
2007,29.38,266.17,230.21,153.23,36.88,3.99,91.47,6.91,52.82,4.10,1.09,-0.19,-2.00,0.26,-1.31,-0.20,9.20,83.79,0.98
2006,29.12,258.52,224.60,165.12,423.96,4.06,89.90,7.80,46.79,3.55,0.97,4.77,5.29,2.20,3.76,0.51,5.10,49.61,0.71
2005,28.43,214.33,197.15,142.56,-50.39,3.90,93.58,8.86,41.19,2.88,0.96,-0.72,-2.05,-0.09,-1.54,-0.19,33.62,144.59,4.54
2004,31.87,178.73,154.20,108.23,-567.71,4.04,90.34,9.58,38.10,2.34,0.89,-3.42,-5.57,-8.67,-4.38,-0.55,,129.67,
2003,28.86,160.69,169.26,115.84,-1225.38,4.12,88.59,7.12,51.26,1.60,0.73,-7.25,-10.83,-7.88,-11.17,-1.16,16.59,104.47,1.81
2002,29.84,163.85,168.75,114.49,-341.82,4.23,86.28,6.42,56.85,1.34,0.61,-2.97,-5.04,-3.91,-5.92,-0.58,2.54,52.51,0.38
2001,26.73,153.71,184.92,120.40,53.08,4.51,80.93,7.83,46.61,1.23,0.65,-0.62,-2.33,1.09,-2.69,-0.28,58.00,63.74,5.58
2000,31.84,163.04,263.04,185.27,520.75,4.52,80.75,6.01,60.73,1.31,0.68,4.05,4.43,5.14,4.36,0.55,56.02,62.91,5.87
1999,16.40,290.92,397.98,303.53,978.95,4.49,81.29,5.66,64.49,2.98,0.86,4.54,5.08,8.29,4.34,0.70,74.30,166.06,8.78
1998,23.09,226.18,219.79,134.80,10.00,5.40,67.60,6.43,56.77,3.37,1.16,0.01,-1.36,2.08,-0.91,-0.17,9.76,107.93,1.55
1997,23.41,200.68,190.33,108.82,159.07,4.87,74.95,5.94,61.45,2.34,0.90,2.07,1.44,3.47,1.21,0.18,19.35,94.23,3.33
1996,22.94,181.97,163.25,94.29,2.76,4.81,75.88,5.10,71.57,2.04,0.87,2.98,2.75,3.78,2.40,0.34,53.57,88.28,10.29
1995,28.97,166.49,139.93,75.23,3.44,4.97,73.44,5.02,72.71,1.92,0.85,4.09,4.40,5.39,3.61,0.55,18.52,61.79,4.62
1994,30.61,149.33,127.43,78.14,2.99,5.09,71.70,6.12,59.64,2.08,1.01,4.14,4.26,4.46,2.87,0.54,40.25,59.46,10.71
