,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,12.71,25522.90,24.26,19.30,91.58,17.51,20.84,47.07,7.75,47.36,0.16,5.02,6.00,32.74,23.05,2.77,0.00,98.44,-1.62
2016,24.64,12616.20,114.64,111.93,62.84,28.12,12.98,104.77,3.48,35.12,0.23,20.52,30.16,65.09,72.70,6.56,52.45,204.32,4.56
2015,38.15,7226.79,15.36,15.10,6.53,18.55,19.67,144.23,2.53,8.31,0.08,2.22,2.96,5.25,24.69,0.53,0.00,2143.92,0.00
2014,36.54,8200.53,37.95,37.70,12.05,23.76,15.36,74.51,4.89,10.71,0.10,4.48,6.33,11.64,40.49,1.18,2.62,2187.11,0.77
2013,33.09,381.46,81.88,80.63,1.36,26.68,13.68,50.46,7.23,0.61,0.13,0.30,0.01,0.01,0.03,0.00,0.00,2307.88,0.00
2012,41.25,5117.65,151.12,148.91,-6.84,22.81,16.00,56.66,6.44,11.85,0.18,-2.17,-3.76,0.04,-12.88,-0.41,15.32,2291.47,3.17
2011,29.12,4726.23,52.25,50.41,12.50,33.08,11.03,136.47,2.67,10.89,0.18,2.36,2.86,0.09,12.54,0.36,28.81,1617.83,4.47
2010,17.80,5821.42,85.28,84.26,3.26,24.65,14.80,*****,*****,6.92,0.11,0.83,0.90,0.06,6.55,0.12,*****,*****,*****
2009,24.35,4768.27,8.27,7.70,15.12,15.98,22.84,892.10,0.40,18.70,0.30,2.01,2.69,-0.04,6.13,0.30,0.00,1765506.25,0.00
2008,36.30,386.14,66.83,66.09,1019.79,14.83,24.61,719.60,0.50,4.08,0.70,2.93,4.05,0.16,3.93,0.42,10.85,2268212.5,3.88
2007,30.54,445.71,51.82,51.24,1487.67,10.82,33.73,284.75,1.28,3.78,0.63,2.55,3.24,0.42,3.88,0.39,6.88,89177.59,1.68
2006,20.39,488.26,79.63,77.46,4351.14,13.10,27.86,89.19,4.09,3.43,0.56,3.07,3.93,0.24,4.56,0.42,37.32,2874.41,5.66
2005,27.19,316.03,77.71,70.19,-392.18,11.98,30.46,44.11,8.27,3.43,0.81,-0.44,-0.76,-0.33,-0.70,-0.06,25.92,1741.14,4.91
2004,34.89,263.11,99.16,86.69,-336.51,8.87,41.14,38.91,9.38,3.64,0.93,-0.50,-0.92,1.70,-0.61,-0.07,25.27,642.42,5.63
2003,37.19,237.01,120.49,109.30,-872.95,9.18,39.76,19.99,18.25,2.58,0.71,-1.52,-2.50,0.03,-2.13,-0.18,15.85,56.10,3.19
2002,30.76,214.31,120.23,73.58,-818.64,7.50,48.66,16.41,22.24,2.39,0.79,-4.57,-8.05,-1.11,-7.03,-0.56,0.00,24.98,0.00
2001,44.28,222.38,106.56,92.32,35.62,6.96,52.44,21.88,16.68,3.64,0.98,0.10,-1.22,1.78,-0.71,-0.07,20.74,18.86,6.54
2000,44.21,242.07,110.87,89.43,-320.69,5.85,62.39,11.64,31.35,3.31,0.86,-3.54,-8.27,1.31,-6.21,-0.54,-11.59,20.00,-3.26
1999,53.03,177.71,109.62,90.11,744.59,6.27,58.21,9.57,38.14,2.89,0.89,11.50,24.26,-6.21,12.30,1.64,11.21,13.79,5.51
1998,61.57,170.14,75.14,50.30,-5.74,6.79,53.75,8.11,45.00,3.14,0.90,-0.56,-4.48,3.44,-1.97,-0.30,0.89,10.64,0.62
1997,53.95,159.17,118.61,81.72,-522.55,8.34,43.76,6.03,60.53,2.23,0.92,-8.91,-16.92,-13.18,-9.64,-1.27,25.33,0.69,8.39
1996,40.15,150.01,181.09,91.60,-81.82,9.50,38.42,3.45,105.80,1.42,0.71,-1.91,-5.75,4.06,-4.29,-0.50,-3.23,-41.22,-0.81
1995,47.29,135.37,156.37,66.43,708.08,7.63,47.84,3.83,95.30,1.21,0.67,10.52,18.28,9.36,12.93,1.34,-3.82,-48.56,-0.67
1994,49.17,124.27,134.58,67.12,-11.42,6.14,59.45,4.14,88.17,0.92,0.58,-11.50,-21.98,-12.10,-21.46,-1.61,-5.88,-80.75,-0.83
1993,39.67,129.68,190.31,91.73,-12.29,6.71,54.40,4.05,90.12,0.96,0.60,-7.22,-12.24,-9.93,-12.48,-1.01,-41.46,-78.78,-5.43
