,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,41.73,254.89,183.93,129.87,91.12,4.04,90.34,3.43,106.41,3.28,0.86,8.02,13.58,45.94,9.22,3.38,19.36,91.84,0.0
2016-01-01,41.29,250.57,182.16,140.58,243.83,4.02,90.79,3.96,92.17,3.19,0.83,9.3,15.03,48.04,11.09,3.68,28.34,101.97,5.71
2015-01-01,35.22,265.27,196.08,156.57,70.02,3.76,97.07,3.98,91.7,2.93,0.77,6.08,9.74,31.78,7.79,2.19,30.99,133.86,7.05
2014-01-01,41.63,238.17,172.01,138.09,26.12,3.56,102.52,3.76,97.07,2.4,0.7,3.84,6.15,20.67,5.23,1.51,20.47,107.18,5.86
2013-01-01,38.92,206.31,166.37,126.51,13.58,3.41,107.03,3.76,97.07,2.09,0.7,2.46,3.84,10.45,3.28,0.69,30.64,122.53,9.55
2012-01-01,19.49,23305.17,157.16,127.79,68.47,4.5,81.11,3.12,116.98,82.34,0.34,2.49,3.05,4.55,7.27,0.63,44.67,109.38,6.86
2011-01-01,18.95,17023.66,157.79,122.11,47.49,3.56,102.52,2.58,141.47,71.58,0.32,3.19,3.98,3.92,9.74,0.81,8.92,130.58,0.11
2010-01-01,23.44,18122.76,151.91,124.78,96.99,4.73,77.16,3.76,97.07,85.4,0.41,5.08,6.46,4.29,12.28,1.31,0.0,195.54,0.0
2009-01-01,20.54,14763.22,170.02,149.8,375.65,6.17,59.15,4.13,88.37,96.04,0.46,9.58,12.19,6.87,20.57,2.52,10.89,254.45,0.0
2008-01-01,22.69,18308.36,193.22,157.31,58.41,6.2,58.87,4.12,88.59,121.63,0.57,8.82,11.57,10.36,15.31,2.28,54.21,386.63,6.22
2007-01-01,26.81,14436.76,207.07,164.67,72.4,7.0,52.14,4.91,74.33,147.08,0.89,10.42,15.56,14.87,11.53,3.33,45.7,177.19,12.87
2006-01-01,43.65,8863.12,224.81,164.14,8.17,9.87,36.98,9.64,37.86,324.81,2.59,4.06,7.1,4.84,1.41,1.29,61.52,114.81,25.5
2005-01-01,53.04,6604.67,183.62,121.09,18.19,10.17,35.88,10.75,33.95,449.47,3.43,7.35,17.07,19.02,2.04,2.93,4.85,90.28,1.88
2004-01-01,65.31,7235.05,171.46,115.04,8.83,9.17,39.8,9.05,40.33,493.3,2.93,4.32,12.07,15.47,1.31,1.81,23.81,109.12,22.78
2003-01-01,70.84,7245.15,144.64,96.48,3.18,7.18,50.83,8.32,43.87,387.42,2.6,1.66,3.07,4.36,0.44,0.44,0.0,41.97,0.0
2002-01-01,49.57,5457.31,176.25,122.64,47.73,7.64,47.77,11.24,32.47,77.77,3.34,10.68,20.86,21.64,3.14,3.21,3.81,41.8,0.0
2001-01-01,49.85,612.11,166.76,113.75,31.5,7.91,46.14,7.75,47.09,31.3,2.96,10.33,20.8,23.7,3.41,3.01,33.35,44.66,29.68
2000-01-01,52.82,433.38,153.41,79.37,2.79,11.3,32.3,6.66,54.8,27.81,3.17,5.72,8.65,11.54,1.25,1.13,16.05,14.01,15.82
