,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,45.76,612.87,255.82,183.01,719.14,6.58,55.47,2.93,124.57,7.07,0.86,1.85,2.81,3.66,1.85,0.33,-8.64,321.24,-2.87
2016,40.92,464.49,208.28,149.59,1936.29,7.19,50.76,2.90,125.86,6.38,0.88,5.48,9.04,11.08,5.91,1.03,30.35,483.50,6.31
2015,43.74,450.33,221.72,157.14,2065.44,7.34,49.72,2.98,122.48,6.04,0.95,7.66,12.55,14.76,7.67,1.25,27.98,313.85,6.49
2014,39.92,439.53,345.91,232.19,1189.08,7.12,51.26,3.43,106.41,6.39,1.08,5.15,8.32,9.43,4.34,0.79,63.88,186.49,7.77
2013,46.94,352.70,265.70,172.02,449.45,6.16,59.25,3.20,114.06,4.91,1.01,1.79,2.70,2.70,1.37,0.23,20.99,,3.39
2012,45.44,244.50,147.37,103.85,-299.90,5.10,71.56,4.34,84.10,4.69,1.05,-2.34,-5.57,-2.51,-3.00,-0.50,21.07,211.94,6.80
2011,48.10,300.19,237.27,166.15,166.02,4.48,81.47,4.02,90.79,4.09,0.98,0.55,0.10,-0.61,0.06,0.01,30.36,234.26,5.88
2010,48.46,234.35,152.01,95.50,-298.12,4.02,90.79,4.53,80.57,3.97,1.00,-1.44,-3.90,-1.74,-1.85,-0.38,28.60,187.78,9.53
2009,53.73,138.04,105.00,70.26,-1707.12,2.65,137.73,3.75,97.33,2.20,0.74,-11.17,-24.28,-13.13,-17.32,-2.53,18.58,59.95,9.21
2008,49.26,198.56,194.90,122.25,-413.72,3.43,106.41,3.97,91.93,2.20,0.82,-3.92,-9.28,-3.29,-6.26,-1.13,-3.24,36.45,-0.69
2007,46.87,140.46,108.31,61.64,181.18,3.83,95.30,4.34,84.10,2.05,0.84,0.62,0.23,1.72,0.15,0.03,29.98,57.89,13.75
2006,48.83,131.47,105.79,64.31,313.44,4.09,89.24,5.11,71.42,1.98,0.88,2.09,3.00,9.92,1.76,0.40,12.34,43.59,1.89
2005,53.44,157.92,175.13,121.35,1267.12,5.13,71.15,6.05,60.33,1.62,0.76,8.81,15.57,17.68,9.05,2.25,15.73,43.65,1.26
2004,33.84,142.77,139.14,88.43,6941.92,5.59,65.29,6.22,58.68,1.94,0.94,9.21,13.67,20.00,9.63,2.07,18.43,62.92,0.00
2003,25.53,248.38,321.32,207.24,398.10,3.99,91.47,4.95,73.73,2.59,0.84,2.06,1.92,8.58,1.75,0.31,13.25,6.65,2.70
2002,25.60,251.39,326.47,244.27,370.07,4.10,89.02,3.34,109.28,1.80,0.59,4.25,4.80,5.96,5.13,0.73,42.67,1.80,8.04
2001,37.70,198.08,226.50,130.21,506.38,6.57,55.55,4.06,89.90,2.05,0.78,8.70,11.91,15.80,7.82,1.96,-19.96,-11.03,-6.13
2000,34.71,150.95,190.51,99.57,741.45,5.08,71.85,3.51,103.98,1.04,0.54,8.47,11.25,10.65,12.98,1.89,-33.05,-7.14,-9.00
1999,16.62,211.03,390.56,321.70,2117.20,6.64,54.96,5.69,64.14,1.57,0.63,15.74,20.38,25.28,14.97,2.67,42.04,3.87,7.12
1998,62.63,178.21,138.81,85.74,708.73,5.37,67.97,5.37,67.97,5.12,1.34,13.61,33.26,40.52,6.88,3.62,-14.32,-32.18,-15.25
1997,67.27,134.02,123.49,79.74,830.71,4.80,76.04,5.27,69.25,3.34,1.20,14.74,48.65,64.62,9.53,3.85,9.60,-32.99,9.84
1996,80.70,113.45,96.40,60.95,-59.96,4.00,91.25,5.37,67.97,1.75,0.60,-0.02,-2.57,-6.95,-0.84,-0.13,-40.40,-61.54,-62.86
