,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017-01-01,45.67,371.47,219.07,172.62,7.38,2.82,129.43,4.49,81.29,3.97,0.75,3.41,5.72,16.63,3.84,1.12,29.4,162.0,6.76
2016-01-01,53.28,312.26,164.73,131.41,9.55,2.84,128.52,5.25,69.52,3.81,0.78,4.35,7.75,25.79,4.92,1.63,17.59,170.92,6.65
2015-01-01,47.21,316.27,196.7,163.21,8.37,2.5,146.0,5.18,70.46,2.97,0.67,3.47,5.47,18.77,4.52,1.12,39.79,163.57,10.26
2014-01-01,42.67,311.63,216.06,178.12,798.26,2.63,138.78,5.38,67.84,2.95,0.71,3.72,5.67,13.16,4.57,0.56,12.51,115.72,1.81
2013-01-01,42.15,276.24,211.23,172.73,10.12,2.67,136.7,5.56,65.64,2.82,0.73,6.13,10.41,20.64,7.56,1.49,23.21,153.15,5.21
2012-01-01,41.69,1978.44,60.53,57.4,7.57,4.84,75.41,23.36,15.62,3.23,0.13,3.98,5.66,0.53,24.71,0.93,6.1,82.68,-0.55
2011-01-01,33.69,1679.43,128.35,123.72,-2.75,3.95,92.4,11.53,31.65,2.29,0.11,-1.26,-2.32,-3.36,-13.3,-0.36,0.0,98.14,-0.83
2010-01-01,25.43,1045.51,74.1,65.33,6.61,5.12,71.28,11.7,31.19,2.09,0.16,2.12,2.43,0.55,10.65,0.36,14.01,125.56,0.62
2009-01-01,29.99,980.35,161.28,139.84,8.94,3.75,97.33,11.09,32.91,1.59,0.15,3.49,4.41,-1.0,21.19,0.69,14.7,168.29,0.08
2008-01-01,29.82,638.03,38.31,32.33,5.41,4.55,80.21,8.63,42.29,2.17,0.24,3.21,3.99,2.13,12.45,0.63,21.41,174.91,2.8
2007-01-01,29.57,825.77,128.28,101.48,25.94,5.0,73.0,8.81,41.43,2.72,0.28,13.44,19.08,10.4,43.64,3.12,62.2,168.7,2.42
2006-01-01,34.38,598.09,114.76,99.39,10.21,3.64,100.27,9.92,36.79,2.02,0.27,9.1,14.13,6.7,32.13,2.02,46.82,198.87,5.94
2005-01-01,45.58,604.21,154.2,132.88,8.37,3.01,121.26,9.52,38.34,1.9,0.27,6.01,9.95,-0.31,19.05,1.16,69.17,104.61,7.48
2004-01-01,45.62,393.98,76.14,66.15,1.63,4.02,90.79,9.21,39.63,2.23,0.38,3.85,6.12,-0.27,7.52,0.69,0.0,0.0,0.0
2003-01-01,63.25,226.39,55.54,50.25,0.0,5.08,71.85,11.69,31.22,1.93,0.32,-6.34,-19.82,2.65,-23.82,-2.2,8.63,75.3,5.41
2002-01-01,60.87,533.27,211.23,201.0,11.14,4.9,74.48,8.62,42.34,1.89,0.38,8.95,16.03,15.96,21.74,2.26,17.15,72.94,3.8
2001-01-01,28.56,294.5,257.06,217.61,11.88,5.33,68.48,6.93,52.66,1.77,0.46,11.65,14.13,16.83,23.52,2.52,44.16,68.37,2.49
2000-01-01,16.64,404.23,759.6,699.47,54.18,6.96,52.44,7.51,48.6,2.58,0.58,15.63,18.25,18.56,26.4,3.02,215.87,104.21,14.41
1999-01-01,13.5,404.35,411.02,340.39,184.22,6.82,53.51,6.98,52.29,4.14,0.73,14.78,16.81,17.56,20.05,2.08,110.4,59.28,8.67
1998-01-01,11.24,690.49,612.25,533.15,50.94,3.39,107.66,6.14,59.44,4.06,0.56,10.5,11.76,8.64,18.32,1.47,86.58,24.88,8.72
